Name,Street Address,City,State,PostalCode,Latitude,Longitude
Historical Village Museum,4 Dewey Ave,Eureka,MT,59917,48.878384,-115.05242
Clay County Museum of History,805 Breyer St,Celina,TN,38551,36.550175,-85.512596
Those Who Served War Museum,1500 W Main St,Princeton,WV,24740,37.366177,-81.102745
Midwest Memories Museum & Shoppe,217 W Main St,Wayland,IA,52654,41.14696,-91.66151
Irish Railroad Workers Museum,918 Lemmon St,Baltimore,MD,21223,39.286457,-76.63248
Electric City Trolley Museum,300 Cliff St,Scranton,PA,18503,41.40931,-75.67344
Old Lighthouse Museum,1 Park Row St,Michigan City,IN,46360,41.703274,-86.91425
Hermosa Arts & History Museum,25 2nd St,Hermosa,SD,57744,43.83938,-103.19126
North Dakota Museum Of Art,U.N.D. CAMPUS,Grand Forks,ND,58203,47.93258,-97.0658
Julian Pioneer Museum,2811 Washington St,Julian,CA,92036,33.0778,-116.60299
Turtle Bay Museum,844 Sundial Bridge Dr,Redding,CA,96001,40.58979,-122.37752
Dunham Hunt Museum,304 Cedar Ave,Saint Charles,IL,60174,41.915028,-88.310616
Museum of the Grand Prairie,600 N Lombard St,Mahomet,IL,61853,40.20392,-88.39479
Homesteader's Museum,436 E 22nd Ave,Torrington,WY,82240,42.066166,-104.17933
Glencoe Museum,600 Unruh Dr,Radford,VA,24141,37.13242,-80.58118
San Diego Railroad Museum,4695 Nebo Dr,La Mesa,CA,91941,32.763966,-117.01997
Crook County Museum,120 N 4th St,Sundance,WY,82729,44.405975,-104.37807
Frontiers of Flight Museum,6911 Lemmon Ave,Dallas,TX,75209,32.841976,-96.83483
Boston Children's Museum,300 Congress St,Quincy,MA,02169,42.233566,-71.015396
US Cavalry Museum,205 Henry Ave,Fort Riley,KS,66442,39.06302,-96.78124
Military Aviation Museum,1341 Princess Anne Rd,Virginia Beach,VA,23457,36.677513,-76.024445
Children's Discovery Museum,2787 State St,Carlsbad,CA,92008,33.16154,-117.35051
Doll House Museum,1107 Pony Express Hwy,Marysville,KS,66508,39.841747,-96.61813
National Miniatures Trust Museum,6855 W Hickory Rd,Hickory Corners,MI,49060,42.441975,-85.42136
Oakboro Regional Museum,231 N Main St,Oakboro,NC,28129,35.223618,-80.32609
Rushville Museum/Armstrong House,408 E 2nd St,Rushville,NE,69360,42.718285,-102.458046
Museum Quality Restoration Services,6802 Westminster Blvd,Westminster,CA,92683,33.758907,-118.00905
Westchester Twp History Museum,700 W Porter Ave,Chesterton,IN,46304,41.606846,-87.06143
Pioneer Village Museum,110 E Byers Ave,Hot Sulphur Springs,CO,80451,40.072678,-106.10078
St. Joseph Museum,3406 Frederick Ave,Saint Joseph,MO,64506,39.776814,-94.81059
Gilbert House Children's Museum,116 Marion St NE,Salem,OR,97301,44.945477,-123.04093
Wilderness Trail Museum,37 N Main St,Minster,OH,45865,40.393867,-84.37685
Vermont Ski Museum,15 Main St,Stowe,VT,05672,44.465572,-72.6871
Museum-Miracle of America,58176 Us Highway 93,Polson,MT,59860,47.6791,-114.092
Edge of Cedars Museum,660 W 400 N,Blanding,UT,84511,37.631,-109.4891
Kanza Museum,698 Grandview Dr,Kaw City,OK,74641,36.7673,-96.86351
Museum Oilpatch,100 E Amy Ave,Russell,KS,67665,38.86965,-98.85967
Zwaanendael Museum,102 Kings Hwy,Lewes,DE,19958,38.77414,-75.13912
Banneker-Douglass Museum,84 Franklin St,Annapolis,MD,21401,38.977642,-76.49351
Greenville Railroad Park and Museum,314 Main St,Greenville,PA,16125,41.407684,-80.3814
Sanford Centennial Museum,2222 N Smith St,Sanford,MI,48657,43.67682,-84.38841
Quincy Square Museum,37 Main St,Fort Plain,NY,13339,42.930565,-74.623184
Carnegie Museum,557 Lincoln St,Roseville,CA,95678,38.753708,-121.28544
Stauth Memorial Museum,111 N Aztec St,Montezuma,KS,67867,37.59621,-100.44265
Kenosha Public Museum,1174 N Main St,Crossville,TN,38555,35.962692,-85.03634
Museum En Black,100 Alton Sq,Alton,IL,62002,38.92575,-90.176056
Lst Navy Ship Museum,840 Lst Dr,Evansville,IN,47713,37.95027,-87.57281
San Diego Natural History Museum,1788 El Prado,San Diego,CA,92101,32.73149,-117.14854
Sanborn Lewiston Farm Museum,2660 Saunders Settlement Rd,Sanborn,NY,14132,43.14312,-78.89885
Owensboro Area Museum,220 Daviess St,Owensboro,KY,42303,37.774273,-87.11017
Bronko Nagurski Museum,214 6th Ave,International Falls,MN,56649,48.603416,-93.408394
Cherokee Strip Land Rush Museum,31639 US Highway 77,Arkansas City,KS,67005,37.03255,-97.04036
Intrepid Museum,Pier 86 W 46th & 12th Ave,New York,NY,10036,40.7598,-73.9914
Lynden Pioneer Museum,217 Front St,Lynden,WA,98264,48.94368,-122.449554
Klamath County Museums,1451 Main St,Klamath Falls,OR,97601,42.228447,-121.77493
Proctor Museum,100 Pionk Dr,Duluth,MN,55810,46.74244,-92.22598
Record Museum,110 Cushman Ave,West Berlin,NJ,08091,39.79424,-74.91841
Hawthorne Ordnance Museum,PO Box 1512,Hawthorne,NV,89415,38.5281,-118.6321
Monhegan Museum,Light House Hill Rd,Monhegan,ME,04852,43.765694,-69.317764
Association of Children’s Museums,1300 L St NW,Washington,DC,20005,38.903603,-77.029884
Virginia Museum of the Civil War,8895 George Collin Pkwy,New Market,VA,22844,38.660866,-78.66846
Sproul Museum,12237 Sproul St,Norwalk,CA,90650,33.90823,-118.07097
Neill-Cochran House Museum,2310 San Gabriel St,Austin,TX,78705,30.287628,-97.74803
Phelps Mansion Museum,191 Court St,Binghamton,NY,13901,42.100456,-75.90542
Museum of Microcomputing,1064 San Lucia Dr SE,Grand Rapids,MI,49506,42.943844,-85.62083
Idaho City Historical Museum,503 Montgomery St,Idaho City,ID,83631,43.8295,-115.83361
Kelley House Museum Inc,45007 Russian Gulch State Park,Mendocino,CA,95460,39.33143,-123.80409
Science Museum of Western Virginia,1 Market Sq SE Ste 24011,Roanoke,VA,24011,37.271652,-79.93862
Janet Turner Print Museum,400 W 1st St,Chico,CA,95929,39.729218,-121.844185
Leavenworth County Museum,1128 5th Ave,Leavenworth,KS,66048,39.307083,-94.91751
Ushmm Museum Shop,100 Raoul Wallenberg Pl SW,Washington,DC,20024,38.88756,-77.03349
Boundary County Museum,7229 Main St,Bonners Ferry,ID,83805,48.697468,-116.31178
Fort Plain Museum,389 Canal St,Fort Plain,NY,13339,42.941013,-74.629265
Downers Grove Park District Museum,831 Maple Ave,Downers Grove,IL,60515,41.792942,-88.00561
Bryant House Museum,104 S 16th St,Tekamah,NE,68061,41.778183,-96.22576
Sixth Cavalry Museum,2 Barnhardt Cir,Fort Oglethorpe,GA,30742,34.943573,-85.260216
Upton Red Onion Museum,609 State Highway 116 N,Upton,WY,82730,44.180492,-104.461296
Drumright Historical Museum,103 E Broadway St,Drumright,OK,74030,36.08529,-96.58494
Hudson-Meng Museum & Archaeology,1811 Meng Dr,Crawford,NE,69339,42.825066,-103.61004
Heritage Center Museum,5717 Main St,Sylvania,OH,43560,41.71771,-83.70336
Chester Inn Museum,116 E Main St,Jonesborough,TN,37659,36.29421,-82.47297
Childrens Discovery Museum,171 Capitol St Suite 2,Augusta,ME,04330,44.30975,-69.79184
Buell Children's Museum,210 N Santa Fe Ave,Pueblo,CO,81003,38.26901,-104.60678
Yucaipa Valley Historical Museum,35308 Panorama Dr,Yucaipa,CA,92399,34.043194,-117.034096
Rubell Museum,1100 NW 23rd St,Miami,FL,33127,25.798891,-80.213394
Clymer Museum of Art,416 N Pearl St,Ellensburg,WA,98926,46.995693,-120.54728
Museum of Local History,190 Anza St,Fremont,CA,94539,37.530136,-121.920395
Wax Museum Entertainment Complex,145 Jefferson St,San Francisco,CA,94133,37.808167,-122.41506
Penn Brad Oil Museum,901 South Ave,Bradford,PA,16701,41.907352,-78.65129
Castle Air Museum Foundation,5050 Santa Fe Dr,Atwater,CA,95301,37.363983,-120.57811
Sleeping Bear Point Maritime Museum,9922 W Front St,Empire,MI,49630,44.811188,-86.05677
Monroe County Museum-Geneology,126 E Johnston St,Forsyth,GA,31029,33.035194,-83.93455
Sargent County Museum,8987 Highway 32,Forman,ND,58032,46.109867,-97.63384
Michigamme Historical Museum,110 W Main St,Michigamme,MI,49861,46.53561,-88.10868
Armstrong Heritage Museum,425 6th St,Armstrong,IA,50514,43.397034,-94.48042
The Heckscher Museum of Art,2 Prime Ave,Huntington,NY,11743,40.87455,-73.421745
Sudlersville Train Station Museum,101 S Linden St,Sudlersville,MD,21668,39.187405,-75.85629
Sidney Historical Museum,21 Liberty St,Sidney,NY,13838,42.316784,-75.39017
Nicholas Roerich Museum,319 W 107th St,New York,NY,10025,40.80281,-73.96884
Global Village Museum,200 W Mountain Ave,Fort Collins,CO,80521,40.587246,-105.07913
Pensacola Museum of Art,407 S Jefferson St,Pensacola,FL,32502,30.408129,-87.21345
Laurel Museum,817 Main St,Laurel,MD,20707,39.10944,-76.85624
Frye Art Museum,704 Terry Ave,Seattle,WA,98104,47.60689,-122.32419
Leslie Area Museum,107 E Bellevue St,Leslie,MI,49251,42.451046,-84.43149
Clara Barton Birthplace Museum,66 Clara Barton Rd,North Oxford,MA,01537,42.153217,-71.8945
Matt Gardner Homestead Museum,6036 E 43rd St,Indianapolis,IN,46226,39.834534,-86.06381
1400 Museum Park Condo Association,100 E 14th St,Chicago,IL,60605,41.864277,-87.62389
Keeler Tavern Museum,132 Main St,Ridgefield,CT,06877,41.272964,-73.49704
Marshfield Sun Printing Museum,1049 N Front St,Coos Bay,OR,97420,43.374413,-124.211975
Air Combat Museum,835 S Airport Dr,Springfield,IL,62707,39.841324,-89.66565
Harbor Museum Old Fire Station,638 S Beacon St,San Pedro,CA,90731,33.737965,-118.28026
Historic Deerfield Museum Str,79 Old Main St,Deerfield,MA,01342,42.546936,-72.60432
Emily Dickinson Museum,280 Main St,Amherst,MA,01002,42.376034,-72.51453
Auto World Museum,200 Peacock Dr,Fulton,MO,65251,38.884823,-91.949326
Wylie House Museum,307 E 2nd St,Bloomington,IN,47401,39.16149,-86.53099
Franklin County Seminary & Museum,5th & Mill St,Brookville,IN,47012,39.4071,-84.9921
Historic Museum-Torture Dvcs,301 E Broadway,Alton,IL,62002,38.88979,-90.18198
Dakotaland Museum,Old Highway 14,Huron,SD,57350,44.3706,-98.23859
Allentown Art Museum,31 N 5th St,Allentown,PA,18101,40.604004,-75.46822
La Conner Quilt & Textile Museum,703 S 2nd St,Mount Vernon,WA,98273,48.41786,-122.33778
Sharlot Hall Museum,415 W Gurley St,Prescott,AZ,86301,34.541847,-112.47401
Pioneer Florida Museum and Village,15602 Lake Iola Rd,Dade City,FL,33523,28.389805,-82.28839
Vance County Historical Museum,213 S Garnett St,Henderson,NC,27536,36.326202,-78.403946
Dar Van Bunschooten Museum,1097 State Rt 23,Sussex,NJ,07461,41.264088,-74.63737
Luray Valley Farm Museum,629 W Main St,Luray,VA,22835,38.664677,-78.47217
Browntown Historical Museum,110 S Mill St,Browntown,WI,53522,42.577656,-89.79425
Moody County Museum,706 E Pipestone Ave,Flandreau,SD,57028,44.048595,-96.58414
Long Branch Historical Museum,1260 Ocean Ave,Long Branch,NJ,07740,40.262882,-73.989914
City of Romulus Historical Museum,11120 Hunt St,Romulus,MI,48174,42.22063,-83.39441
Nostalgia City & Museum Inc,1911 Highway 17 Byp S,Myrtle Beach,SC,29577,33.707283,-78.91881
Knock Knock Children's Museum,1900 Dalrymple Dr,Baton Rouge,LA,70808,30.430979,-91.16952
Museum of Grand Prairie,600 Randolph St,Mahomet,IL,61853,40.20893,-88.36086
Old Saint Augustine Village Museum,246 Saint George St,Saint Augustine,FL,32084,29.889997,-81.312256
Minnesota's Museum Metropolis,336 Labore Rd,Saint Paul,MN,55117,45.026737,-93.08576
Old West Wax Museum,119 S 6th St,Thermopolis,WY,82443,43.645348,-108.211784
Southwest Dairy Museum,5106 S Main St,Roswell,NM,88203,33.336178,-104.52338
Rkk & G Museum & Cultural,65 E 96th St,New York,NY,10128,40.786953,-73.953125
Williams House Museum,424 Sierra Way,Quincy,CA,95971,39.927265,-120.902245
Warther Museum,331 Karl Ave,Dover,OH,44622,40.52579,-81.486984
Museum of Connecticut History,231 Capitol Ave,Hartford,CT,06106,41.76286,-72.683174
Old Jail Museum,128 W Broadway,Jim Thorpe,PA,18229,40.86371,-75.74669
Museum Of Cal Design,361 N Orange Dr,Los Angeles,CA,90036,34.07748,-118.34205
Hollywood Wax Museum,1808 21st Ave N Unit A,Myrtle Beach,SC,29577,33.71685,-78.89167
Grimes Mill Museum,600 S Church St,Salisbury,NC,28144,35.664085,-80.47678
Lewis Meriwether Museum,64592 731 Rd,Brownville,NE,68321,40.421947,-95.70829
Frank Museum of Art,1 S Grove St,Westerville,OH,43081,40.12529,-82.935715
Butler Longhorn Museum,1220 Coryell St,League City,TX,77573,29.51779,-95.08849
Boldman House Museum,410 N 1st St,Dayton,WA,99328,46.32259,-117.98304
Chippokes Farm and Forestry Museum,868 Plantation Rd,Surry,VA,23883,37.14151,-76.727806
Noble House Museum,4167 Main St,Fish Creek,WI,54212,45.12758,-87.24613
Indian Rocks Historical Museum,203 4th Ave,Indian Rocks Beach,FL,33785,27.882467,-82.84923
Richmond Railroad Museum,102 Hull St,Richmond,VA,23224,37.526108,-77.43568
Spencerport Depot & Canal Museum,16 East Ave,Spencerport,NY,14559,43.1918,-77.799614
Museum of Art Deland Downtown,100 N Woodland Blvd,Deland,FL,32720,29.028177,-81.30357
Prairie Song Museum,402625 W 1600 Rd,Dewey,OK,74029,36.785873,-95.835884
Cape Cod Museum of Art,60 Hope Ln,Dennis,MA,02638,41.74002,-70.1944
American Computer Museum,1283 N 14th St Ste 201,Bozeman,MT,59715,45.692722,-111.0552
Las Cruces Railroad Museum,351 N Mesilla St,Las Cruces,NM,88005,32.308643,-106.78691
Caswell No. 1 Fire Station Museum,118 S Queen St,Kinston,NC,28501,35.25994,-77.580925
Chippokes Farm/Forestry Museum,695 Chippokes Park Rd,Surry,VA,23883,37.145733,-76.73918
Friends of the Pioneer Museum,Po Box 975,Glasgow,MT,59230,48.203384,-106.60942
Maitland Historical Museums,221 W Packwood Ave,Maitland,FL,32751,28.62589,-81.366844
Georgia Salzburger Society Museum,2980 Ebenezer Rd,Rincon,GA,31326,32.372845,-81.182816
Indianapolis Museum of Art,2760 Highland Way,Columbus,IN,47201,39.226257,-85.9228
Fort Dix Military Museum,6501 Pennsylvania Ave,Fort Dix,NJ,08640,40.022655,-74.621155
American Museum of Science & Energy,115 Main St E,Oak Ridge,TN,37830,36.014217,-84.25287
Karpeles Museum,2410 Fairfield Ave,Fort Wayne,IN,46807,41.062927,-85.1453
National Hall Of Fame Museum,775 Wantagh Ave Ste 400,Wantagh,NY,11793,40.70407,-73.503914
Cussler Museum,14959 W 69th Ave,Arvada,CO,80007,39.822353,-105.16663
Museum Park Tower Two,1335 S Prairie Ave,Chicago,IL,60605,41.86506,-87.62076
Sephardic Heritage Museum,619 W County Line Rd,Lakewood,NJ,08701,40.10681,-74.22693
Bozeman Art Museum,2612 W Main St Ste B,Bozeman,MT,59718,45.673862,-111.07233
Propark Museum Tower,100 W Liberty St,Reno,NV,89501,39.521397,-119.812805
Neptune Historical Museum,25 Neptune Blvd,Neptune,NJ,07753,40.20972,-74.03613
Aspen Art Museum,637 E Hyman Ave,Aspen,CO,81611,39.18835,-106.81698
The L. Ron Hubbard House Museum,1812 19th St NW,Washington,DC,20009,38.914642,-77.043594
Reston Museum,1639 Washington Plz,Reston,VA,20190,38.96884,-77.340775
Museum of River History,60 S Front St,Lansing,IA,52151,43.362152,-91.21451
Belle-Fountaine Museum and House,700 S Library St,Waterloo,IL,62298,38.327618,-90.15259
Karpeles Museum,700 22nd St,Rock Island,IL,61201,41.505062,-90.56932
Texas Artists Museum,3501 Cultural Center Dr,Port Arthur,TX,77642,29.925901,-93.94903
Madison Museum of Contemporary Art,227 State St,Madison,WI,53703,43.074642,-89.388664
Bayou Lacombe Rural Museum,61115 S Saint Mary St,Lacombe,LA,70445,30.315878,-89.94309
Alpine Hills Historical Museum,106 W Main St,Sugarcreek,OH,44681,40.50313,-81.64135
Museum of Ossipee History,52 Route 28,Ossipee,NH,03864,43.69192,-71.11753
Rensselaer Russell House Museum,520 W 3rd St,Waterloo,IA,50701,42.493847,-92.345406
Occoquan Mill House Museum,413 Mill St,Occoquan,VA,22125,38.685635,-77.262146
Independence Historical Museum,123 N 8th St,Independence,KS,67301,37.224037,-95.708244
Cleveland Historical Museum,203 E Boothe St,Cleveland,TX,77327,30.34433,-95.08533
Fort Ligonier Museum,200 S Market St,Ligonier,PA,15658,40.24151,-79.23929
Terre Haute Children's Museum,727 Wabash Ave,Terre Haute,IN,47807,39.466377,-87.4065
Virginia Beach History Museums,5100 Cleveland St,Virginia Beach,VA,23462,36.842236,-76.15839
Battles Museums-Rural,43 Walnut St,Girard,PA,16417,42.000813,-80.31522
International Museum of Women,222 Sutter St,San Francisco,CA,94108,37.789867,-122.4045
Averasboro Battlefield Museum,3300 Nc Highway 82,Dunn,NC,28334,35.26622,-78.6722
University of Wyoming Insect Museum,100 E University Ave,Laramie,WY,82072,41.312927,-105.59574
Jasper County Historical Museum,1700 S 15th Ave W,Newton,IA,50208,41.685524,-93.07585
Gustine Museum,397 4th St,Gustine,CA,95322,37.25642,-120.99851
Trenton Historical Museum,306 Saint Joseph St,Trenton,MI,48183,42.142567,-83.17922
Webster County Museum,515 School St,Otho,IA,50569,42.425583,-94.14667
Museums Rhonda FRNNP,5700 W Genesee St,Camillus,NY,13031,43.04006,-76.29303
Tooele Valley Railroad Museum,35 N Broadway St,Tooele,UT,84074,40.531364,-112.28817
Mariners Museum Mariners Museum,101 Museum Pkwy,Newport News,VA,23606,37.043808,-76.49136
Chemung Valley History Museum,415 E Water St,Elmira,NY,14901,42.088554,-76.800385
James F. Bailey Assay Office Museum,6352 Fourmile Canyon Dr,Boulder,CO,80302,40.039833,-105.39099
Moravia Wabash Depot Museum,800 W North St,Moravia,IA,52571,40.8923,-92.82567
Campbell County Rockpile Museum,900 W 2nd St,Gillette,WY,82716,44.293247,-105.515434
US Marshals Museum,789 Riverfront Dr,Fort Smith,AR,72901,35.400017,-94.42342
Lchs Lehigh County Museum,2917 Route 100,Orefield,PA,18069,40.614597,-75.65422
Camel Barn Museum,2060 Camel Rd,Benicia,CA,94510,38.05412,-122.13569
Hill-Hold Museum,128 State Route 416,Montgomery,NY,12549,41.502426,-74.25326
Bakers Junction Railroad Museum,7898 S Fairfax Rd,Bloomington,IN,47401,39.05705,-86.498726
Riverbank Historic House Museum,2 Riverbank Ln,Cornwall On Hudson,NY,12520,41.44629,-74.01388
Cyrus Dallin Museum,631 Massachusetts Ave,Arlington,MA,02474,42.415558,-71.15282
Waynoka History Museum,202 S Cleveland St,Waynoka,OK,73860,36.583527,-98.88277
Pender County Museum,200 W Bridgers St,Burgaw,NC,28425,34.55226,-77.92946
U.S. Olympic & Paralympic Museum,200 S Sierra Madre St,Colorado Springs,CO,80903,38.830833,-104.82925
Museum Range Historical Society,101 1st St NE,Crosby,MN,56441,46.483494,-93.94985
Shoshone Museum,118 N State Highway 127,Shoshone,CA,92384,35.976124,-116.270355
Springfield Children's Museum,619 E Washington St,Springfield,IL,62701,39.80185,-89.647575
Wasilla Museum & Visitor Center,391 N Main St,Wasilla,AK,99654,61.583366,-149.4412
Shangri La Islamic Art Museum,4055 Papu Cir,Honolulu,HI,96816,21.257805,-157.7947
National Museum of Cambridge Glass,136 S 9th St,Cambridge,OH,43725,40.023823,-81.588486
Children's Museum of Sonoma County,1835 W Steele Ln,Santa Rosa,CA,95403,38.460114,-122.73679
Giant Forest Museum,59468 Generals Hwy,Three Rivers,CA,93271,36.48433,-118.837906
Hillary Jones Wildlife Museum,601 School St,Jasper,AR,72641,36.00469,-93.18929
Goti Museum Latin,7410 Broadway,North Bergen,NJ,07047,40.796032,-74.0033
Culture & Heritage Museums,9035 Meridian Way,West Chester,OH,45069,39.328934,-84.440704
Military Sea Services Museum,1402 Roseland Ave,Sebring,FL,33870,27.485703,-81.41844
Nicolaysen Art Museum,400 E Collins Dr,Casper,WY,82601,42.847713,-106.3202
Karpeles Manuscript Library Museum,21 W Anapamu St,Santa Barbara,CA,93101,34.422585,-119.70508
Marilla Historical Society Museum,1810 Two Rod Rd,Marilla,NY,14102,42.838448,-78.55539
Tahoe Maritime Museum,5205 Westlake Blvd,Homewood,CA,96141,39.08437,-120.16006
Roberson Museum and Science Center,30 Front St,Binghamton,NY,13905,42.094032,-75.91894
USS Newport News Museum,3 Nevens St,Hudson,NH,03051,42.76058,-71.42143
Daughters of Utah Pioneers Museum,115 E Oneida St,Preston,ID,83263,42.096424,-111.87344
Museum Grade,425 W 160th St,New York,NY,10032,40.834377,-73.93937
World Erotic Art Museum,1205 Washington Ave,Miami Beach,FL,33139,25.78313,-80.13208
Museum of Arts and Sciences,352 S Nova Rd,Daytona Beach,FL,32114,29.1952,-81.03663
Mt Shasta Museum Association Inc,1 N Old Stage Rd,Mount Shasta,CA,96067,41.308945,-122.326805
Algonac Clay Historical Museum,1240 Saint Clair River Dr,Algonac,MI,48001,42.61919,-82.53002
Taft Museum of Art,316 Pike St,Reading,OH,45215,39.224564,-84.444984
Lake Bluff History Museum,127 E Scranton Ave,Lake Bluff,IL,60044,42.27954,-87.843155
Clark County Museum,1670 Pinto Ln,Las Vegas,NV,89106,36.16447,-115.163734
Heritage Flight Museum,4165 Mitchell Way,Bellingham,WA,98226,48.79227,-122.53084
Virginia Museum-Natrl History,104 Emmet St N,Charlottesville,VA,22903,38.040257,-78.50636
Washington Heritage Museums,1304 Caroline St,Fredericksburg,VA,22401,38.306694,-77.4617
German Heritage Museum,3258 Hanna Ave,Cincinnati,OH,45211,39.14245,-84.61142
Museum-Primitive Art and Culture,1058 Kingstown Rd,Wakefield,RI,02879,41.450478,-71.49531
John Wayne Birthplace & Museum,205 S 1st St,Winterset,IA,50273,41.33327,-94.01319
Discovery Center Science Museum,703 E Prospect Rd,Fort Collins,CO,80525,40.566936,-105.06727
Person County Museum of History,309 N Main St,Roxboro,NC,27573,36.395973,-78.9813
Cheyenne Depot Museum Foundation,1829 Converse Ave,Cheyenne,WY,82001,41.143097,-104.78984
Popeye Museum,1001 State St,Chester,IL,62233,37.9123,-89.82342
Lincoln Museum,66 Lincoln Sq,Hodgenville,KY,42748,37.574036,-85.74066
Vermilion County Museum,116 N Gilbert St,Danville,IL,61832,40.127426,-87.635735
Alabama Mining Museum,120 East St,Dora,AL,35062,33.731632,-87.08976
South Amana Barn Museum,413 P St,South Amana,IA,52334,41.777466,-91.96877
Washington's Headquarters Museum,140 Virginia Rd,White Plains,NY,10603,41.058777,-73.7705
Discovery Center Museum,711 N Main St,Rockford,IL,61103,42.276947,-89.08966
Maccallum More Museum and Gardens,603 Hudgins St,Chase City,VA,23924,36.80209,-78.455864
Museum of Contemporary Art,2500 S Grand Ave,Los Angeles,CA,90007,34.027237,-118.271614
Wamego Historical Museum,406 4th St,Wamego,KS,66547,39.202003,-96.30028
Mansfield Memorial Museum,34 Park Ave W,Mansfield,OH,44902,40.75874,-82.51676
Englewood Textile Museum,109 N Niota Rd,Englewood,TN,37329,35.430004,-84.48801
De Saisset Museum,500 El Camino Real,Santa Clara,CA,95053,37.35199,-121.93755
Air Force Armament Museum,100 Museum Dr,Eglin Afb,FL,32542,30.471561,-86.53779
Idaho Farm & Ranch Museum,212 1st Ave E,Jerome,ID,83338,42.72529,-114.5163
Portland Harbor Museum,510 Congress St Ste 4,Portland,ME,04101,43.65614,-70.26061
Samuel Dorsky Museum of Art,1 Hawk Dr,New Paltz,NY,12561,41.73833,-74.09066
Black Heritage Museum,900 S Walter Reed Dr,Arlington,VA,22204,38.86392,-77.08751
Top of Oklahoma Museum,303 S Main St,Blackwell,OK,74631,36.80216,-97.28315
Bundy Museum of History & Art,127 Main St,Binghamton,NY,13905,42.101376,-75.92723
Childrens Museum-Northwest,1009 Museum Way,Bentonville,AR,72712,36.37867,-94.198235
Clearwater Historical Museum,315 Michigan Ave,Orofino,ID,83544,46.47989,-116.25298
Cable Natural History Museum,13470 County Highway M,Cable,WI,54821,46.20784,-91.29149
The Oldest Store Museum,167 San Marco Ave,Saint Augustine,FL,32084,29.90816,-81.319565
Arden Craft Shop Museum,1807 Millers Rd,Wilmington,DE,19810,39.811005,-75.486084
Mining Museum,385 E Main St,Platteville,WI,53818,42.732826,-90.473145
Bolton Town Museum,4924 Lake Shore Dr,Bolton Landing,NY,12814,43.555138,-73.65551
William F Eisner Museum,200 N Water St,Milwaukee,WI,53202,43.032658,-87.909134
W W Ii Flight Training Museum,3 Airport Cir,Douglas,GA,31535,31.479511,-82.85178
World Of Scouting Museum Inc,VALLEY Forge Ctr,King Of Prussia,PA,19406,40.105446,-75.41819
Portsmouth Community Library Museum,904 Elm Ave,Portsmouth,VA,23704,36.831764,-76.31293
Roy Historical Museum,5550 W 1700 S,Clearfield,UT,84015,41.090935,-112.02741
Hickory Ridge Living History Museum,591 Horn In The West Dr,Boone,NC,28607,36.20987,-81.67036
Douglas County Museum,200 W Washington Ave,Ava,MO,65608,36.952312,-92.66141
Red Springs Historical Museum,506 E 4th Ave,Red Springs,NC,28377,34.811672,-79.17594
Museum of Contemporary Craft,724 NW Davis St,Portland,OR,97209,45.524323,-122.67869
Madrid Historical Museum,109 W 2nd St,Madrid,IA,50156,41.876057,-93.8207
Dinosaur Discovery Museum,5500 1st Ave,Kenosha,WI,53140,42.587288,-87.81298
The Ealy House Museum,6359 E Dublin Granville Rd,New Albany,OH,43054,40.082478,-82.81949
Lakewood Heritage Museum,231 3rd St,Lakewood,NJ,08701,40.093372,-74.21366
The Noguchi Museum Store,901 33rd Rd,Astoria,NY,11106,40.7667,-73.93784
Morven Museum & Garden,55 Stockton St,Princeton,NJ,08540,40.347076,-74.66655
Irish Cultural Museum,933 Conti St,New Orleans,LA,70112,29.957468,-90.06926
Old Jail Museum,350 E 3rd St,Dubuque,IA,52001,42.496605,-90.66003
Ward-Heitmann House Museum,277 Elm St,West Haven,CT,06516,41.276157,-72.951546
Baldwin Home Museum,120 Dickenson St,Lahaina,HI,96761,20.8735,-156.6778
Wurtsmith Air Museum,4071 E Van Ettan St,Oscoda,MI,48750,44.45822,-83.35726
Akron Art Museum,One South High Street,Akron,OH,44308,41.08431,-81.51536
Fernandina Beach Pinball Museum,2106 Sadler Rd  Sadler Square,Fernandina Beach,FL,32034,30.6398,-81.4469
Fillmore Historical Museum,707 W Ventura St,Fillmore,CA,93015,34.39632,-118.917946
Fort Wallace Museum,408 Plains,Wallace,KS,67761,38.918087,-101.4772
Stuhr Museum of The Prairie Pioneer,3133 W US Highway 34,Grand Island,NE,68801,40.887897,-98.37094
Texas Energy Museum,600 Main St,Beaumont,TX,77701,30.08266,-94.0964
Burke County Museum,536 S Liberty St,Waynesboro,GA,30830,33.08817,-82.01441
Rockford Auto Museum,518 Walnut St,Rockford,IL,61104,42.266464,-89.08733
Chalet of the Golden Fleece Museum,618 2nd St,New Glarus,WI,53574,42.81429,-89.63493
Oysterbarr Museum,1 Railroad Ave,Syosset,NY,11791,40.82353,-73.502335
Veterans Museum,20578 Us Highway 425 S,Star City,AR,71667,33.91502,-91.846954
Valentine Museum,14 S 14th St,Richmond,VA,23219,37.535053,-77.43241
Marbles Kids Museum,201 E Hargett St,Raleigh,NC,27601,35.778316,-78.636406
Coleman Museum,50 Main St,Ellendale,ND,58436,46.002354,-98.53698
Manship House Museum,420 E Fortification St,Jackson,MS,39202,32.312305,-90.18142
West Michigan Childrens Museum,250 Muskegon Mall,Muskegon,MI,49440,43.237415,-86.25013
The Teddy Bear House Museum,1299 S Haugh Ave,Picayune,MS,39466,30.514437,-89.67969
