Ref#,Prefix,Property Name,State,County,City,Street & Number,Status,Request Type,Restricted Address,Acreage of Property,Area of Significance,Category of Property,External Link,Level of Significance - International,Level of Significance - National,Level of Significance - State,Level of Significance - Local,Level of Significance - Not Indicated,Listed Date,NHL Designated Date,Other Names,Park Name,Property ID,Address,latitude,longitude
84000862,NA,Park Theatre,COLORADO,Larimer,Estes Park,130 Moraine Ave.,Listed,Single,FALSE,0.3,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/84131428,FALSE,FALSE,FALSE,TRUE,FALSE,6/14/84,NA,NA,NA,84000862,"130 Moraine Ave., Estes Park, COLORADO",40.375482882548,-105.523332499677
87002213,NA,Rialto Theater,COLORADO,Larimer,Loveland,228--230 E. Fourth Ave.,Listed,Single,FALSE,0.2,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/84131426,FALSE,FALSE,FALSE,TRUE,FALSE,2/17/88,NA,NA,NA,87002213,"228--230 E. Fourth Ave., Loveland, COLORADO",40.39540271248,-105.0741131835
72000275,NA,Jaffa Opera House,COLORADO,Las Animas,Trinidad,100-116 W. Main St.,Listed,Single,FALSE,0.3,COMMERCE; ARCHITECTURE; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/84131623,FALSE,FALSE,FALSE,TRUE,FALSE,2/7/72,NA,Hausman Drug;See Also:73000482,NA,72000275,"100-116 W. Main St., Trinidad, COLORADO",37.168194990218,-104.505750008163
87002183,NA,Mancos Opera House,COLORADO,Montezuma,Mancos,136 W. Grand Ave.,Listed,Single,FALSE,0.2,ARCHITECTURE; SOCIAL HISTORY,BUILDING,https://catalog.archives.gov/id/84131796,FALSE,FALSE,FALSE,TRUE,FALSE,1/7/88,NA,Checkerboard Hall,NA,87002183,"136 W. Grand Ave., Mancos, COLORADO",37.345388046161,-108.289959518374
72000276,NA,Wheeler Opera House,COLORADO,Pitkin,Aspen,330 E. Hyman Ave.,Listed,Single,FALSE,0.2,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/84132347,FALSE,FALSE,FALSE,TRUE,FALSE,8/21/72,NA,Wheeler Block,NA,72000276,"330 E. Hyman Ave., Aspen, COLORADO",39.189298546821,-106.82054338468
96000274,NA,Central School Auditorium and Gymnasium,COLORADO,Rio Grande,Monte Vista,612 First Ave.,Listed,Single,FALSE,2.9,COMMUNITY PLANNING AND DEVELOPMENT; ARCHITECTURE; ENTERTAINMENT/RECREATION,BUILDING,https://catalog.archives.gov/id/84132721,FALSE,FALSE,FALSE,TRUE,FALSE,3/14/96,NA,Central Auditorium;5RN521,NA,96000274,"612 First Ave., Monte Vista, COLORADO",37.580128609007,-106.150594235468
15000740,NA,Hayden Co-Operative Elevator Company,COLORADO,Routt,Hayden,198 E. Lincoln Ave.,Listed,Single,FALSE,0.9,COMMERCE; INDUSTRY,STRUCTURE,NA,FALSE,FALSE,FALSE,TRUE,FALSE,10/23/15,NA,"Hayden Grain Company; Yampa Valley Feeds, LLC; Hayden Granary, LLC; 5RT.2376",NA,15000740,"198 E. Lincoln Ave., Hayden, COLORADO",40.496826563262,-107.256982991126
95000794,AD,Perry-Mansfield School of Theatre and Dance,COLORADO,Routt,Steamboat Springs,40755 Routt Co. Rd. 36,Listed,Add.Doc.,FALSE,73.1,PERFORMING ARTS; EDUCATION; ENTERTAINMENT/RECREATION; SOCIAL HISTORY,district,https://catalog.archives.gov/id/84132759,FALSE,TRUE,FALSE,FALSE,FALSE,7/14/95,NA,Perry--Mansfield;Perry--Mansfield Camp;Perry--Mansfield Perf,NA,95000794,"40755 Routt Co. Rd. 36, Steamboat Springs, COLORADO",40.51021447429,-106.828711240938
13000577,NA,Cliff Theater,COLORADO,Yuma,Wray,420 Main St.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION,BUILDING,NA,FALSE,FALSE,FALSE,TRUE,FALSE,8/6/13,NA,Cliff Cultural Community Center; 5YM.290,NA,13000577,"420 Main St., Wray, COLORADO",40.077362223564,-102.221703688717
79002626,NA,Palace and Majestic Theaters,CONNECTICUT,Fairfield,Bridgeport,1315-1357 Main St.,Listed,Single,FALSE,1.3,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/132354005,FALSE,FALSE,FALSE,TRUE,FALSE,12/14/79,NA,NA,NA,79002626,"1315-1357 Main St., Bridgeport, CONNECTICUT",41.182371611326,-73.19120558593
77001421,NA,New Britain Opera House,CONNECTICUT,Hartford,New Britain,466-468 Main St.,Listed,Single,FALSE,0.9,ARCHITECTURE; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/132354519,FALSE,FALSE,FALSE,TRUE,FALSE,10/7/77,NA,Palace Theater,NA,77001421,"466-468 Main St., New Britain, CONNECTICUT",41.67086775555,-72.781210916239
72001319,NA,Thomaston Opera House,CONNECTICUT,Litchfield,Thomaston,Main St.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION; ARCHITECTURE; SOCIAL HISTORY,BUILDING,https://catalog.archives.gov/id/132354955,FALSE,FALSE,TRUE,FALSE,FALSE,4/26/72,NA,NA,NA,72001319,"Main St., Thomaston, CONNECTICUT",41.672796477231,-73.074913936584
84001098,NA,Warner Theatre,CONNECTICUT,Litchfield,Torrington,68-82 Main St.,Listed,Single,FALSE,2.5,ENTERTAINMENT/RECREATION; ARCHITECTURE; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/132354977,FALSE,FALSE,TRUE,FALSE,FALSE,2/16/84,NA,NA,NA,84001098,"68-82 Main St., Torrington, CONNECTICUT",41.801915039216,-73.120804723874
71000901,NA,Goodspeed Opera House,CONNECTICUT,Middlesex,East Haddam,Norwich Rd.,Listed,Single,FALSE,4.4,ARCHITECTURE; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/132355071,FALSE,FALSE,TRUE,FALSE,FALSE,7/30/71,NA,Goodspeed's Hall,NA,71000901,"Norwich Rd., East Haddam, CONNECTICUT",41.460611906872,-72.455536008144
07000558,NA,Old Saybrook Town Hall and Theater,CONNECTICUT,Middlesex,Old Saybrook,300 Main St.,Listed,Single,FALSE,1,ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/132355128,FALSE,FALSE,TRUE,FALSE,FALSE,6/21/07,NA,The Katharine Hepburn Cultural Arts Center and Theatre,NA,07000558,"300 Main St., Old Saybrook, CONNECTICUT",41.290447828961,-72.375510201033
84001134,NA,Lincoln Theatre,CONNECTICUT,New Haven,New Haven,1 Lincoln St.,Listed,Single,FALSE,0.9,ARCHITECTURE; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/132355407,FALSE,FALSE,TRUE,FALSE,FALSE,3/1/84,NA,Little Theatre on Lincoln Street,NA,84001134,"1 Lincoln St., New Haven, CONNECTICUT",41.311882450856,-72.920566253793
83001284,NA,Palace Theater,CONNECTICUT,New Haven,Waterbury,86-110 E. Main St.,Listed,Single,FALSE,1.5,ARCHITECTURE; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/132355476,FALSE,FALSE,TRUE,FALSE,FALSE,6/30/83,NA,NA,NA,83001284,"86-110 E. Main St., Waterbury, CONNECTICUT",41.555110277401,-73.038953930623
68000040,NA,Sterling Opera House,CONNECTICUT,New Haven,Derby,NW corner of 4th and Elizabeth Sts.,Listed,Single,FALSE,0,PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/132355558,FALSE,FALSE,TRUE,FALSE,FALSE,11/8/68,NA,NA,NA,68000040,"NW corner of 4th and Elizabeth Sts., Derby, CONNECTICUT",41.323464000762,-73.089661201255
72000294,NA,Masonic Hall and Grand Theater,DELAWARE,New Castle,Wilmington,818 N. Market St.,Listed,Single,FALSE,0.5,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/75324472,FALSE,FALSE,FALSE,TRUE,FALSE,12/11/72,NA,Masonic Temple and Grand Opera House,NA,72000294,"818 N. Market St., Wilmington, DELAWARE",39.743752083622,-75.548491550399
82002345,NA,Newark Opera House,DELAWARE,New Castle,Newark,95 E. Main St.,Listed,Multiple,FALSE,0.2,ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/75323744,FALSE,FALSE,FALSE,TRUE,FALSE,5/7/82,NA,NA,NA,82002345,"95 E. Main St., Newark, DELAWARE",39.68325866151,-75.74956217537
83001405,NA,State Theater,DELAWARE,New Castle,Newark,39 E. Main St.,Listed,Multiple,FALSE,0.4,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/75323738,FALSE,TRUE,FALSE,FALSE,FALSE,2/24/83,NA,NA,NA,83001405,"39 E. Main St., Newark, DELAWARE",39.683067899142,-75.751927500588
100002912,SG,Ball Theatre,DELAWARE,Sussex,Millsboro,214 Main St.,Listed,Single,FALSE,0.25,SOCIAL HISTORY; ENTERTAINMENT/RECREATION,building,NA,FALSE,FALSE,FALSE,TRUE,FALSE,9/13/18,NA,Millstone Theatre; S12983,NA,100002912,"214 Main St., Millsboro, DELAWARE",38.591033824995,-75.291304921401
10000909,NA,Atlas Theater and Shops,DISTRICT OF COLUMBIA,District of Columbia,"Washington, DC","1313-33 H Street, NE",Listed,Single,FALSE,0.6,ARCHITECTURE; ENTERTAINMENT/RECREATION; COMMERCE,BUILDING,https://catalog.archives.gov/id/117691953,FALSE,FALSE,FALSE,TRUE,FALSE,11/10/10,NA,NA,NA,10000909,"1313-33 H Street, NE, Washington, DC, DISTRICT OF COLUMBIA",38.900147422037,-76.987890556357
78003053,NA,Chase's Theater and Riggs Building,DISTRICT OF COLUMBIA,District of Columbia,Washington,1426 G St. NW. and 615--627 15th St. NW.,Listed,Single,FALSE,0.5,ARCHITECTURE; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/117692019,FALSE,FALSE,TRUE,FALSE,FALSE,9/7/78,NA,Keith's Theater and Albee Building,NA,78003053,"1426 G St. NW. and 615--627 15th St. NW., Washington, DISTRICT OF COLUMBIA",38.898308192798,-77.03363990273
