Ref#,Prefix,Property Name,State,County,City,Street & Number,Status,Request Type,Restricted Address,Acreage of Property,Area of Significance,Category of Property,External Link,Level of Significance - International,Level of Significance - National,Level of Significance - State,Level of Significance - Local,Level of Significance - Not Indicated,Listed Date,NHL Designated Date,Other Names,Park Name,Property ID,Address,latitude,longitude,state,LHAT_member
86002906,NA,Paramount Theater,MINNESOTA,Mower,Austin,125 Fourth Ave. NE,Listed,Single,FALSE,0.9,ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/93202350,FALSE,FALSE,FALSE,TRUE,FALSE,10/23/86,NA,The Theater Night Club,NA,86002906,"125 Fourth Ave. NE, Austin, MINNESOTA",43.670119803245,-92.973495867557,MN,FALSE
80002098,NA,Chateau Dodge Theatre,MINNESOTA,Olmsted,Rochester,"15 1st St., SW",Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/93202429,FALSE,FALSE,TRUE,FALSE,FALSE,7/17/80,NA,Chateau Theatre,NA,80002098,"15 1st St., SW, Rochester, MINNESOTA",44.022877017978,-92.463949999057,MN,FALSE
10000475,NA,"Shubert, Sam S., Theatre and Shubert Building",MINNESOTA,Ramsey,Saint Paul,10 E Exchange St and 488 N Wabasha St,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/93202703,FALSE,FALSE,FALSE,TRUE,FALSE,7/19/10,NA,World Theater; Fitzgerald Theater;Fitzgerald Condominiums,NA,10000475,"10 E Exchange St and 488 N Wabasha St, Saint Paul, MINNESOTA",44.949049616674,-93.097704440866,MN,FALSE
74001041,NA,Odeon Theater,MINNESOTA,Redwood,Belview,Main St.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/93202753,FALSE,FALSE,FALSE,TRUE,FALSE,8/30/74,NA,NA,NA,74001041,"Main St., Belview, MINNESOTA",44.609874452234,-95.329517236876,MN,FALSE
80002157,NA,Palace Theater,MINNESOTA,Rock,Luverne,Main St. and Freeman Ave.,Listed,Multiple,FALSE,0.9,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/93200931,FALSE,FALSE,FALSE,TRUE,FALSE,3/18/80,NA,NA,NA,80002157,"Main St. and Freeman Ave., Luverne, MINNESOTA",43.654250010687,-96.209523964771,MN,FALSE
15000440,NA,Ely State Theater,MINNESOTA,St. Louis,Ely,234 E. Sheridan St.,Listed,Single,FALSE,0.9,ARCHITECTURE,BUILDING,NA,FALSE,FALSE,FALSE,TRUE,FALSE,7/21/15,NA,NA,NA,15000440,"234 E. Sheridan St., Ely, MINNESOTA",47.902932962358,-91.862882967974,MN,FALSE
80002199,NA,Coliseum Theatre,MISSISSIPPI,Alcorn,Corinth,404 Taylor St.,Listed,Single,FALSE,0.3,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/73890824,FALSE,FALSE,FALSE,TRUE,FALSE,8/21/80,NA,NA,NA,80002199,"404 Taylor St., Corinth, MISSISSIPPI",34.933994542645,-88.518826533668,MS,FALSE
08000761,NA,Beverly Drive-In Theatre,MISSISSIPPI,Forrest,Hattiesburg,5320 US Hwy 49 S.,Listed,Single,FALSE,11,ARCHITECTURE; ENTERTAINMENT/RECREATION,DISTRICT,https://catalog.archives.gov/id/73891132,FALSE,FALSE,TRUE,FALSE,FALSE,7/30/08,NA,NA,NA,08000761,"5320 US Hwy 49 S., Hattiesburg, MISSISSIPPI",31.278253772166,-89.290656826466,MS,FALSE
79001307,NA,Saenger Theatre,MISSISSIPPI,Forrest,Hattiesburg,Forrest and Front Sts.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/73891112,FALSE,FALSE,FALSE,TRUE,FALSE,5/29/79,NA,Saenger Center,NA,79001307,"Forrest and Front Sts., Hattiesburg, MISSISSIPPI",31.325674793369,-89.290549303075,MS,FALSE
84002200,NA,Saenger Theater,MISSISSIPPI,Harrison,Biloxi,416 Reynoir St.,Listed,Multiple,FALSE,0.9,ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/73889939,FALSE,FALSE,FALSE,TRUE,FALSE,5/18/84,NA,NA,NA,84002200,"416 Reynoir St., Biloxi, MISSISSIPPI",30.408212132416,-88.890447233539,MS,TRUE
79003407,NA,Temple Theater,MISSISSIPPI,Lauderdale,Meridian,2318 8th St.,Listed,Multiple,FALSE,1,ENTERTAINMENT/RECREATION,BUILDING,https://catalog.archives.gov/id/73890146,FALSE,FALSE,TRUE,FALSE,FALSE,12/18/79,NA,NA,NA,79003407,"2318 8th St., Meridian, MISSISSIPPI",32.365103821247,-88.701977122447,MS,FALSE
100012647,SG,The Princess Theatre,MISSOURI,Adair,Kirksville,202 S. Franklin Street,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION,building,NA,FALSE,FALSE,FALSE,TRUE,FALSE,1/29/26,NA,The Princess Emporium; Sieren's Palace,NA,100012647,"202 S. Franklin Street, Kirksville, MISSOURI",40.193714439028,-92.583555147324,MO,FALSE
70000321,NA,Mule Barn Theatre,MISSOURI,Atchison,Tarkio,10th and Park Sts.,Listed,Single,FALSE,0.9,AGRICULTURE; ARCHITECTURE,BUILDING,NA,FALSE,FALSE,TRUE,FALSE,FALSE,10/15/70,NA,David Rankin Mule Barn,NA,70000321,"10th and Park Sts., Tarkio, MISSOURI",40.444614012001,-95.387747006206,MO,FALSE
79001349,NA,Missouri Theater,MISSOURI,Boone,Columbia,201-215 S. 9th St.,Listed,Single,FALSE,0.3,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/63818336,FALSE,FALSE,FALSE,TRUE,FALSE,6/6/79,NA,NA,NA,79001349,"201-215 S. 9th St., Columbia, MISSOURI",38.948900396446,-92.327783467401,MO,FALSE
79001353,NA,Missouri Theater and Missouri Theater Building,MISSOURI,Buchanan,St. Joseph,112-128 S. 8th St. and 713-721 Edmond St.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/63818395,FALSE,FALSE,TRUE,FALSE,FALSE,10/11/79,NA,NA,NA,79001353,"112-128 S. 8th St. and 713-721 Edmond St., St. Joseph, MISSOURI",39.765837979394,-94.850702963234,MO,FALSE
01000750,NA,Rodgers Theatre Building,MISSOURI,Butler,Poplar Bluff,"204,214,216,218,220,222 and 224 N. Broadway",Listed,Single,FALSE,0.9,ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/63818418,FALSE,FALSE,FALSE,TRUE,FALSE,7/19/01,NA,NA,NA,01000750,"204,214,216,218,220,222 and 224 N. Broadway, Poplar Bluff, MISSOURI",36.755212543884,-90.393966087324,MO,FALSE
15000354,NA,Broadway Theatre,MISSOURI,Cape Girardeau,Cape Girardeau,805 Broadway,Listed,Single,FALSE,0.3,ENTERTAINMENT/RECREATION,BUILDING,NA,FALSE,FALSE,FALSE,TRUE,FALSE,6/15/15,NA,"New Broadway Theatre, Fox Broadway; Kerasotes Broadway Theatre",NA,15000354,"805 Broadway, Cape Girardeau, MISSOURI",37.306567513061,-89.528509103474,MO,FALSE
05001025,NA,Esquire Theater,MISSOURI,Cape Girardeau,Cape Girardeau,824 Broadway,Listed,Multiple,FALSE,0.9,ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/63817083,FALSE,FALSE,FALSE,TRUE,FALSE,9/15/05,NA,NA,NA,05001025,"824 Broadway, Cape Girardeau, MISSOURI",37.307086436687,-89.529049736228,MO,FALSE
08000560,NA,Armour Theatre Building,MISSOURI,Clay,North Kansas City,400-410 Armour Rd,Listed,Single,FALSE,0.9,COMMUNITY PLANNING AND DEVELOPMENT; ARCHITECTURE; ENTERTAINMENT/RECREATION,BUILDING,https://catalog.archives.gov/id/63818633,FALSE,FALSE,FALSE,TRUE,FALSE,6/24/08,NA,NA,NA,08000560,"400-410 Armour Rd, North Kansas City, MISSOURI",39.142565275143,-94.575803947903,MO,FALSE
69000097,NA,Lyric Theater,MISSOURI,Cooper,Boonville,NE corner of Main and Vine Sts.,Listed,Single,FALSE,0.9,POLITICS/GOVERNMENT; ARCHITECTURE; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/63818741,FALSE,TRUE,FALSE,FALSE,FALSE,5/21/69,NA,Thespian Hall,NA,69000097,"NE corner of Main and Vine Sts., Boonville, MISSOURI",38.973540006659,-92.743212968457,MO,FALSE
91000887,NA,Gillioz Theater,MISSOURI,Greene,Springfield,325 Park Central E.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/63818909,FALSE,FALSE,FALSE,TRUE,FALSE,7/9/91,NA,NA,NA,91000887,"325 Park Central E., Springfield, MISSOURI",37.209098551985,-93.2903983599,MO,FALSE
77000806,NA,Landers Theater,MISSOURI,Greene,Springfield,311 E. Walnut,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/63818893,FALSE,FALSE,FALSE,TRUE,FALSE,8/12/77,NA,NA,NA,77000806,"311 E. Walnut, Springfield, MISSOURI",37.207333993729,-93.290945195263,MO,FALSE
100012640,SG,Englewood Theatre,MISSOURI,Jackson,Independence,10917 E. Winner Rd.,Listed,Single,FALSE,0.9,ARCHITECTURE,building,NA,FALSE,FALSE,FALSE,TRUE,FALSE,1/29/26,NA,KC Opry,NA,100012640,"10917 E. Winner Rd., Independence, MISSOURI",39.087526346132,-94.44875793273,MO,FALSE
77000808,NA,Loew's Midland Theater-Midland Building,MISSOURI,Jackson,Kansas City,1232--1234 Main St. and 1221--1233 Baltimore Ave.,Listed,Single,FALSE,0.8,COMMERCE; ART; ENGINEERING; ARCHITECTURE; SOCIAL HISTORY; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/63819164,FALSE,TRUE,FALSE,FALSE,FALSE,9/28/77,NA,Midland Theater;Midland Office Building,NA,77000808,"1232--1234 Main St. and 1221--1233 Baltimore Ave., Kansas City, MISSOURI",39.037555283419,-94.587205431698,MO,FALSE
07000043,NA,Mainstreet Theatre,MISSOURI,Jackson,Kansas City,1400 Main St.,Listed,Single,FALSE,0.9,ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/63819262,FALSE,FALSE,FALSE,TRUE,FALSE,2/15/07,NA,Junior Orpheum Theatre,NA,07000043,"1400 Main St., Kansas City, MISSOURI",39.096868563954,-94.583907236617,MO,FALSE
74001074,NA,Standard Theatre,MISSOURI,Jackson,Kansas City,300 W. 12th St.,Listed,Single,FALSE,9.9,ARCHITECTURE; SOCIAL HISTORY; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/63819124,FALSE,FALSE,TRUE,FALSE,FALSE,6/5/74,NA,"Century Theatre, Shubert's Missouri, Folly Theater",NA,74001074,"300 W. 12th St., Kansas City, MISSOURI",39.100370439282,-94.587274917675,MO,FALSE
79001374,NA,Uptown Building and Theatre,MISSOURI,Jackson,Kansas City,3700--3712 Broadway,Listed,Single,FALSE,0.6,COMMERCE; ART; SOCIAL HISTORY; INVENTION; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/63819166,FALSE,FALSE,FALSE,TRUE,FALSE,6/27/79,NA,"The Uptown, Uptown Theatre Building",NA,79001374,"3700--3712 Broadway, Kansas City, MISSOURI",39.06068527096,-94.591070662528,MO,FALSE
90001100,NA,Fox Theater,MISSOURI,Jasper,Joplin,415 S. Main St.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/63819529,FALSE,FALSE,FALSE,TRUE,FALSE,7/30/90,NA,Central Assembly Christian Life Center,NA,90001100,"415 S. Main St., Joplin, MISSOURI",37.086969654582,-94.512967334368,MO,FALSE
100009101,SG,Uptown Theatre,MISSOURI,Linn,Marceline,104 North Main St. U.S.A. (North Kansas Ave.),Listed,Single,FALSE,0.9,ARCHITECTURE; ENTERTAINMENT/RECREATION,building,NA,FALSE,FALSE,FALSE,TRUE,FALSE,7/3/23,NA,Dickinson Theatre; Cantwell Theatre,NA,100009101,"104 North Main St. U.S.A. (North Kansas Ave.), Marceline, MISSOURI",38.58969758199,-93.855790083229,MO,FALSE
100004271,SG,McCutchen Theatre,MISSOURI,Mississippi,Charleston,106 E. Commercial St.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION; ARCHITECTURE,building,NA,FALSE,FALSE,FALSE,TRUE,FALSE,8/6/19,NA,NA,NA,100004271,"106 E. Commercial St., Charleston, MISSOURI",36.923691228462,-89.349573659408,MO,FALSE
06001134,NA,Community Theater,MISSOURI,Phelps,Newburg,117 First St.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION,BUILDING,https://catalog.archives.gov/id/63819951,FALSE,FALSE,FALSE,TRUE,FALSE,12/20/06,NA,Lyric Theater; Newburg Theater; Regional Opera Company,NA,06001134,"117 First St., Newburg, MISSOURI",37.912686820101,-91.901409463911,MO,FALSE
83001039,NA,Ambassador Theater Building,MISSOURI,St. Louis,St. Louis (Independent City),411 N. 7th St.,Listed,Single,FALSE,0.9,ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/63820605,FALSE,FALSE,TRUE,FALSE,FALSE,3/29/83,NA,NA,NA,83001039,"411 N. 7th St., St. Louis (Independent City), MISSOURI",38.629349555238,-90.190953904553,MO,FALSE
85000617,NA,American Theater,MISSOURI,St. Louis,St. Louis (Independent City),416 N. 9th St.,Listed,Single,FALSE,0.9,ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/63820479,FALSE,TRUE,FALSE,FALSE,FALSE,3/18/85,NA,NA,NA,85000617,"416 N. 9th St., St. Louis (Independent City), MISSOURI",38.630049153524,-90.192703264855,MO,FALSE
05000811,NA,Beverly Theater,MISSOURI,St. Louis,University City,7740 Olive Blvd.,Listed,Single,FALSE,0.9,ARCHITECTURE; ENTERTAINMENT/RECREATION,BUILDING,https://catalog.archives.gov/id/63820344,FALSE,FALSE,FALSE,TRUE,FALSE,8/4/05,NA,NA,NA,05000811,"7740 Olive Blvd., University City, MISSOURI",38.67195967523,-90.337351444334,MO,FALSE
76002261,NA,Fox Theater,MISSOURI,St. Louis,St. Louis (Independent City),527 N. Grand Blvd.,Listed,Single,FALSE,1.3,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/63820893,FALSE,TRUE,FALSE,FALSE,FALSE,10/8/76,NA,NA,NA,76002261,"527 N. Grand Blvd., St. Louis (Independent City), MISSOURI",38.639130987525,-90.232282024916,MO,FALSE
01000545,NA,St. Louis Theatre,MISSOURI,St. Louis,St. Louis (Independent City),718 N. Grand Blvd.,Listed,Single,FALSE,0.9,ARCHITECTURE; ENTERTAINMENT/RECREATION,BUILDING,https://catalog.archives.gov/id/63820819,FALSE,FALSE,FALSE,TRUE,FALSE,5/25/01,NA,Powell Symphony Hall,NA,01000545,"718 N. Grand Blvd., St. Louis (Independent City), MISSOURI",38.640131786764,-90.22998337179,MO,FALSE
82003162,NA,Washoe Theater,MONTANA,Deer Lodge,Anaconda,305 Main St.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/71975844,FALSE,FALSE,TRUE,FALSE,FALSE,4/30/82,NA,NA,NA,82003162,"305 Main St., Anaconda, MONTANA",46.127801270284,-112.953065472167,MT,FALSE
82003169,NA,Ruby Theatre,MONTANA,Gallatin,Three Forks,212 Main St.,Listed,Single,FALSE,0.2,EXPLORATION/SETTLEMENT; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/71976030,FALSE,FALSE,FALSE,TRUE,FALSE,4/30/82,NA,NA,NA,82003169,"212 Main St., Three Forks, MONTANA",45.892601527291,-111.55245015637,MT,FALSE
79001407,NA,Wilma Theatre,MONTANA,Missoula,Missoula,104 S. Higgins Ave.,Listed,Single,FALSE,0.6,ARCHITECTURE; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/71976372,FALSE,TRUE,FALSE,FALSE,FALSE,12/31/79,NA,Smead Simons Building,NA,79001407,"104 S. Higgins Ave., Missoula, MONTANA",46.869969428055,-113.995284997352,MT,FALSE
98000124,NA,Rialto Theater,MONTANA,Powell,Dear Lodge,418 Main St.,Listed,Single,FALSE,0.9,SOCIAL HISTORY; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/71976484,FALSE,FALSE,FALSE,TRUE,FALSE,2/19/98,NA,NA,NA,98000124,"418 Main St., Dear Lodge, MONTANA",46.398222714848,-112.735759184107,MT,FALSE
93001447,NA,Yucca Theatre,MONTANA,Treasure,Hysham,520 Division St.,Listed,Single,FALSE,0.9,ARCHITECTURE; POLITICS/GOVERNMENT,BUILDING,https://catalog.archives.gov/id/71976639,FALSE,FALSE,TRUE,TRUE,FALSE,1/7/94,NA,Manning Residence/24TE,NA,93001447,"520 Division St., Hysham, MONTANA",46.2922183081,-107.232368784101,MT,FALSE
83001077,NA,Fort Peck Theatre,MONTANA,Valley,Fort Peck,Missouri Ave.,Listed,Single,FALSE,1.2,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/71976643,FALSE,FALSE,TRUE,FALSE,FALSE,6/27/83,NA,Fort Peck Summer Theatre,NA,83001077,"Missouri Ave., Fort Peck, MONTANA",48.000871661204,-106.459071351331,MT,FALSE
13000153,NA,Babcock Theatre Building,MONTANA,Yellowstone,Billings,114-124 N. 28th & 2808-2812 2nd Aves.,Listed,Single,FALSE,0.9,ARCHITECTURE; ENTERTAINMENT/RECREATION; COMMERCE,BUILDING,NA,FALSE,FALSE,FALSE,TRUE,FALSE,4/9/13,NA,NA,NA,13000153,"114-124 N. 28th & 2808-2812 2nd Aves., Billings, MONTANA",45.782935994576,-108.506606988845,MT,FALSE
06000607,NA,Fort Theater,NEBRASKA,Buffalo,Kearney,2205 Central Ave.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION,BUILDING,https://catalog.archives.gov/id/73920127,FALSE,FALSE,FALSE,TRUE,FALSE,7/12/06,NA,BF05-176,NA,06000607,"2205 Central Ave., Kearney, NEBRASKA",40.69795699357,-99.081289469768,NE,FALSE
09000903,NA,Masonic Temple and World Theater Building,NEBRASKA,Buffalo,Kearney,2318 Central Ave.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION; SOCIAL HISTORY,BUILDING,https://catalog.archives.gov/id/73920129,FALSE,FALSE,FALSE,TRUE,FALSE,11/10/09,NA,BF05-471,NA,09000903,"2318 Central Ave., Kearney, NEBRASKA",40.699149989849,-99.081918028687,NE,FALSE
88000930,NA,Army Theatre,NEBRASKA,Dawes,Crawford,Fort Robinson State Park,Listed,Multiple,FALSE,0.9,ENTERTAINMENT/RECREATION; SOCIAL HISTORY; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/73919601,FALSE,FALSE,TRUE,FALSE,FALSE,7/7/88,NA,Trailside Museum;NeHBS #DW07-147;See Also:Fort Robinson and,NA,88000930,"Fort Robinson State Park, Crawford, NEBRASKA",42.6688538,-103.4646913,NE,FALSE
74001108,NA,Astro Theater,NEBRASKA,Douglas,Omaha,2001 Farnam St.,Listed,Single,FALSE,0.3,ARCHITECTURE; SOCIAL HISTORY,BUILDING,https://catalog.archives.gov/id/73920582,FALSE,FALSE,TRUE,FALSE,FALSE,8/13/74,NA,Riviera Theater,NA,74001108,"2001 Farnam St., Omaha, NEBRASKA",41.257509128776,-95.942471165183,NE,FALSE
73001061,MP,City National Bank Building and Creighton Orpheum Theater,NEBRASKA,Douglas,Omaha,16th and Harney Sts.,Listed,Multiple,FALSE,0.9,PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/73919630,FALSE,FALSE,TRUE,FALSE,FALSE,3/26/73,NA,Creighton Theatre;Creighton Orpheum Theatre;NeHBS D009:123-2,NA,73001061,"16th and Harney Sts., Omaha, NEBRASKA",41.256546006192,-95.937195008591,NE,FALSE
100006190,MP,Zorn Theatre,NEBRASKA,Dundy,Benkelman,706 Chief St.,Listed,Multiple,FALSE,0.9,ARCHITECTURE; ENTERTAINMENT/RECREATION; SOCIAL HISTORY,building,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2/25/21,NA,Benkelman Cultural Arts Center; DN01-092,NA,100006190,"706 Chief St., Benkelman, NEBRASKA",40.0505040074,-101.532662967934,NE,FALSE
85000957,NA,Fox Theatre,NEBRASKA,Lincoln,North Platte,301 E. 5th,Listed,Single,FALSE,0.9,ARCHITECTURE; SOCIAL HISTORY,BUILDING,https://catalog.archives.gov/id/73921083,FALSE,FALSE,TRUE,FALSE,FALSE,5/9/85,NA,Neville Center for the Performing Arts,NA,85000957,"301 E. 5th, North Platte, NEBRASKA",41.137364018307,-100.760230021905,NE,FALSE
13000677,NA,Grand Theater,NEBRASKA,Madison,Norfolk,120 S. 3rd St.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,NA,FALSE,FALSE,FALSE,TRUE,FALSE,9/4/13,NA,"Rialto Theater, Cinema Theater (MD06-517)",NA,13000677,"120 S. 3rd St., Norfolk, NEBRASKA",42.031818992473,-97.410631998168,NE,FALSE
88000942,NA,Gehling's Theatre,NEBRASKA,Richardson,Falls City,1592 Stone St.,Listed,Multiple,FALSE,0.9,ENTERTAINMENT/RECREATION; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/73919850,FALSE,FALSE,TRUE,FALSE,FALSE,9/28/88,NA,NeHBS #RH03-76;OHBIN #11-29-04,NA,88000942,"1592 Stone St., Falls City, NEBRASKA",40.060652463202,-95.60290259277,NE,FALSE
97000728,NA,Midwest Theater,NEBRASKA,Scotts Bluff,Scottsbluff,1707 Broadway,Listed,Single,FALSE,0.9,ARCHITECTURE; ENTERTAINMENT/RECREATION,BUILDING,https://catalog.archives.gov/id/73921403,FALSE,FALSE,FALSE,TRUE,FALSE,7/3/97,NA,NeHBS #SF11-10,NA,97000728,"1707 Broadway, Scottsbluff, NEBRASKA",41.863611378643,-103.662527447409,NE,TRUE
93000686,NA,Huntridge Theater,NEVADA,Clark,Las Vegas,1208 E. Charleston Blvd.,Listed,Single,FALSE,2,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/63816484,FALSE,FALSE,FALSE,TRUE,FALSE,7/22/93,NA,Huntridge Performing Arts Theater,NA,93000686,"1208 E. Charleston Blvd., Las Vegas, NEVADA",36.158134628161,-115.136232653231,NV,FALSE
100009942,SG,Gem Theater,NEVADA,Lincoln,Pioche,648 Main Street,Listed,Single,FALSE,0.16,ENTERTAINMENT/RECREATION,building,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2/7/24,NA,NA,NA,100009942,"648 Main Street, Pioche, NEVADA",37.930039371331,-114.451050960669,NV,TRUE
04001528,NA,Pioneer Theater-Auditorium,NEVADA,Washoe,Reno,100 S. Virginia St.,Listed,Single,FALSE,1.1,PERFORMING ARTS; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/63816797,FALSE,FALSE,FALSE,TRUE,FALSE,1/19/05,NA,Pioneer Center for the Performing Arts,NA,04001528,"100 S. Virginia St., Reno, NEVADA",39.524249401653,-119.811499407427,NV,FALSE
93000692,NA,Capital Theater,NEVADA,White Pine,Ely,460 Aultman St.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/63816859,FALSE,FALSE,FALSE,TRUE,FALSE,8/5/93,NA,NA,NA,93000692,"460 Aultman St., Ely, NEVADA",39.248058942108,-114.893328944864,NV,FALSE
93000691,NA,Central Theater,NEVADA,White Pine,Ely,145 W. 15th Ave.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/63816853,FALSE,FALSE,FALSE,TRUE,FALSE,8/5/93,NA,NA,NA,93000691,"145 W. 15th Ave., Ely, NEVADA",39.251020019525,-114.883234964164,NV,FALSE
100005742,SG,Colonial Theatre Complex,NEW HAMPSHIRE,Belknap,Laconia,609-621 Main St. and 21-31 Canal St.,Listed,Single,FALSE,0.48,ARCHITECTURE; ART; ENTERTAINMENT/RECREATION; COMMERCE; PERFORMING ARTS; SOCIAL HISTORY,building,NA,FALSE,FALSE,FALSE,TRUE,FALSE,11/5/20,NA,NA,NA,100005742,"609-621 Main St. and 21-31 Canal St., Laconia, NEW HAMPSHIRE",43.528325913254,-71.470301035545,NH,FALSE
82003269,NA,Collingswood Theatre,NEW JERSEY,Camden,Collingswood,843 Haddon Ave.,Listed,Single,FALSE,0.5,ARCHITECTURE; PERFORMING ARTS,BUILDING,NA,FALSE,FALSE,FALSE,TRUE,FALSE,6/3/82,NA,NA,NA,82003269,"843 Haddon Ave., Collingswood, NEW JERSEY",39.915223849501,-75.065138408255,NJ,FALSE
02001625,NA,Ritz Theatre,NEW JERSEY,Camden,Haddon,915 White Horse Pike,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION; ARCHITECTURE; COMMUNITY PLANNING AND DEVELOPMENT,BUILDING,NA,FALSE,FALSE,FALSE,TRUE,FALSE,12/26/02,NA,NA,NA,02001625,"915 White Horse Pike, Haddon, NEW JERSEY",39.892465589681,-75.066961211879,NJ,FALSE
10000834,NA,Westmont Theatre,NEW JERSEY,Camden,Haddon Township,49 Haddon Ave,Listed,Single,FALSE,0.8,ENTERTAINMENT/RECREATION; COMMUNITY PLANNING AND DEVELOPMENT,BUILDING,NA,FALSE,FALSE,FALSE,TRUE,FALSE,10/14/10,NA,NA,NA,10000834,"49 Haddon Ave, Haddon Township, NEW JERSEY",39.912416972179,-75.053797157041,NJ,FALSE
00001405,NA,Landis Theatre-Mori Brothers Building,NEW JERSEY,Cumberland,Vineland,830-834 Landis Ave.,Listed,Single,FALSE,1,ARCHITECTURE; ENGINEERING; ENTERTAINMENT/RECREATION,BUILDING,NA,FALSE,FALSE,FALSE,TRUE,FALSE,11/22/00,NA,NA,NA,00001405,"830-834 Landis Ave., Vineland, NEW JERSEY",39.487047778663,-75.043160619075,NJ,FALSE
86001957,NA,Stanley Theater,NEW JERSEY,Essex,Newark,985 S. Orange Ave.,Listed,Single,FALSE,0.5,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,NA,FALSE,FALSE,FALSE,TRUE,FALSE,8/28/86,NA,"""Casa Italiana"" Father Vincent Monella Center of Italian Cul",NA,86001957,"985 S. Orange Ave., Newark, NEW JERSEY",40.746594202121,-74.228976477975,NJ,FALSE
100007648,SG,Loew’s Jersey Theatre,NEW JERSEY,Hudson,Jersey City,54 Journal Sq.,Listed,Single,FALSE,0.85,ARCHITECTURE,building,NA,FALSE,FALSE,TRUE,FALSE,FALSE,4/25/22,NA,NA,NA,100007648,"54 Journal Sq., Jersey City, NEW JERSEY",40.732287341138,-74.064615319513,NJ,FALSE
09001100,NA,"Carlton, Theatre, The",NEW JERSEY,Monmouth,Red Bank Borough,99 Monmouth St.,Listed,Single,FALSE,0.9,ARCHITECTURE,BUILDING,NA,FALSE,FALSE,FALSE,TRUE,FALSE,12/18/09,NA,The Count Basie Theatre,NA,09001100,"99 Monmouth St., Red Bank Borough, NEW JERSEY",40.348916021338,-74.070179645936,NJ,FALSE
