Ref#,Prefix,Property Name,State,County,City,Street & Number,Status,Request Type,Restricted Address,Acreage of Property,Area of Significance,Category of Property,External Link,Level of Significance - International,Level of Significance - National,Level of Significance - State,Level of Significance - Local,Level of Significance - Not Indicated,Listed Date,NHL Designated Date,Other Names,Park Name,Property ID,Address,latitude,longitude,state,LHAT_member
08000301,NA,Colonial Fox Theatre,KANSAS,Crawford,Pittsburg,409 N. Broadway,Listed,Multiple,FALSE,0.9,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,NA,FALSE,FALSE,FALSE,TRUE,FALSE,4/16/08,NA,037-4460-0078,NA,08000301,"409 N. Broadway, Pittsburg, KANSAS",37.411457014927,-94.705292030566,KS,TRUE
05000006,NA,Palace Theater,KANSAS,Edwards,Kinsley,222 E. 6th St.,Listed,Multiple,FALSE,0.9,ARCHITECTURE; ENTERTAINMENT/RECREATION,BUILDING,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2/9/05,NA,NA,NA,05000006,"222 E. 6th St., Kinsley, KANSAS",37.923046894336,-99.410107508027,KS,FALSE
05000008,NA,Northup Theater,KANSAS,Hamilton,Syracuse,116 N. Main St.,Listed,Multiple,FALSE,0.9,ARCHITECTURE; ENTERTAINMENT/RECREATION,BUILDING,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2/9/05,NA,NA,NA,05000008,"116 N. Main St., Syracuse, KANSAS",37.981389424755,-101.752544092831,KS,FALSE
91000464,NA,Anthony Theater,KANSAS,Harper,Anthony,220 W. Main St.,Listed,Single,FALSE,0.9,ARCHITECTURE,BUILDING,NA,FALSE,FALSE,FALSE,TRUE,FALSE,4/18/91,NA,NA,NA,91000464,"220 W. Main St., Anthony, KANSAS",37.152153618942,-98.032348084562,KS,FALSE
05000009,NA,Overland Theater,KANSAS,Johnson,Overland Park,7204 W. 80th St.,Listed,Multiple,FALSE,0.9,ARCHITECTURE; ENTERTAINMENT/RECREATION,BUILDING,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2/9/05,NA,Rio Theater; Kimo South; Park Cinema; Theatre for Young America,NA,05000009,"7204 W. 80th St., Overland Park, KANSAS",38.984166751143,-94.66927859684,KS,FALSE
90001575,NA,Hollywood Theater,KANSAS,Leavenworth,Leavenworth,401 Delaware St.,Listed,Single,FALSE,0.9,ARCHITECTURE,BUILDING,NA,FALSE,FALSE,FALSE,TRUE,FALSE,10/25/90,NA,NA,NA,90001575,"401 Delaware St., Leavenworth, KANSAS",39.318010620455,-94.91393428059,KS,FALSE
85000693,NA,Granada Theater,KANSAS,Lyon,Emporia,809 Commercial,Listed,Single,FALSE,0.9,ARCHITECTURE,BUILDING,NA,FALSE,FALSE,FALSE,TRUE,FALSE,4/4/85,NA,Fox Theater,NA,85000693,"809 Commercial, Emporia, KANSAS",38.407784215365,-96.180427864278,KS,FALSE
88001903,NA,Booth Theater,KANSAS,Montgomery,Independence,119 W. Myrtle St.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,NA,FALSE,FALSE,FALSE,TRUE,FALSE,10/13/88,NA,NA,NA,88001903,"119 W. Myrtle St., Independence, KANSAS",37.224083467025,-95.707713503254,KS,FALSE
05000007,NA,Midland Theater,KANSAS,Montgomery,Coffeyville,212-214 W. 8th St.,Listed,Multiple,FALSE,0.9,ARCHITECTURE; ENTERTAINMENT/RECREATION,BUILDING,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2/9/05,NA,New Tackett Theater; Fox Midland Theater,NA,05000007,"212-214 W. 8th St., Coffeyville, KANSAS",37.036403979657,-95.617995036588,KS,FALSE
89001391,NA,Fox Theater,KANSAS,Reno,Hutchinson,18 E. First,Listed,Single,FALSE,0.9,ARCHITECTURE,BUILDING,NA,FALSE,FALSE,FALSE,TRUE,FALSE,9/7/89,NA,NA,NA,89001391,"18 E. First, Hutchinson, KANSAS",38.053713346857,-97.930950540086,KS,FALSE
06000112,NA,Dream Theater,KANSAS,Russell,Russell,629 N. Main St.,Listed,Multiple,FALSE,0.9,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,NA,FALSE,FALSE,FALSE,TRUE,FALSE,3/8/06,NA,167-4820-0015,NA,06000112,"629 N. Main St., Russell, KANSAS",38.891804255029,-98.859548400556,KS,FALSE
88001171,NA,Fox-Watson Theater Building,KANSAS,Saline,Salina,155 S. Santa Fe Ave.,Listed,Single,FALSE,0.9,ARCHITECTURE,BUILDING,NA,FALSE,FALSE,FALSE,TRUE,FALSE,8/4/88,NA,Watson Theater Building,NA,88001171,"155 S. Santa Fe Ave., Salina, KANSAS",38.839131935805,-97.60906294741,KS,FALSE
08000615,NA,Dunbar Theatre,KANSAS,Sedgwick,Wichita,1007 N. Cleveland,Listed,Multiple,FALSE,0.9,ARCHITECTURE; ENTERTAINMENT/RECREATION; PERFORMING ARTS; SOCIAL HISTORY; COMMERCE; BLACK,BUILDING,NA,FALSE,FALSE,FALSE,TRUE,FALSE,7/2/08,NA,Dunbar Theatre,NA,08000615,"1007 N. Cleveland, Wichita, KANSAS",37.701176492358,-97.322163859998,KS,FALSE
80001473,NA,Orpheum Theater and Office Building,KANSAS,Sedgwick,Wichita,200 N. Broadway St.,Listed,Single,FALSE,1,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,NA,FALSE,FALSE,FALSE,TRUE,FALSE,11/28/80,NA,NA,NA,80001473,"200 N. Broadway St., Wichita, KANSAS",37.688289609593,-97.335381115477,KS,FALSE
82002675,NA,"Jayhawk Hotel, Theater and Walk",KANSAS,Shawnee,Topeka,700 Jackson Ave.,Listed,Single,FALSE,0.6,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,NA,FALSE,FALSE,TRUE,FALSE,FALSE,3/11/82,NA,Jayhawk Theater and Jayhawk Walk;The Jayhawk Complex,NA,82002675,"700 Jackson Ave., Topeka, KANSAS",39.050306798448,-95.675049142761,KS,FALSE
05000004,NA,Granada Theater,KANSAS,Wyandotte,Kansas City,1013-1019 Minnesota Ave.,Listed,Multiple,FALSE,0.9,ARCHITECTURE; ENTERTAINMENT/RECREATION,BUILDING,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2/9/05,NA,NA,NA,05000004,"1013-1019 Minnesota Ave., Kansas City, KANSAS",39.11537630908,-94.636085505893,KS,FALSE
75000736,NA,Paramount Theatre,KENTUCKY,Boyd,Ashland,1304 Winchester Ave.,Listed,Multiple,FALSE,0.9,ENTERTAINMENT/RECREATION; ARCHITECTURE; INVENTION,BUILDING,https://catalog.archives.gov/id/123845792,FALSE,FALSE,TRUE,FALSE,FALSE,6/30/75,NA,The Paramount Arts Center,NA,75000736,"1304 Winchester Ave., Ashland, KENTUCKY",38.480001980662,-82.642975972333,KY,FALSE
15000081,NA,Marianne Theater,KENTUCKY,Campbell,Bellevue,609 Fairfield Ave.,Listed,Single,FALSE,0.9,ARCHITECTURE,BUILDING,NA,FALSE,FALSE,FALSE,TRUE,FALSE,3/17/15,NA,CP-B-6,NA,15000081,"609 Fairfield Ave., Bellevue, KENTUCKY",39.108247668067,-84.481133708954,KY,FALSE
98001492,NA,State Theatre,KENTUCKY,Hardin,Elizabethtown,205 W. Dixie Ave.,Listed,Single,FALSE,0.3,ARCHITECTURE; ENTERTAINMENT/RECREATION,BUILDING,https://catalog.archives.gov/id/123850285,FALSE,FALSE,FALSE,TRUE,FALSE,12/10/98,NA,HD-E-278,NA,98001492,"205 W. Dixie Ave., Elizabethtown, KENTUCKY",37.694279108054,-85.859785455214,KY,FALSE
78001346,NA,Brown Hotel Building and Theater,KENTUCKY,Jefferson,Louisville,675 River City Mall,Listed,Single,FALSE,1.5,COMMERCE; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/123850458,FALSE,TRUE,FALSE,FALSE,FALSE,2/17/78,NA,The J. Graham Brown Education Center &amp; Macauley's Theatre,NA,78001346,"675 River City Mall, Louisville, KENTUCKY",38.246827340271,-85.758185100182,KY,FALSE
83002686,NA,Ideal Theatre,KENTUCKY,Jefferson,Louisville,2315-19 W. Market St.,Listed,Multiple,FALSE,0.9,ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/123847190,FALSE,FALSE,FALSE,TRUE,FALSE,9/8/83,NA,NA,NA,83002686,"2315-19 W. Market St., Louisville, KENTUCKY",38.259349804492,-85.788763494132,KY,FALSE
78001361,NA,Loew's and United Artists State Theatre,KENTUCKY,Jefferson,Louisville,625 S. 4th St.,Listed,Single,FALSE,0.5,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/123850644,FALSE,FALSE,TRUE,FALSE,FALSE,3/28/78,NA,Penthouse &amp; United Artists' Theatre,NA,78001361,"625 S. 4th St., Louisville, KENTUCKY",38.247966425609,-85.757892441823,KY,FALSE
82002726,NA,Theater Building,KENTUCKY,Jefferson,Louisville,625--33 S. 4th Ave.,Listed,Single,FALSE,0.2,ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/123850827,FALSE,FALSE,FALSE,TRUE,FALSE,8/12/82,NA,NA,NA,82002726,"625--33 S. 4th Ave., Louisville, KENTUCKY",38.247966425609,-85.757892441823,KY,FALSE
78001370,NA,Walnut Street Theater,KENTUCKY,Jefferson,Louisville,416 W. Walnut St.,Listed,Single,FALSE,0.3,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/123850859,FALSE,FALSE,FALSE,TRUE,FALSE,9/1/78,NA,NA,NA,78001370,"416 W. Walnut St., Louisville, KENTUCKY",38.251184640165,-85.758381710358,KY,FALSE
13000111,NA,"Ludlow Theater, The",KENTUCKY,Kenton,Ludlow,322-326 Elm St.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION,BUILDING,NA,FALSE,FALSE,FALSE,TRUE,FALSE,3/27/13,NA,KE-L-115,NA,13000111,"322-326 Elm St., Ludlow, KENTUCKY",39.093636921185,-84.549395928415,KY,FALSE
06000216,NA,Russell Theatre,KENTUCKY,Mason,Maysville,9 E. Third St.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION,BUILDING,https://catalog.archives.gov/id/123851301,FALSE,FALSE,FALSE,TRUE,FALSE,3/31/06,NA,MSM-97,NA,06000216,"9 E. Third St., Maysville, KENTUCKY",38.64686798707,-83.764440502862,KY,FALSE
04001255,NA,Lane Theater,KENTUCKY,Whitley,Williamsburg,510 Main St.,Listed,Single,FALSE,5,ENTERTAINMENT/RECREATION,BUILDING,https://catalog.archives.gov/id/123852090,FALSE,FALSE,FALSE,TRUE,FALSE,11/26/04,NA,WH-W-28,NA,04001255,"510 Main St., Williamsburg, KENTUCKY",36.74126162042,-84.162050915957,KY,FALSE
79001052,NA,Bailey Theatre,LOUISIANA,Avoyelles,Bunkie,Oak St.,Listed,Single,FALSE,0.9,ARCHITECTURE; SOCIAL HISTORY,BUILDING,https://catalog.archives.gov/id/73973002,FALSE,FALSE,FALSE,TRUE,FALSE,7/26/79,NA,NA,NA,79001052,"Oak St., Bunkie, LOUISIANA",30.956954596323,-92.181421649521,LA,FALSE
77000668,NA,Strand Theatre,LOUISIANA,Caddo,Shreveport,630 Crockett,Listed,Single,FALSE,0.9,ARCHITECTURE; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/73973167,FALSE,FALSE,FALSE,TRUE,FALSE,5/26/77,NA,NA,NA,77000668,"630 Crockett, Shreveport, LOUISIANA",32.510205266303,-93.749972998048,LA,FALSE
10000980,NA,Lincoln Theater,LOUISIANA,East Baton Rouge,East Baton Rouge,1305 Myrtle Walk,Listed,Single,FALSE,0.9,BLACK; ENTERTAINMENT/RECREATION,BUILDING,https://catalog.archives.gov/id/73973533,FALSE,FALSE,FALSE,TRUE,FALSE,12/7/10,NA,NA,NA,10000980,"1305 Myrtle Walk, East Baton Rouge, LOUISIANA",30.438589062746,-91.175239594269,LA,FALSE
99000234,NA,Evangeline Theater,LOUISIANA,Iberia,New Iberia,129 E. Main St.,Listed,Single,FALSE,0.9,ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/73973676,FALSE,FALSE,TRUE,FALSE,FALSE,2/18/99,NA,Sliman Theatre for the Performing Arts,NA,99000234,"129 E. Main St., New Iberia, LOUISIANA",30.005319979976,-91.817289018918,LA,FALSE
08000731,NA,Palace Theatre,LOUISIANA,Jackson,Jonesboro,125 Jimmy Davis Blvd.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/73973760,FALSE,FALSE,FALSE,TRUE,FALSE,7/30/08,NA,NA,NA,08000731,"125 Jimmy Davis Blvd., Jonesboro, LOUISIANA",32.240955678758,-92.714859306572,LA,FALSE
98001360,NA,Strand Theatre,LOUISIANA,Jefferson Davis,Jennings,432 N. Main St.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION,BUILDING,https://catalog.archives.gov/id/73973830,FALSE,FALSE,FALSE,TRUE,FALSE,11/12/98,NA,NA,NA,98001360,"432 N. Main St., Jennings, LOUISIANA",30.223865993425,-92.657832974874,LA,FALSE
86000428,NA,Grand Theatre,LOUISIANA,Lafourche,Thibodaux,401 Green St.,Listed,Multiple,FALSE,0.3,ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/73972629,FALSE,FALSE,FALSE,TRUE,FALSE,3/5/86,NA,NA,NA,86000428,"401 Green St., Thibodaux, LOUISIANA",29.796933516613,-90.819912888034,LA,FALSE
93001105,NA,Dixie Theatre,LOUISIANA,Lincoln,Ruston,206 N. Vienna St.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION,BUILDING,https://catalog.archives.gov/id/73973956,FALSE,FALSE,FALSE,TRUE,FALSE,10/14/93,NA,NA,NA,93001105,"206 N. Vienna St., Ruston, LOUISIANA",32.530034041279,-92.637676593213,LA,FALSE
100011577,SG,Gem Theater,LOUISIANA,Lincoln,Dubach,120 East Hico Street,Listed,Single,FALSE,1,ENTERTAINMENT/RECREATION; ETHNIC HERITAGE-BLACK,building,NA,FALSE,FALSE,FALSE,TRUE,FALSE,3/27/25,NA,Wahoo Theater; Joy Theater,NA,100011577,"120 East Hico Street, Dubach, LOUISIANA",32.698862879862,-92.655862976171,LA,FALSE
87001474,NA,Rose Theatre,LOUISIANA,Morehouse,Bastrop,US 165,Listed,Single,FALSE,0.2,ENTERTAINMENT/RECREATION,BUILDING,https://catalog.archives.gov/id/73974026,FALSE,FALSE,FALSE,TRUE,FALSE,9/8/87,NA,NA,NA,87001474,"US 165, Bastrop, LOUISIANA",32.760901682899,-91.958525763805,LA,FALSE
98001078,NA,Carver Theater,LOUISIANA,Orleans,New Orleans,2101 Orleans Ave.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION; BLACK,BUILDING,https://catalog.archives.gov/id/73974314,FALSE,FALSE,FALSE,TRUE,FALSE,8/20/98,NA,NA,NA,98001078,"2101 Orleans Ave., New Orleans, LOUISIANA",29.967108182594,-90.076666376589,LA,FALSE
15001002,NA,Gem Theater,LOUISIANA,Orleans,New Orleans,3940 Thalia St.,Listed,Single,FALSE,0.9,BLACK,BUILDING,NA,FALSE,FALSE,FALSE,TRUE,FALSE,1/26/16,NA,NA,NA,15001002,"3940 Thalia St., New Orleans, LOUISIANA",29.952206541762,-90.097472188108,LA,FALSE
02001161,NA,Iroquois Theater,LOUISIANA,Orleans,New Orleans,413-415 S. Rampart St.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION; BLACK,BUILDING,https://catalog.archives.gov/id/73974316,FALSE,FALSE,FALSE,TRUE,FALSE,1/14/03,NA,NA,NA,02001161,"413-415 S. Rampart St., New Orleans, LOUISIANA",29.951531295642,-90.074961497483,LA,FALSE
82002787,NA,Orpheum Theatre,LOUISIANA,Orleans,New Orleans,125--129 University Pl.,Listed,Single,FALSE,0.3,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/73974282,FALSE,FALSE,TRUE,FALSE,FALSE,8/11/82,NA,NA,NA,82002787,"125--129 University Pl., New Orleans, LOUISIANA",29.954399588238,-90.072607528168,LA,FALSE
77000676,NA,Saenger Theatre,LOUISIANA,Orleans,New Orleans,1111 Canal St.,Listed,Single,FALSE,1.5,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/73974284,FALSE,TRUE,TRUE,FALSE,FALSE,11/25/77,NA,See Also:  Saenger Theatre (Boundary Increase); 85000794 &amp; 85003592 (OO),NA,77000676,"1111 Canal St., New Orleans, LOUISIANA",29.956062762046,-90.07284783296,LA,FALSE
85000794,NA,Saenger Theatre (Boundary Increase),LOUISIANA,Orleans,New Orleans,1101-1111 Canal St.,Listed,Single,FALSE,0.1,ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/73974192,FALSE,FALSE,TRUE,FALSE,FALSE,4/1/85,NA,See Also:Saenger Theatre,NA,85000794,"1101-1111 Canal St., New Orleans, LOUISIANA",29.956062762046,-90.07284783296,LA,FALSE
87000177,NA,Liberty Theatre,LOUISIANA,St. Landry,Eunice,200 W. Park Ave.,Listed,Single,FALSE,0.2,ENTERTAINMENT/RECREATION,BUILDING,https://catalog.archives.gov/id/73974762,FALSE,FALSE,FALSE,TRUE,FALSE,2/19/87,NA,Liberty Center for the Performing Arts,NA,87000177,"200 W. Park Ave., Eunice, LOUISIANA",30.492907453829,-92.416921918157,LA,FALSE
97000966,NA,Arcade Theater,LOUISIANA,St. Tammany,Slidell,2247-2251 Carey St.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION,BUILDING,https://catalog.archives.gov/id/73974910,FALSE,FALSE,FALSE,TRUE,FALSE,8/29/97,NA,NA,NA,97000966,"2247-2251 Carey St., Slidell, LOUISIANA",30.273428019264,-89.78385196523,LA,FALSE
13001130,NA,Fiske Theatre,LOUISIANA,West Carroll,Oak Grove,306 E. Main St.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,NA,FALSE,FALSE,FALSE,TRUE,FALSE,1/29/14,NA,NA,NA,13001130,"306 E. Main St., Oak Grove, LOUISIANA",32.861308982997,-91.387581029622,LA,FALSE
100012834,SG,Gayety Theatre,MAINE,Aroostook,Van Buren,44 Main Street,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION,building,NA,FALSE,FALSE,FALSE,TRUE,FALSE,3/20/26,NA,NA,NA,100012834,"44 Main Street, Van Buren, MAINE",47.155515554899,-67.932980148091,ME,FALSE
88003002,NA,Deertrees Theatre,MAINE,Cumberland,Harrison,Deertrees Rd.,Listed,Single,FALSE,6.5,ARCHITECTURE; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/88685598,FALSE,FALSE,FALSE,TRUE,FALSE,1/5/89,NA,NA,NA,88003002,"Deertrees Rd., Harrison, MAINE",44.116321428654,-70.667655095732,ME,FALSE
80000222,NA,Criterion Theatre,MAINE,Hancock,Bar Harbor,35 Cottage St.,Listed,Single,FALSE,0.3,ART; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/88686075,FALSE,FALSE,TRUE,FALSE,FALSE,4/23/80,NA,NA,NA,80000222,"35 Cottage St., Bar Harbor, MAINE",44.389842229146,-68.206108318738,ME,FALSE
14000834,NA,Colonial Theater,MAINE,Kennebec,Augusta,139 Water St.,Listed,Single,FALSE,0.2,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,NA,FALSE,FALSE,FALSE,TRUE,FALSE,10/8/14,NA,Colonial Theatre,NA,14000834,"139 Water St., Augusta, MAINE",44.317787491864,-69.773005540377,ME,TRUE
13000285,NA,Camden Amphitheatre and Public Library,MAINE,Knox,Camden,55 Main St.,Listed,Single,FALSE,NA,NA,DISTRICT,NA,FALSE,TRUE,FALSE,FALSE,FALSE,2/27/13,2/27/13,NA,NA,13000285,"55 Main St., Camden, MAINE",44.211584336223,-69.064552415658,ME,FALSE
04001284,NA,Strand Theatre,MAINE,Knox,Rockland,345 Main St.,Listed,Single,FALSE,0.1,ENTERTAINMENT/RECREATION,BUILDING,https://catalog.archives.gov/id/88686540,FALSE,FALSE,FALSE,TRUE,FALSE,12/2/04,NA,NA,NA,04001284,"345 Main St., Rockland, MAINE",44.103104739498,-69.108841386209,ME,FALSE
86002434,NA,Waldo Theatre,MAINE,Lincoln,Waldoboro,Main St.,Listed,Single,FALSE,1,ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/88686719,FALSE,FALSE,TRUE,FALSE,FALSE,9/11/86,NA,NA,NA,86002434,"Main St., Waldoboro, MAINE",44.095778506076996,-69.385388278009,ME,FALSE
75000111,NA,Lakewood Theater,MAINE,Somerset,Madison,NE of Madison in town of Lakewood on bank of Lake Wesserunsett,Listed,Single,FALSE,2,ENTERTAINMENT/RECREATION; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/88687290,FALSE,FALSE,TRUE,FALSE,FALSE,6/18/75,NA,NA,NA,75000111,"NE of Madison in town of Lakewood on bank of Lake Wesserunsett, Madison, MAINE",44.83145,-69.77811,ME,FALSE
100008654,SG,Ambassador Theater,MARYLAND,Baltimore,Baltimore,4604 Liberty Heights Ave.,Listed,Single,FALSE,0.9,ARCHITECTURE; ENTERTAINMENT/RECREATION,building,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2/27/23,NA,B-5337,NA,100008654,"4604 Liberty Heights Ave., Baltimore, MARYLAND",39.33147501635,-76.694781685572,MD,FALSE
99001670,NA,Hippodrome Theatre,MARYLAND,Baltimore,Baltimore (Independent City),12 N. Eutaw St.,Listed,Single,FALSE,0.4,ENTERTAINMENT/RECREATION; PERFORMING ARTS; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/106776594,FALSE,FALSE,FALSE,TRUE,FALSE,1/14/00,NA,B-2338,NA,99001670,"12 N. Eutaw St., Baltimore (Independent City), MARYLAND",39.289572289814,-76.621145827985,MD,FALSE
86000131,NA,Lyric Theatre,MARYLAND,Baltimore,Baltimore (Independent City),124 W. Mt. Royal Ave.,Listed,Single,FALSE,9,ARCHITECTURE; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/106776656,FALSE,FALSE,FALSE,TRUE,FALSE,1/23/86,NA,Baltimore Music Hall,NA,86000131,"124 W. Mt. Royal Ave., Baltimore (Independent City), MARYLAND",39.305570782387,-76.618178697707,MD,FALSE
86000131,MP,Lyric Theatre (Additional Documentation),MARYLAND,Baltimore,Baltimore (Independent City),124 W. Mt. Royal Ave.,Listed,Multiple,FALSE,9,ARCHITECTURE; PERFORMING ARTS; SOCIAL HISTORY,building,https://catalog.archives.gov/id/106776656,FALSE,FALSE,FALSE,TRUE,FALSE,9/26/24,NA,Baltimore Music Hall,NA,86000131,"124 W. Mt. Royal Ave., Baltimore (Independent City), MARYLAND",39.305570782387,-76.618178697707,MD,FALSE
89001153,NA,Senator Theatre,MARYLAND,Baltimore,Baltimore (Independent City),5904--5906 York Rd.,Listed,Single,FALSE,0.9,ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/106776788,FALSE,FALSE,FALSE,TRUE,FALSE,8/24/89,NA,NA,NA,89001153,"5904--5906 York Rd., Baltimore (Independent City), MARYLAND",39.363540070766,-76.610206857608,MD,FALSE
99000133,NA,Bethesda Theatre,MARYLAND,Montgomery,Bethesda,7719 Wisconsin Ave.,Listed,Single,FALSE,0.4,ARCHITECTURE; ENTERTAINMENT/RECREATION,BUILDING,https://catalog.archives.gov/id/106777779,FALSE,FALSE,FALSE,TRUE,FALSE,2/5/99,NA,Boro Theatre; M:35-14-4,NA,99000133,"7719 Wisconsin Ave., Bethesda, MARYLAND",38.987236623181,-77.094648255545,MD,FALSE
78001478,NA,Colonial Theatre,MARYLAND,Washington,Hagerstown,12--14 S. Potomac St.,Listed,Single,FALSE,0.9,ART; ARCHITECTURE; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/106778422,FALSE,FALSE,TRUE,FALSE,FALSE,8/2/78,NA,NA,NA,78001478,"12--14 S. Potomac St., Hagerstown, MARYLAND",39.641529577617,-77.72047609916,MD,FALSE
76001015,NA,Maryland Theatre,MARYLAND,Washington,Hagerstown,21--23 S. Potomac St.,Listed,Single,FALSE,0.9,ARCHITECTURE; SOCIAL HISTORY; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/106778504,FALSE,FALSE,TRUE,FALSE,FALSE,11/13/76,NA,NA,NA,76001015,"21--23 S. Potomac St., Hagerstown, MARYLAND",39.641506695022,-77.720944312271,MD,TRUE
96000301,NA,Mar-Va Theater,MARYLAND,Worcester,Pocomoke City,103 Market St.,Listed,Single,FALSE,0.1,ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/106778659,FALSE,FALSE,FALSE,TRUE,FALSE,3/21/96,NA,WO-363,NA,96000301,"103 Market St., Pocomoke City, MARYLAND",38.076098853758,-75.56908077354,MD,FALSE
83000591,NA,Garden Theater Block,MASSACHUSETTS,Franklin,Greenfield,361 Main St. (formerly 353-367),Listed,Single,FALSE,0.6,ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/63795131,FALSE,FALSE,FALSE,TRUE,FALSE,9/1/83,NA,NA,NA,83000591,"361 Main St. (formerly 353-367), Greenfield, MASSACHUSETTS",42.587328661507,-72.599781096261,MA,FALSE
79000348,NA,"Sanderson, Julia, Theater",MASSACHUSETTS,Hampden,Springfield,1676-1708 Main St.,Listed,Single,FALSE,0.8,COMMERCE; ARCHITECTURE; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/63795339,FALSE,FALSE,FALSE,TRUE,FALSE,5/10/79,NA,Paramount Theater,NA,79000348,"1676-1708 Main St., Springfield, MASSACHUSETTS",42.104318641175,-72.594944989586,MA,FALSE
85001025,NA,Capitol Theater Building,MASSACHUSETTS,Middlesex,Arlington,202--208 Massachusetts Ave.,Listed,Multiple,FALSE,0.9,ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/63790641,FALSE,FALSE,FALSE,TRUE,FALSE,4/18/85,NA,NA,NA,85001025,"202--208 Massachusetts Ave., Arlington, MASSACHUSETTS",42.405904043655,-71.14314822999,MA,FALSE
89002330,NA,Somerville Theatre,MASSACHUSETTS,Middlesex,Somerville,55 Davis Sq.,Listed,Multiple,FALSE,0.9,COMMUNITY PLANNING AND DEVELOPMENT; ENTERTAINMENT/RECREATION; COMMERCE; PERFORMING ARTS; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/63791353,FALSE,FALSE,FALSE,TRUE,FALSE,1/26/90,NA,Hobbs Building,NA,89002330,"55 Davis Sq., Somerville, MASSACHUSETTS",42.396641076727,-71.123001822793,MA,FALSE
89001315,NA,Wollaston Theatre,MASSACHUSETTS,Norfolk,Quincy,14 Beale St.,Listed,Multiple,FALSE,0.4,COMMUNITY PLANNING AND DEVELOPMENT; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/63792530,FALSE,FALSE,FALSE,TRUE,FALSE,9/20/89,NA,NA,NA,89001315,"14 Beale St., Quincy, MASSACHUSETTS",42.267109994901,-71.016704035465,MA,FALSE
80000445,NA,Metropolitan Theatre,MASSACHUSETTS,Suffolk,Boston,252-272 Tremont St.,Listed,Multiple,FALSE,0.9,ARCHITECTURE; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/63792751,FALSE,TRUE,TRUE,TRUE,FALSE,12/9/80,NA,Music Hall,NA,80000445,"252-272 Tremont St., Boston, MASSACHUSETTS",42.350389986462,-71.064790008154,MA,FALSE
