Post number,Subject,Body,Attachment link,Location,Latitude,Longitude,Post color,Created At (UTC),Updated At (UTC)
244,257. Murphy USA,"El Dorado, AR, USA
",http://www.murphyusa.com/,"El Dorado, AR, USA",33.20763,-92.66626739999998,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
245,"256. ONEOK Field, North Elgin Avenue, Tulsa, OK, USA","",http://www.oneok.com/,"ONEOK Field, North Elgin Avenue, Tulsa, OK, USA",36.16044139999999,-95.98901519999998,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
246,"255. Edison International, Walnut Grove Avenue, Rosemead, CA, USA","",http://www.edisoninvestor.com/,"Edison International, Walnut Grove Avenue, Rosemead, CA, USA",34.0540475,-118.08064609999997,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
247,"254. Global Partners LP, South Street, Waltham, MA, USA","",http://www.globalp.com/,"Global Partners LP, South Street, Waltham, MA, USA",42.35472480000001,-71.26247969999997,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
248,"253. Discover Financial Services, Lake Cook Road, Riverwoods, IL, USA","",http://www.discover.com/,"Discover Financial Services, Lake Cook Road, Riverwoods, IL, USA",42.1567624,-87.89010969999998,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
249,252.VF,"Greensboro, NC, USA
",http://www.vfc.com/,"Greensboro, NC, USA",36.0726354,-79.79197540000001,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
250,"251. Reinsurance Group of America Inc., Swingley Ridge Road, Chesterfield, MO, USA","",http://www.rgare.com/,"Reinsurance Group of America Inc., Swingley Ridge Road, Chesterfield, MO, USA",38.661306,-90.56653,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
251,"250. Core-Mark Holding, South San Francisco, CA, USA","",http://www.core-mark.com/,"South San Francisco, CA, USA",37.654656,-122.40774980000003,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
252,"249. Ameriprise Financial -  Minneapolis, MN, USA","",http://www.ameriprise.com/,"Ameriprise Financial - Corporate Headquarters, 2nd Avenue South, Minneapolis, MN, USA",44.975179,-93.26911910000001,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
253,"221. Viacom, Broadway, New York, NY, USA","",http://www.viacom.com/,"Viacom, Broadway, New York, NY, USA",40.7579353,-73.98618850000003,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
254,"247. State Street Corporation, Boston, MA, USA","",http://www.statestreet.com/,"State Street Corporation, Lincoln Street, Boston, MA, USA",42.35272579999999,-71.05844430000002,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
255,"246. BB and T Corp Winston-Salem, NC, USA","",http://www.bbt.com/,"Winston-Salem, NC, USA",36.09985959999999,-80.244216,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
256,"245. BJ's Wholesale Club, Westborough, MA, USA","",http://www.bjs.com/,"Westborough, MA, USA",42.2695216,-71.61612939999998,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
257,"244. Guardian Life Ins. Co. of America, New York, NY, USA","",http://www.guardianlife.com/,"New York, NY, USA",40.7127753,-74.0059728,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
258,"243. Newell Brands Hoboken, NJ, USA","",http://www.newellbrands.com/,"Newell Brands ​, River Street, Hoboken, NJ, USA",40.7386606,-74.02771710000002,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
259,"242. Henry Schein Inc, Melville, NY, USA","",http://www.henryschein.com/,"Henry Schein Inc, Melville, NY, USA",40.76776539999999,-73.41757710000002,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
260,"241. L Brands OH, USA","",http://www.lb.com/,"L Brands, Limited Parkway, Reynoldsburg, OH, USA",39.97894369999999,-82.77903500000002,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
261,"240. Salesforce.com San Francisco, CA, USA","",http://www.salesforce.com/,"Salesforce Park, Mission Street, San Francisco, CA, USA",37.7894338,-122.39649280000003,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
262,"239. ADP Roseland, Adp Boulevard, Roseland, NJ, USA","",http://www.adp.com/,"ADP Roseland, Adp Boulevard, Roseland, NJ, USA",40.8155809,-74.31007,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
263,"238. Dominion Energy Richmond, VA, USA","",http://www.dominionenergy.com/,"Dominion Energy Center, East Grace Street, Richmond, VA, USA",37.541585,-77.43703099999999,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
264,"237.  Anadarko,The Woodlands, Texas, USA","",http://www.anadarko.com/,"The Woodlands, Texas, USA",30.1658207,-95.46126249999998,White,"Sep 16, 2019 09:25am","Sep 20, 2019 05:31am"
265,"236. Alcoa Corporation, Pittsburgh, PA, USA","",http://www.alcoa.com/,"Alcoa Corporation, Isabella Street, Pittsburgh, PA, USA",40.4477654,-80.00113010000001,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
266,"235. Biogen, Cambridge, MA, USA","",http://www.biogen.com/,"Biogen, Binney Street, Cambridge, MA, USA",42.3662897,-71.08576370000003,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
267,"234. Kellogg, Battle Creek, MI, USA","",https://en.wikipedia.org/wiki/Kellogg%27s,"Kellogg Street, Battle Creek, MI, USA",42.3523378,-85.23968980000001,White,"Sep 16, 2019 09:25am","Sep 26, 2023 11:10pm"
268,"233. Stryker, Kalamazoo, MI, USA","",http://www.dish.com/,"Stryker, Airview Boulevard, Kalamazoo, MI, USA",42.2428207,-85.55533969999999,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
269,"232. Dish Network Englewood, CO, USA","",http://www.dish.com/,"Dish Network, South Meridian Boulevard, Englewood, CO, USA",39.54598,-104.85623299999997,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
270,"231. Estee Lauder New York, NY, USA","",http://www.elcompanies.com/,"Estee Lauder Offices, East 59th Street, New York, NY, USA",40.7623565,-73.96936119999998,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
271,"230. Las Vegas Sands Corp Las Vegas, NV, USA","",http://www.sands.com/,"Las Vegas Sands Corp Hangar, Haven Street, Las Vegas, NV, USA",36.08947310000001,-115.16743170000001,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
272,"229. Textron, Inc.,  Providence, RI, USA","",http://www.textron.com/,"Textron, Inc., Westminster Street, Providence, RI, USA",41.8249766,-71.40892529999996,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
273,"228. Stanley black & decker, CT, USA","",http://www.stanleyblackanddecker.com/,"stanley black & decker, Stanley Street, New Britain, CT, USA",41.677591,-72.76919479999998,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
274,"227. Arconic New York, NY, USA","",http://www.arconic.com/,"New York, NY, USA",40.7127753,-74.0059728,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
275,"226. Loews Regency New York, Park Avenue, New York, NY, USA","",http://www.loews.com/,"Loews Regency New York, Park Avenue, New York, NY, USA",40.7645507,-73.96914400000003,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
276,"225. Qurate Retail Englewood, CO, USA","","","Englewood, CO, USA",39.6477653,-104.98775969999997,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
277,"224. Kinder Morgan,Houston, TX, USA","",http://www.kindermorgan.com/,"Kinder Morgan, Louisiana Street, Houston, TX, USA",29.7580033,-95.3676218,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
278,"223. Community Health Systems Franklin, TN, USA","",http://www.chs.net/,"Franklin, TN, USA",35.92506369999999,-86.8688899,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
279,"222. United States Steel Pittsburgh, PA, USA","",http://www.ussteel.com/,"Pittsburgh, PA, USA",40.44062479999999,-79.99588640000002,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
280,"221. BlackRock New York, NY, USA","",http://www.blackrock.com/,"BlackRock, East 52nd Street, New York, NY, USA",40.7590777,-73.97361480000001,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
281,"220. DTE Energy, Detroit MI","",http://www.principal.com/,"DTE Energy Foundation Trail, Stockbridge Chelsea Road, Chelsea, MI, USA",42.374059,-84.07852200000002,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
282,"219. Principal Financial Group, High Street, Des Moines, IA, USA","",http://www.principal.com/,"Principal Financial Group, High Street, Des Moines, IA, USA",41.5886935,-93.6275465,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
283,"218. Parker Hannifin Corp, Parkland Boulevard, Cleveland, OH, USA","",https://en.wikipedia.org/wiki/Parker_Hannifin,"Parker Hannifin Corp, Parkland Boulevard, Cleveland, OH, USA",41.5065902,-81.46117070000003,White,"Sep 16, 2019 09:25am","Sep 26, 2023 11:08pm"
284,"217. CBS Corporation, New York, NY, USA","",http://www.cbscorporation.com/,"CBS Corporation, West 52nd Street, New York, NY, USA",40.76118040000001,-73.97881940000002,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
285,"216. Booking Holdings Norwalk, CT, USA","",http://www.bookingholdings.com/,"Norwalk, CT, USA",41.11774399999999,-73.40815750000002,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
286,"215 Ecolab, Saint Paul, MN, USA","",http://www.ecolab.com/,"Ecolab Place, Saint Paul, MN, USA",44.9463336,-93.09733319999998,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
287,"214 ITW  Glenview, IL, USA","",http://www.itw.com/,"ITW Corporate Office, Harlem Avenue, Glenview, IL, USA",42.0579748,-87.80412189999998,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
288,"213. Waste Management - Houston Houston, TX, USA","",http://www.wm.com/,"Waste Management - Houston Dumpster Rental, Main street, Houston, TX, USA",29.7561602,-95.36488179999998,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
289,"212. Land O Lakes, Lexington Avenue North, Arden Hills, MN, USA","",http://www.landolakesinc.com/,"Land O Lakes, Lexington Avenue North, Arden Hills, MN, USA",45.06266300000001,-93.150847,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
290,"210. Mastercard, Purchase, NY, USA","",http://www.mastercard.com/,"Mastercard, Purchase Street, Purchase, NY, USA",41.0234636,-73.7142761,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
291,"210. Marsh Mclennan: Geiger Richard, 6th Avenue, New York, NY, USA","",http://www.mmc.com/,"Marsh Mclennan: Geiger Richard, 6th Avenue, New York, NY, USA",40.7568777,-73.9820345,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
292,"209 Ross Dress for Less, Dublin Boulevard, Dublin, CA, USA","",http://www.rossstores.com/,"Ross Dress for Less, Dublin Boulevard, Dublin, CA, USA",37.7020159,-121.9314005,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
293,"208. Jacobs Engineering Group Dallas, TX, USA","",http://www.jacobs.com/,"Dallas, TX, USA",32.7766642,-96.79698789999998,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
294,"207. Celgene Corporation, Morris Avenue, Summit, NJ, USA","",http://www.celgene.com/,"Celgene Corporation, Morris Avenue, Summit, NJ, USA",40.7090186,-74.34526920000002,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
295,"206. Omnicom Group Inc, Madison Avenue, New York, NY, USA","",http://www.omnicomgroup.com/,"Omnicom Group Inc, Madison Avenue, New York, NY, USA",40.75735659999999,-73.97537339999997,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
296,"205. PPG Industries Inc, Pittsburgh, PA, USA","",http://www.ppg.com/,"PPG Industries Inc, PPG Pl, Pittsburgh, PA, USA",40.4398325,-80.00349069999999,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
297,"204. PayPal, San Jose, CA, USA","",http://www.paypal.com/,"PayPal, North 1st Street, San Jose, CA, USA",37.3763719,-121.9226185,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
298,"203. Goodyear Auto Service, Akron, OH, USA","",http://www.goodyear.com/,"Goodyear Auto Service, South Arlington Road, Akron, OH, USA",40.9774039,-81.49272009999999,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
299,"202. Colgate-Palmolive Company, Park Avenue, New York, NY, USA","",http://www.colgatepalmolive.com/,"Colgate-Palmolive Company, Park Avenue, New York, NY, USA",40.75702089999999,-73.9746695,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
300,"201. Supervalu  Eden Prairie, MN, USA","",http://www.supervalu.com/,"Supervalu Mitchell Center, Mitchell Road, Eden Prairie, MN, USA",44.85626459999999,-93.46341710000002,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
301,"200. General Mills  Minneapolis, MN, USA","",http://www.generalmills.com/,"General Mills James Ford Bell Research Center, Plymouth Avenue North, Minneapolis, MN, USA",44.9947801,-93.39314089999999,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
302,"199. Texas Instruments, Dallas, TX, USA","",http://www.ti.com/,"Dallas, TX, USA",32.7766642,-96.79698789999998,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
303,"198. Aramark HQ, Philadelphia, PA, USA","",http://www.aramark.com/,"Aramark HQ, Market Street, Philadelphia, PA, USA",39.953533,-75.17936050000003,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
304,"197. Netflix Los Gatos, CA, USA","",http://www.netflix.com/,"Netflix - Main Lobby, Albright Way, Los Gatos, CA, USA",37.2571032,-121.96417789999998,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
305,"196. Nordstrom Downtown Seattle, Pine Street, Seattle, WA, USA","",http://www.nordstrom.com/,"Nordstrom Downtown Seattle, Pine Street, Seattle, WA, USA",47.61234109999999,-122.33628699999997,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
306,"195. Becton Dickinson  Franklin Lakes, NJ, USA","",http://www.bd.com/,"Becton Dickinson Franklin Lakes Campus, New Jersey 208, Franklin Lakes, NJ, USA",41.0169734,-74.2107153,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
307,"194. Rockingham Estates by D.R. Horton America's Builder, Longbow Lane, Arlington, TX, USA","",http://www.drhorton.com/,"Rockingham Estates by D.R. Horton America's Builder, Longbow Lane, Arlington, TX, USA",32.6176787,-97.08836109999999,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
308,"193. Cognizant, Frank W Burr Boulevard, Teaneck, NJ, USA","",http://www.cognizant.com/,"Cognizant, Frank W Burr Boulevard, Teaneck, NJ, USA",40.8729475,-74.0069886,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
309,"192. American Electric Power Co, Riverside Plaza, Columbus, OH, USA","",http://www.aep.com/,"American Electric Power Co, Riverside Plaza, Columbus, OH, USA",39.9651773,-83.0060034,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
310,"191. CDW, Tri State International, Lincolnshire, IL, USA","",http://www.cdw.com/,"CDW, Tri State International, Lincolnshire, IL, USA",42.1973796,-87.88864819999998,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
311,"190. WestRock  Atlanta, GA, USA","",http://www.westrock.com/,"WestRock, Abernathy Road Northeast, Atlanta, GA, USA",33.9343834,-84.35445140000002,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
312,"189. Jones Lang La Salle, West Monroe Street, Chicago, IL, USA","",http://www.jll.com/,"Jones Lang La Salle, West Monroe Street, Chicago, IL, USA",41.880557,-87.62982540000002,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
313,"188. Davita, Denver, Colorado, USA","",http://www.davita.com/,"Davita, 15th Street, Denver, Colorado, USA",39.7521886,-105.00349649999998,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
314,"187. Lincoln Financial Group, Radnor, PA, USA","",http://www.lfg.com/,"Lincoln Financial Group, North Radnor Chester Road, Radnor, PA, USA",40.04300800000001,-75.36564809999999,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
315,"186. Gap San Francisco, CA, USA","",http://www.gapinc.com/,"Gap, Market Street, San Francisco, CA, USA",37.7848185,-122.40749740000001,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
316,"185. C.H. Robinson, Charlson Road, Eden Prairie, MN, USA","",http://www.chrobinson.com/,"C.H. Robinson, Charlson Road, Eden Prairie, MN, USA",44.820863,-93.46082200000001,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
317,"184. NextEra Energy Resources, Universe Boulevard, Juno Beach, FL, USA","",http://www.nexteraenergy.com/,"NextEra Energy Resources, Universe Boulevard, Juno Beach, FL, USA",26.8591495,-80.05839229999998,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
318,"183. PG&E San Francisco, CA, USA","",http://www.pgecorp.com/,"PG&E, Beale Street, San Francisco, CA, USA",37.7915801,-122.3958235,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
319,"182. Applied Materials Inc,  Santa Clara, CA, USA","",http://www.appliedmaterials.com/,"Applied Materials Inc, Bowers Avenue, Santa Clara, CA, USA",37.3776247,-121.97878179999998,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
320,"181. EOG Resources Inc,, TX, USA","",http://www.eogresources.com/,"EOG Resources Inc, Bagby Street, Houston, TX, USA",29.7587886,-95.3708019,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
321,"180. XPO Logistics, Connecticut, USA","",http://www.xpo.com/,"XPO Logistics, 3rd Street, Bridgeport, Connecticut, USA",41.179974,-73.17067480000003,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
322,"178. NGL Energy Partners LP, South Yale Avenue, Tulsa, OK, USA","",http://www.nglenergypartners.com/,"NGL Energy Partners LP, South Yale Avenue, Tulsa, OK, USA",36.07423229999999,-95.92509889999997,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
323,"178. Emerson Electric Co., West Florissant Avenue, St. Louis, MO, USA","",http://www.emerson.com/,"Emerson Electric Co., West Florissant Avenue, St. Louis, MO, USA",38.7315866,-90.27903420000001,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
324,"177. Sherwin-Williams - Corporate Office, West Prospect Avenue, Cleveland, OH, USA","",http://www.sherwin.com/,"Sherwin-Williams - Corporate Office, West Prospect Avenue, Cleveland, OH, USA",41.4973117,-81.69247840000003,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
325,"176. Performans Food Group Richmond, VA, USA","",http://www.pfgc.com/,"Richmond, VA, USA",37.5407246,-77.4360481,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
326,"175. HollyFrontier Corporation, North Harwood Street, Dallas, TX, USA","",http://www.hollyfrontier.com/,"HollyFrontier Corporation, North Harwood Street, Dallas, TX, USA",32.794481,-96.80818690000001,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
327,"174. CarMax, Richmond Road, Charlottesville, VA, USA","",https://www.facebook.com/CarMax/,"CarMax, Richmond Road, Charlottesville, VA, USA",38.0324236,-78.44602889999999,White,"Sep 16, 2019 09:25am","Sep 26, 2023 11:08pm"
328,"173. Synchrony Financial, Long Ridge Road, Stamford, CT, USA","",http://www.synchronyfinancial.com/,"Synchrony Financial, Long Ridge Road, Stamford, CT, USA",41.097221,-73.56177100000002,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
329,"172. Tenet Healthcare Corporation, Ross Avenue, Dallas, TX, USA","",http://www.tenethealth.com/,"Tenet Healthcare Corporation, Ross Avenue, Dallas, TX, USA",32.7847875,-96.80264169999998,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
330,"171 Kimberly-Clark Corporation, Phelps Drive, Irving, TX, USA","",http://www.kimberly-clark.com/,"Kimberly-Clark Corporation, Phelps Drive, Irving, TX, USA",32.8700521,-96.9505585,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
331,"170. Freeport-McMoRan Inc., North Central Avenue, Phoenix, AZ, USA","",http://www.fcx.com/,"Freeport-McMoRan Inc., North Central Avenue, Phoenix, AZ, USA",33.4516712,-112.07304899999997,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
332,169. Genuine Parts,"Atlanta, GA, USA
",http://www.genpt.com/,"Atlanta, GA, USA",33.7489954,-84.3879824,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
333,168. Molina Healthcare,"Long Beach, CA, USA
",http://www.molinahealthcare.com/,"Long Beach, CA, USA",33.7700504,-118.19373949999999,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
334,167. Occidental Petroleum,"Houston, TX, USA
",http://www.oxy.com/,"Houston, TX, USA",29.7604267,-95.3698028,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
335,166. Icahn Enterprises,"New York, NY, USA
",https://en.wikipedia.org/wiki/Icahn_Enterprises,"New York, NY, USA",40.7127753,-74.0059728,White,"Sep 16, 2019 09:25am","Sep 26, 2023 11:07pm"
336,"165. Avnet, Inc., South 47th Street, Phoenix, AZ, USA","",https://en.wikipedia.org/wiki/Avnet,"Avnet, Inc., South 47th Street, Phoenix, AZ, USA",33.4274453,-111.97993869999999,White,"Sep 16, 2019 09:25am","Sep 26, 2023 11:06pm"
337,"164. Fluor, Irving, Texas, USA","Irving, Texas, USA
",http://www.fluor.com/,"Irving, Texas, USA",32.8140177,-96.9488945,White,"Sep 16, 2019 09:25am","Sep 20, 2019 05:49am"
338,"163. Bank of New York Mellon, Greenwich Street, New York, NY, USA","",http://www.bnymellon.com/,"Bank of New York Mellon, Greenwich Street, New York, NY, USA",40.714291,-74.01178090000002,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
339,"162. Altria Group Inc., West Broad Street, Richmond, VA, USA","",https://en.wikipedia.org/wiki/Altria,"Altria Group Inc., West Broad Street, Richmond, VA, USA",37.60241759999999,-77.51787139999999,White,"Sep 16, 2019 09:25am","Sep 26, 2023 11:05pm"
340,"161. Hartford Financial Services: Delacruz Cedric, Hartford Plaza, Hartford, CT, USA","",http://www.thehartford.com/,"Hartford Financial Services: Delacruz Cedric, Hartford Plaza, Hartford, CT, USA",41.769703,-72.68698080000001,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
341,"160. Danaher Corporation, Pennsylvania Avenue Northwest, Washington, DC, USA","",http://www.danaher.com/,"Danaher Corporation, Pennsylvania Avenue Northwest, Washington, DC, USA",38.901756,-77.0493404,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
342,159. PNC Financial Services,"Pittsburgh, PA, USA
",http://www.pnc.com/,"Pittsburgh, PA, USA",40.44062479999999,-79.99588640000002,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
343,158. SYNNEX,"Fremont, CA, USA
",http://www.synnex.com/,"Fremont, CA, USA",37.5485396,-121.988583,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
344,157. AECOM,"Los Angeles, CA, USA
",http://www.aecom.com/,"Los Angeles, CA, USA",34.0522342,-118.2436849,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
345,156. Kohl’s,"Menomonee Falls, Wis, USA
",http://www.kohls.com/,"Menomonee Falls, Wis, USA",43.17889669999999,-88.11731320000001,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
346,155. WellCare Health Plans,"Tampa, FL, USA
",http://www.wellcare.com/,"Tampa, FL, USA",27.95057499999999,-82.45717760000002,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
347,154. Lennar,"Miami, FL, USA
",http://www.lennar.com/,"Miami, FL, USA",25.7616798,-80.19179020000001,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
348,153. VISA,"San Francisco, CA, USA
",http://www.visa.com/,"San Francisco, CA, USA",37.7749295,-122.41941550000001,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
349,152. Western Digital,"San Jose, CA, USA
",http://www.wdc.com/,"San Jose, CA, USA",37.3382082,-121.88632860000001,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
350,151. Marriott International,"Bethesda, MD, USA
",http://www.marriott.com/,"Bethesda, MD, USA",38.984652,-77.09470920000001,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
351,150. Broadcom,"San Jose, CA, USA
",http://www.broadcom.com/,"San Jose, CA, USA",37.3382082,-121.88632860000001,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
352,149. McDonald’s,"Chicago, IL, USA
",http://www.aboutmcdonalds.com/,"Chicago, IL, USA",41.8781136,-87.62979819999998,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
353,148. Whirlpool,"Benton Harbor, Mich.
",http://www.whirlpoolcorp.com/,"Benton Harbor, Mich, USA",42.1167065,-86.45418940000002,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
354,147. LEAR,"Southfield, MI, USA
",http://www.lear.com/,"Southfield, MI, USA",42.4733688,-83.22187309999998,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
355,"146. CBRE Global Headquarters, South Hope Street, Los Angeles, CA, USA","",http://www.cbre.com/,"CBRE Global Headquarters, South Hope Street, Los Angeles, CA, USA",34.05164219999999,-118.25358829999999,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
356,145. AutoNation,"Fort Lauderdale, FL, USA
",http://www.autonation.com/,"Fort Lauderdale, FL, USA",26.1224386,-80.13731740000003,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
357,"144. Tesla HQ, Deer Creek Road, Palo Alto, CA, USA","",http://www.tesla.com/,"Tesla HQ, Deer Creek Road, Palo Alto, CA, USA",37.3947057,-122.15032510000003,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
358,143. AFLAC,"Columbus, GA, USA
",http://www.aflac.com/,"Columbus, GA, USA",32.4609764,-84.98770939999997,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
359,142. Southwest Airlines,"Dallas, TX, USA
",http://www.southwest.com/,"Dallas, TX, USA",32.7766642,-96.79698789999998,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
360,141. ManpowerGroup,"Milwaukee, WI, USA
",http://www.manpowergroup.com/,"Milwaukee, WI, USA",43.0389025,-87.90647360000003,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
361,140. JABIL,"St. Petersburg, FL, USA
",http://www.jabil.com/,"St. Petersburg, FL, USA",27.7676008,-82.64029149999999,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
362,"139. Gilead Sciences, Inc., Lakeside Drive, Foster City, CA, USA","",http://www.gilead.com/,"Gilead Sciences, Inc., Lakeside Drive, Foster City, CA, USA",37.5669611,-122.28163280000001,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
363,138. Bristol-Myers Squibb,"New York, NY, USA
",http://www.bms.com/,"New York, NY, USA",40.7127753,-74.0059728,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
364,"137. Qualcomm, Technology Drive, San Jose, CA, USA","",http://www.qualcomm.com/,"Qualcomm, Technology Drive, San Jose, CA, USA",37.3654663,-121.91515770000001,White,"Sep 16, 2019 09:25am","Sep 16, 2019 09:48am"
