"","ref_number","prefix","property_name","status","request_type","restricted_address","acreage_of_property","area_of_significance","category_of_property","state","county","city","street_number","external_link","listed_date","nhl_designated_date","other_names","park_name","property_id","district_name_lower","address","latitude","longitude"
"179","71001047",NA,"Washington and Lee University Historic District","Listed","Single",FALSE,0,"EDUCATION; ARCHITECTURE","DISTRICT","VIRGINIA","Lexington","Lexington (Independent City)","W and L University campus","https://catalog.archives.gov/id/41681502","11/11/71","11/11/71","See Also:Lee Chapel, Washington and Lee University",NA,"71001047","washington and lee university","Washington and Lee University Historic District Lexington VIRGINIA",37.78791,-79.44282
"180","69000256",NA,"Waterford Historic District","Listed","Single",FALSE,0,"COMMERCE; EXPLORATION/SETTLEMENT; ARCHITECTURE; RELIGION","DISTRICT","VIRGINIA","Loudoun","Waterford","NW of Leesburg on Rte. 665","https://catalog.archives.gov/id/41681645","6/3/69","4/15/70","Waterford; VDHR# 401-0123",NA,"69000256","waterford","Waterford Historic District Loudoun VIRGINIA",39.1876,-77.61082
"181","69000256","ADNL","Waterford Historic District","Done","NHL Updated Documentation",FALSE,0,"COMMERCE; EXPLORATION/SETTLEMENT; ARCHITECTURE; RELIGION","district","VIRGINIA","Loudoun","Waterford","NW of Leesburg on Rte. 665",NA,NA,"4/15/70",NA,NA,"69000256","waterford","Waterford Historic District Loudoun VIRGINIA",39.1876,-77.61082
"182","66000925",NA,"Williamsburg Historic District","Listed","Single",FALSE,173,"CONSERVATION; POLITICS/GOVERNMENT; ARCHITECTURE","DISTRICT","VIRGINIA","Williamsburg","Williamsburg (Independent City)","Bounded by Francis, Waller, Nicholson, N. England, Lafayette, and Nassau Sts.","https://catalog.archives.gov/id/41679184","10/15/66","10/9/60",NA,NA,"66000925","williamsburg","Williamsburg Historic District Williamsburg VIRGINIA",37.27126,-76.70023
"183","66000746",NA,"Port Gamble Historic District","Listed","Single",FALSE,95,"INDUSTRY","DISTRICT","WASHINGTON","Kitsap","Port Gamble","NW end of Kitsap Peninsula near entrance to Hood Canal, Puget Sound","https://catalog.archives.gov/id/75611928","11/13/66","11/13/66",NA,NA,"66000746","port gamble","Port Gamble Historic District Kitsap WASHINGTON",47.853254906762,-122.590669066414
"184","76001883",NA,"Port Townsend Historic District","Listed","Single",FALSE,200,"COMMERCE; TRANSPORTATION; EXPLORATION/SETTLEMENT; POLITICS/GOVERNMENT; ARCHITECTURE; SOCIAL HISTORY","DISTRICT","WASHINGTON","Jefferson","Port Townsend","Roughly bounded by Scott, Blaine, Walker, and Taft Sts., and the Waterfront","https://catalog.archives.gov/id/75612269","5/17/76","5/6/77","See Also:Fowler House;Rothschild House;St. Paul's Episcopal",NA,"76001883","port townsend","Port Townsend Historic District Jefferson WASHINGTON",48.028659594113,-122.743013759666
"185","96001129",NA,"Davis and Elkins Historic District","Listed","Single",FALSE,2,"POLITICS/GOVERNMENT","DISTRICT","WEST VIRGINIA","Randolph","Elkins","Davis and Elkins College Campus","https://catalog.archives.gov/id/86534619","6/19/96","6/19/96","See also:Graceland,70000666;Elkins,Sen.S.B.,House,82004329",NA,"96001129","davis and elkins","Davis and Elkins Historic District Randolph WEST VIRGINIA",39.53342,-79.79811
"186","83003249",NA,"Elkins Coal and Coke Company Historic District","Listed","Single",FALSE,36,"INDUSTRY; ENGINEERING","DISTRICT","WEST VIRGINIA","Preston","Bretz","Off WV 7","https://catalog.archives.gov/id/86534617","7/1/83","5/4/83","Mercury Coal and Coke Company",NA,"83003249","elkins coal and coke company","Elkins Coal and Coke Company Historic District Preston WEST VIRGINIA",39.53342,-79.79811
"187","93000303",NA,"Matewan Historic District","Listed","Single",FALSE,12.5,"COMMERCE; TRANSPORTATION; ARCHITECTURE; SOCIAL HISTORY","DISTRICT","WEST VIRGINIA","Mingo","Matewan","Roughly bounded by McCoy Alley, Railroad Alley, Mate St. underpass and Warm Hollow to the head of the hollow","https://catalog.archives.gov/id/86534607","4/27/93","2/18/97",NA,NA,"93000303","matewan","Matewan Historic District Mingo WEST VIRGINIA",37.622375845364,-82.156262988612
"188","05000763",NA,"Greendale Historic District","Listed","Single",FALSE,200,"ARCHITECTURE; COMMUNITY PLANNING AND DEVELOPMENT","DISTRICT","WISCONSIN","Milwaukee","Greendale","Roughly bounded by W. Grange Ave. and Catalpa St.","https://catalog.archives.gov/id/106781660","7/29/05","10/16/12",NA,NA,"05000763","greendale","Greendale Historic District Milwaukee WISCONSIN",43.174168374906,-87.897891765147
"189","05000530",NA,"Northwestern Branch, National Home for Disabled Volunteer Soldiers Historic District","Listed","Single",FALSE,150,"SOCIAL HISTORY; HEALTH/MEDICINE; ARCHITECTURE; POLITICS/GOVERNMENT; LANDSCAPE ARCHITECTURE","DISTRICT","WISCONSIN","Milwaukee","Milwaukee","5000 W. National Ave.","https://catalog.archives.gov/id/106781755","6/3/05","6/17/11","National Soldier's Home Historic District",NA,"05000530","northwestern branch, national home for disabled volunteer soldiers","Northwestern Branch, National Home for Disabled Volunteer Soldiers Historic District Milwaukee WISCONSIN",43.041072,-87.909421
"190","98001039",NA,"Murie Ranch Historic District","Listed","Multiple",FALSE,73.2,"CONSERVATION","DISTRICT","WYOMING","Teton","Moose","1/2 mi. SW of park HQ","https://catalog.archives.gov/id/73730103","8/24/98","2/17/06","STS Dude Ranch;Stella Woodbury Summer Home;48TE1143;See Also","Grand Teton National Park","98001039","murie ranch","Murie Ranch Historic District Teton WYOMING",43.652229396757,-110.723034963935
"191","78002830",NA,"Penney, J. C., Historic District","Listed","Single",FALSE,1.2,"COMMERCE","DISTRICT","WYOMING","Lincoln","Kemmerer","J. C. Penney Ave. and S. Main St.","https://catalog.archives.gov/id/73730072","6/2/78","6/2/78",NA,NA,"78002830","penney, j. c.,","Penney, J. C., Historic District Lincoln WYOMING",41.794774539281,-110.537045364314
"192","70000670",NA,"South Pass City Historic District","Listed","Single",FALSE,640,"INDUSTRY; COMMERCE; TRANSPORTATION; POLITICS/GOVERNMENT; COMMUNICATIONS","DISTRICT","WYOMING","Fremont","South Pass City","South Pass Rd.","https://catalog.archives.gov/id/73730352","2/26/70","1/20/61",NA,NA,"70000670","south pass city","South Pass City Historic District Fremont WYOMING",42.469115,-108.80317
