Ref#,Prefix,Property Name,Status,Request Type,Restricted Address,Acreage of Property,Area of Significance,Category of Property,State,County,City ,Street & Number,External Link,Listed Date,NHL Designated Date,Other Names,Park Name,Property ID
66000898,AD,Springfield Armory (Additional Documentation),Returned,Add.Doc.,FALSE,54.93, MILITARY; INDUSTRY; EDUCATION; ARCHITECTURE; LANDSCAPE ARCHITECTURE; ARCHEOLOGY-HISTORIC NON-ABORIGINAL,district,MASSACHUSETTS,Hampden,Springfield,"State, Federal, Pearl, and Byers Sts.",https://catalog.archives.gov/id/63793713,10/15/66,12/19/60, Springfield Armory National Historic Site;Armory Square; Armory Square,Springfield Armory,66000898
66000898,RS,Springfield Armory (Additional Documentation),Listed,Resubmission,FALSE,54.93, MILITARY; INDUSTRY; EDUCATION; ARCHITECTURE; LANDSCAPE ARCHITECTURE; ARCHEOLOGY-HISTORIC NON-ABORIGINAL; POLITICS/GOVERNMENT,district,MASSACHUSETTS,Hampden,Springfield,"State, Federal, Pearl, and Byers Sts.",https://catalog.archives.gov/id/63793713,8/13/24,12/19/60, Springfield Armory National Historic Site;Armory Square; Armory Square,Springfield Armory,66000898
66000898,RS,Springfield Armory (Additional Documentation),Returned,Resubmission,FALSE,54.93, MILITARY; INDUSTRY; EDUCATION; ARCHITECTURE; LANDSCAPE ARCHITECTURE; ARCHEOLOGY-HISTORIC NON-ABORIGINAL,district,MASSACHUSETTS,Hampden,Springfield,"State, Federal, Pearl, and Byers Sts.",https://catalog.archives.gov/id/63793713,10/15/66,12/19/60, Springfield Armory National Historic Site;Armory Square; Armory Square,Springfield Armory,66000898
66000898,,Springfield Armory National Historic Site,Listed,Single,FALSE,54, MILITARY; POLITICS/GOVERNMENT,DISTRICT,MASSACHUSETTS,Hampden,Springfield,Armory Sq.,https://catalog.archives.gov/id/63793713,10/15/66,12/19/60, Springfield Armory National Historic Site;Armory Square,Springfield Armory,66000898
70000730,,St. Paul's Church,Listed,Single,FALSE,1.3, ARCHITECTURE,BUILDING,MASSACHUSETTS,Suffolk,Boston,136 Tremont St.,https://catalog.archives.gov/id/63793841,12/30/70,12/30/70, Cathedral Church of St. Paul,,70000730
73001952,,"Story, Joseph, House",Listed,Single,FALSE,1.1, LAW,BUILDING,MASSACHUSETTS,Essex,Salem,26 Winter St.,https://catalog.archives.gov/id/63793701,11/7/73,11/7/73,,,73001952
89001246,,"Stoughton, Mary Fisk, House",Listed,Single,FALSE,0, ARCHITECTURE,BUILDING,MASSACHUSETTS,Middlesex,Cambridge,90 Brattle St.,,6/29/89,6/29/89, See Also: Cambridge MRA; Old Cambridge Historic District,,89001246
73001953,,"Sumner, Charles, House",Listed,Single,FALSE,0.9, POLITICS/GOVERNMENT; SOCIAL HISTORY,BUILDING,MASSACHUSETTS,Suffolk,Boston,20 Hancock St.,https://catalog.archives.gov/id/63793823,11/7/73,11/7/73,,,73001953
99000633,,Symphony Hall,Listed,Single,FALSE,0.9, PERFORMING ARTS; ARCHITECTURE,BUILDING,MASSACHUSETTS,Suffolk,Boston,301 Massachusetts Avenue,,1/20/99,1/20/99, See also:Symphony and Horticulture Halls 75000301,,99000633
76002002,,"Thomson, Elihu, House",Listed,Single,FALSE,0.9, SCIENCE,BUILDING,MASSACHUSETTS,Essex,Swampscott,33 Elmwood Ave.,,1/7/76,1/7/76, Elihu Thomson Administration Building,,76002002
89002465,,Torpedo Boat PT-617,Listed,Single,FALSE,0.1, MILITARY; ARCHITECTURE,STRUCTURE,MASSACHUSETTS,Bristol,Falls River,Battleship Cove,,12/20/89,12/20/89, BIG RED COCK;DRAGON LADY,,89002465
66000788,,Tremont Street Subway,Listed,Single,FALSE,6, TRANSPORTATION,STRUCTURE,MASSACHUSETTS,Suffolk,Boston,"Beneath Tremont, Boylston, and Washington Sts.",https://catalog.archives.gov/id/63793905,10/15/66,1/29/64, Green Line,,66000788
70000733,,Trinity Church,Listed,Single,FALSE,1, ARCHITECTURE,BUILDING,MASSACHUSETTS,Suffolk,Boston,Copley Sq.,https://catalog.archives.gov/id/63797046,7/1/70,12/30/70, Trinity Episcopal Church,,70000733
76002003,,"Trotter, William Monroe, House",Listed,Single,FALSE,0.9, BLACK; LITERATURE; SOCIAL HISTORY,BUILDING,MASSACHUSETTS,Suffolk,Dorchester,97 Sawyer Ave.,,5/11/76,5/11/76,,,76002003
68000044,,"Tufts, Peter, House",Listed,Single,FALSE,0.3, ARCHITECTURE,BUILDING,MASSACHUSETTS,Middlesex,Medford,350 Riverside Ave.,https://catalog.archives.gov/id/63793723,11/24/68,11/24/68,,,68000044
71000355,MP,Twin Lights Historic District-Cape Ann Light Station,Listed,Multiple,FALSE,50, ENGINEERING; TRANSPORTATION,DISTRICT,MASSACHUSETTS,Essex,Rockport,1 mi. E of Rockport on Thatcher's Island,https://catalog.archives.gov/id/63790218,10/7/71,1/3/01, Thatcher's Island Twin Lights;Cape Anne Light Station,,71000355
70000735,,U.S. Customhouse,Listed,Single,FALSE,0.9, ARCHITECTURE,BUILDING,MASSACHUSETTS,Bristol,New Bedford,SW corner of 2nd and Williams Sts.,https://catalog.archives.gov/id/63793653,12/30/70,12/30/70,,,70000735
66000789,,U.S.S. CONSTITUTION,Listed,Single,FALSE,0.9, MILITARY; POLITICS/GOVERNMENT,STRUCTURE,MASSACHUSETTS,Suffolk,Boston,Boston Naval Shipyard,https://catalog.archives.gov/id/63793893,10/15/66,12/19/60, OLD IRONSIDES,,66000789
76000231,MP,U.S.S. JOSEPH P. KENNEDY JR. (DD-850),Listed,Multiple,FALSE,0.9, MILITARY; TRANSPORTATION,STRUCTURE,MASSACHUSETTS,Bristol,Fall River,Battleship Cove,https://catalog.archives.gov/id/63789785,9/30/76,6/29/89,,,76000231
03000645,,Union Oyster House,Listed,Single,FALSE,0.9, ARCHITECTURE; COMMERCE; MARITIME HISTORY,BUILDING,MASSACHUSETTS,Suffolk,Boston,41-43 Union Street,https://catalog.archives.gov/id/63793851,5/27/03,5/27/03, Atwood &amp; Bacon; Atwood,,03000645
70000734,,United First Parish Church (Unitarian) of Quincy,Listed,Single,FALSE,2, ARCHITECTURE,BUILDING,MASSACHUSETTS,Norfolk,Quincy,1266 Hancock St.,https://catalog.archives.gov/id/63793793,12/30/70,12/30/70, Stone Temple;Church of the Presidents,Adams,70000734
70000736,,"University Hall, Harvard University",Listed,Single,FALSE,1, ARCHITECTURE,BUILDING,MASSACHUSETTS,Middlesex,Cambridge,Harvard Yard,https://catalog.archives.gov/id/63793719,12/30/70,12/30/70,,,70000736
86000084,,USS CASSIN YOUNG (destroyer),Listed,Single,FALSE,0.9, MILITARY,STRUCTURE,MASSACHUSETTS,Suffolk,Boston,Charlestown Navy Yard,,1/14/86,1/14/86, DD-793,,86000084
76002270,,USS LIONFISH (SS0298) National Historic Landmark,Listed,Single,FALSE,0.9, MILITARY,STRUCTURE,MASSACHUSETTS,Bristol,Fall River,Battleship Cove,https://catalog.archives.gov/id/63794578,9/30/76,1/14/86, See Also:USS LIONFISH,,76002270
76002269,,USS MASSACHUSETTS (BB-59) National Historic Landmark,Listed,Single,FALSE,0.9, MILITARY,STRUCTURE,MASSACHUSETTS,Bristol,Fall River,Battleship Cove,https://catalog.archives.gov/id/63794580,9/30/76,1/14/86, See Also:USS MASSACHUSETTS,,76002269
70000737,,"Vale, The",Listed,Single,FALSE,33, LANDSCAPE ARCHITECTURE; ARCHITECTURE,BUILDING,MASSACHUSETTS,Middlesex,Waltham,Lyman and Beaver Sts.,https://catalog.archives.gov/id/63793743,12/30/70,12/30/70, Theodore Lyman Estate,,70000737
66000790,,Walden Pond,Listed,Single,FALSE,250, LITERATURE,SITE,MASSACHUSETTS,Middlesex,Concord,1.5 mi. S of Concord,https://catalog.archives.gov/id/63793759,10/15/66,12/29/62, Walden Pond State Reservation,,66000790
68000045,,"Ward, John, House",Listed,Single,FALSE,0.2, ARCHITECTURE,BUILDING,MASSACHUSETTS,Essex,Salem,132 Essex St.,https://catalog.archives.gov/id/63793683,11/24/68,11/24/68,,,68000045
80000356,,"Wayside, The",Listed,Single,FALSE,3.3, LITERATURE; ARCHITECTURE; PHILOSOPHY; SOCIAL HISTORY,BUILDING,MASSACHUSETTS,Middlesex,Concord,455 Lexington Rd.,https://catalog.archives.gov/id/63795985,7/11/80,2/4/85, Home of Authors,Minute Man,80000356
74002053,,"Webster, Daniel, Law Office and Library",Listed,Single,FALSE,0.9, LAW; POLITICS/GOVERNMENT,BUILDING,MASSACHUSETTS,Plymouth,Marshfield,Careswell and Webster Sts.,https://catalog.archives.gov/id/63793815,5/30/74,5/30/74,,,74002053
05000458,,Wesleyan Grove,Listed,Single,FALSE,,,DISTRICT,MASSACHUSETTS,Dukes,Oak Bluffs,Martha's Vineyard,https://catalog.archives.gov/id/63793665,4/5/05,4/5/05,,,05000458
100006273,NL,Western Railroad  Stone Arch Bridges and Chester Factory Village Depot,Listed,NHL,FALSE,5.5, ENGINEERING; TRANSPORTATION,district,MASSACHUSETTS,Berkshire,Becket,"Vicinity of Herbert Cross Road, Middlefield/Becket Line (Bridges and Roadbed); 10 Prospect Street (Depot)",,,1/13/21,,,100006273
100006274,SG,Western Railroad  Stone Arch Bridges and Chester Factory Village Depot,Listed,Single,FALSE,5.5, ENGINEERING; TRANSPORTATION,district,MASSACHUSETTS,Berkshire,Becket,"Vicinity of Herbert Cross Road, Middlefield/Becket Line (Bridges and Roadbed); 10 Prospect Street (Depot)",,,1/13/21,,,100006273
66000791,,"Whipple, John, House",Listed,Single,FALSE,2, ARCHITECTURE,BUILDING,MASSACHUSETTS,Essex,Ipswich,53 S. Main St.,https://catalog.archives.gov/id/63793669,10/15/66,10/9/60,,,66000791
66000792,,"Whittier, John Greenleaf, House",Listed,Single,FALSE,0.3, LITERATURE,BUILDING,MASSACHUSETTS,Essex,Amesbury,86 Friend St.,https://catalog.archives.gov/id/63793695,10/15/66,12/29/62,,,66000792
76000290,,Woburn Public Library,Listed,Single,FALSE,5, ARCHITECTURE; SOCIAL HISTORY,BUILDING,MASSACHUSETTS,Middlesex,Woburn,Pleasant St.,https://catalog.archives.gov/id/63796057,11/13/76,12/23/87, Winn Memorial Library,,76000290
66000793,,Wright's Tavern,Listed,Single,FALSE,0.3, MILITARY,BUILDING,MASSACHUSETTS,Middlesex,Concord,Lexington Rd. opposite the Burying Ground,https://catalog.archives.gov/id/63793767,10/15/66,1/20/61,,,66000793
72000613,,Bay View,Listed,Single,FALSE,337.8, COMMUNITY PLANNING AND DEVELOPMENT; LANDSCAPE ARCHITECTURE; EDUCATION; ARCHITECTURE; RELIGION,DISTRICT,MICHIGAN,Emmet,Petoskey,NE of Petoskey on US 31,https://catalog.archives.gov/id/25339264,3/16/72,12/23/87, Bay View Association,,72000613
89001097,ADNL,Calumet Historic District,Done,NHL Updated Documentation,TRUE,340, INDUSTRY; ENGINEERING,district,MICHIGAN,Houghton,Calumet,Address Restricted,,,9/2/24,,,89001097
89001097,,Calumet Historic District,Listed,Single,TRUE,340, INDUSTRY; ENGINEERING,DISTRICT,MICHIGAN,Houghton,Calumet,Address Restricted,https://catalog.archives.gov/id/25338750,3/28/89,3/28/89, See Also: Calumet Downtown Historic District;Calumet and Hec,,89001097
