Ref#,Prefix,Property Name,Status,Request Type,Restricted Address,Acreage of Property,Area of Significance,Category of Property,State,County,City ,Street & Number,External Link,Listed Date,NHL Designated Date,Other Names,Park Name,Property ID
73002085,,Franklin School,Listed,Single,FALSE,0.3, EDUCATION; ARCHITECTURE,BUILDING,DISTRICT OF COLUMBIA,District of Columbia,Washington,"13th and K Sts., NW.",https://catalog.archives.gov/id/117692154,4/11/73,6/19/96,,,73002085
66000856,,Gallaudet College Historic District,Listed,Single,FALSE,15, EDUCATION; ARCHITECTURE; SOCIAL HISTORY,BUILDING,DISTRICT OF COLUMBIA,District of Columbia,Washington,"Florida Ave. and 7th St., NE.",,10/15/66,12/21/65," Main Central Building,Gallaudet College;See Also:Gallaudet C",,66000856
91002057,,General Federation of Women's Clubs Headquarters,Listed,Single,FALSE,0.9, SOCIAL HISTORY; CONSERVATION; EDUCATION; HEALTH/MEDICINE,BUILDING,DISTRICT OF COLUMBIA,District of Columbia,Washington,"1734 N St., NW.",https://catalog.archives.gov/id/117691815,12/4/91,12/4/91, Miles Mansion,,91002057
69000311,,General Post Office,Listed,Single,FALSE,1.5, POLITICS/GOVERNMENT; ARCHITECTURE,BUILDING,DISTRICT OF COLUMBIA,District of Columbia,Washington,"E and F Sts. between 7th and 8th Sts., NW",https://catalog.archives.gov/id/117692174,3/24/69,11/11/71, Tariff Commission Building,,69000311
67000025,,Georgetown Historic District,Listed,Single,FALSE,750, POLITICS/GOVERNMENT; ARCHITECTURE,DISTRICT,DISTRICT OF COLUMBIA,District of Columbia,Washington,"Roughly bounded by Whitehaven St., Rock Creek Park, Potomac River, and Georgetown University campus",https://catalog.archives.gov/id/117692178,5/28/67,5/28/67, See Also:Dumbarton Oaks Park and Montrose Park,,67000025
74002161,,"Gompers, Samuel, House",Listed,Single,FALSE,0.9, SOCIAL HISTORY,BUILDING,DISTRICT OF COLUMBIA,District of Columbia,Washington,"2122 1st St., NW",https://catalog.archives.gov/id/117691821,9/23/74,5/30/74,,,74002161
76002129,,"Grimke, Charlotte Forten, House",Listed,Single,FALSE,0.9, BLACK; LITERATURE; EDUCATION; SOCIAL HISTORY,BUILDING,DISTRICT OF COLUMBIA,District of Columbia,Washington,"1608 R St., NW.",https://catalog.archives.gov/id/117691823,5/11/76,5/11/76,,,76002129
71001003,,"Healy Building, Georgetown University",Listed,Single,FALSE,0.9, EDUCATION; ARCHITECTURE,BUILDING,DISTRICT OF COLUMBIA,District of Columbia,Washington,"Georgetown University campus, junction of O and Thirty-seventh Sts.",https://catalog.archives.gov/id/117692208,5/27/71,12/23/87,,,71001003
74002163,,"Howard, Gen. Oliver Otis, House",Listed,Single,FALSE,0.9, EDUCATION; SOCIAL HISTORY,BUILDING,DISTRICT OF COLUMBIA,District of Columbia,Washington,607 Howard Pl.,https://catalog.archives.gov/id/117692229,2/12/74,5/30/74, Howard Hall,,74002163
72001424,,"Hughes, Charles Evans, House",Listed,Single,FALSE,0.1, POLITICS/GOVERNMENT,BUILDING,DISTRICT OF COLUMBIA,District of Columbia,Washington,"2223 R St., NW",https://catalog.archives.gov/id/117691829,11/28/72,11/28/72,,,72001424
01001045,,John Phillip Sousa Junior High School,Listed,Single,FALSE,,,BUILDING,DISTRICT OF COLUMBIA,District of Columbia,Washington DC,"3650 Ely Place, SE",https://catalog.archives.gov/id/117691873,8/7/01,8/7/01,,,01001045
05001205,,Lafayette Building,Listed,Single,FALSE,,,BUILDING,DISTRICT OF COLUMBIA,District of Columbia,Washington,811 Vermont Ave. NW,https://catalog.archives.gov/id/117691833,9/1/05,9/1/05,,,05001205
70000833,,Lafayette Square Historic District,Listed,Single,FALSE,0, LANDSCAPE ARCHITECTURE; COMMERCE; POLITICS/GOVERNMENT,DISTRICT,DISTRICT OF COLUMBIA,District of Columbia,Washington,"Roughly between 15th and 17th Sts. and H St. and State and Treasury Places, exclusive of the White House and its grounds",https://catalog.archives.gov/id/117691835,8/29/70,8/29/70, See Also:74002155;73002075;74002156;66000858;69000300;730020,National Mall,70000833
73002100,,McCormick Apartments,Listed,Single,FALSE,0.9, INDUSTRY; COMMERCE; ECONOMICS; POLITICS/GOVERNMENT; ARCHITECTURE,BUILDING,DISTRICT OF COLUMBIA,District of Columbia,Washington,"1785 Massachusetts Ave., NW",https://catalog.archives.gov/id/117692315,4/3/73,5/11/76, Mellon Apartment;Andrew Mellon Building;1785 Massachusetts A,,73002100
72001427,,Memorial Continental Hall,Listed,Single,FALSE,0.3, MILITARY,BUILDING,DISTRICT OF COLUMBIA,District of Columbia,Washington,"17th St., between C and D Sts., NW",https://catalog.archives.gov/id/117691841,11/28/72,11/28/72, Site of Washington Conference of 1921-22,,72001427
74000273,,Meridian Hill Park,Listed,Single,FALSE,11.9, ARCHITECTURE; LANDSCAPE ARCHITECTURE,DISTRICT,DISTRICT OF COLUMBIA,District of Columbia,Washington,"Bounded by 16th, Euclid, 15th, and W Sts., NW.",https://catalog.archives.gov/id/117692321,10/25/74,4/19/94,,Rock Creek Park,74000273
100009816,NL,National Archives Building,Listed,NHL,FALSE,1, ARCHITECTURE,building,DISTRICT OF COLUMBIA,District of Columbia,Washington,"Constitution Ave. between 7th and 9th Sts., NW.",,,12/11/23,,,71001004
66000902,,National Portrait Gallery,Listed,Single,FALSE,0, SCIENCE; ARCHITECTURE; INVENTION,BUILDING,DISTRICT OF COLUMBIA,District of Columbia,Washington,"F and G Sts. between 7th and 9th Sts., NW",https://catalog.archives.gov/id/117691853,10/15/66,1/12/65, Old Patent Office;National Collection of Fine Arts,,66000902
72001535,,National War College,Listed,Single,FALSE,40, POLITICS/GOVERNMENT,BUILDING,DISTRICT OF COLUMBIA,District of Columbia,Washington,"P St., within Fort Lesley J. McNair",https://catalog.archives.gov/id/117691847,11/28/72,11/28/72, Army War College,,72001535
66000863,,"Octagon, The",Listed,Single,FALSE,0, MILITARY; POLITICS/GOVERNMENT; ARCHITECTURE,BUILDING,DISTRICT OF COLUMBIA,District of Columbia,Washington,"1799 New York Ave., NW",https://catalog.archives.gov/id/117691849,10/15/66,12/19/60, Colonel John Tayloe House,,66000863
66000864,,Old Naval Observatory,Listed,Single,FALSE,2, MILITARY; SCIENCE,BUILDING,DISTRICT OF COLUMBIA,District of Columbia,Washington,"23rd and E Sts., NW",https://catalog.archives.gov/id/117691851,10/15/66,1/12/65,,,66000864
100006252,NL,Pan American Union Headquarters,Listed,NHL,FALSE,0, COMMERCE; EDUCATION; POLITICS/GOVERNMENT; ARCHITECTURE; SOCIAL HISTORY,building,DISTRICT OF COLUMBIA,District of Columbia,Washington,"17th St. between C St. and Constitution Ave., NW.",,,1/13/21,,,69000298
69000312,,Pension Building,Listed,Single,FALSE,0, ENGINEERING; POLITICS/GOVERNMENT; ARCHITECTURE,BUILDING,DISTRICT OF COLUMBIA,District of Columbia,Washington,"4th and 5th Sts. between F and G Sts., NW",https://catalog.archives.gov/id/117692407,3/24/69,2/4/85,,,69000312
91002048,,"Perkins, Frances, House",Listed,Single,FALSE,0.9, SOCIAL HISTORY; POLITICS/GOVERNMENT,BUILDING,DISTRICT OF COLUMBIA,District of Columbia,Washington,"2326 California St., NW.",https://catalog.archives.gov/id/117691857,7/17/91,7/17/91,,,91002048
66000852,,PHILADELPHIA (gundelo),Listed,Single,FALSE,0, HISTORIC - NON-ABORIGINAL; MILITARY,STRUCTURE,DISTRICT OF COLUMBIA,District of Columbia,Washington,"14th St. and Constitution Ave., NW",https://catalog.archives.gov/id/117691859,10/15/66,1/20/61, The U.S. Gundelo PHILADELPHIA;Continental Gondala;The Philad,,66000852
69000300,,Renwick Museum,Listed,Single,FALSE,0, ARCHITECTURE,BUILDING,DISTRICT OF COLUMBIA,District of Columbia,Washington,"NE corner, 17th St. and Pennsylvania Ave., NW",https://catalog.archives.gov/id/117692444,3/24/69,11/11/71, Old Corcoran Art Gallery,,69000300
66000866,,"Richards, Zalmon, House",Listed,Single,FALSE,0.9, EDUCATION,BUILDING,DISTRICT OF COLUMBIA,District of Columbia,Washington,"1301 Corcoran St., NW",https://catalog.archives.gov/id/117691865,10/15/66,12/21/65,,,66000866
72001432,AD,Sewall-Belmont House National Historic Site (Additional Documentation),Listed,Add.Doc.,FALSE,0.34, POLITICS/GOVERNMENT; ARCHITECTURE; SOCIAL HISTORY,building,DISTRICT OF COLUMBIA,District of Columbia,Washington,"144 Constitution Ave., NE.",https://catalog.archives.gov/id/117692468,6/16/72,11/30/72, Belmont-Paul Women's Equality National Monument,Sewall-Belmont House National Historic Site,72001432
100011383,NL,Slowe-Burrill House,Listed,NHL,FALSE,0.17, EDUCATION,building,DISTRICT OF COLUMBIA,District of Columbia,Washington,1256 Kearny St. NE,,,12/13/24,,,100005324
66000867,,Smithsonian Building,Listed,Single,FALSE,0, SCIENCE; ARCHITECTURE; INVENTION,BUILDING,DISTRICT OF COLUMBIA,District of Columbia,Washington,"Jefferson Dr. at 10th St., SW",https://catalog.archives.gov/id/117691871,10/15/66,1/12/65, Smithsonian Institution Building,,66000867
79003101,,St. Elizabeths Hospital,Listed,Single,FALSE,336.4, ARCHITECTURE; HEALTH/MEDICINE; SOCIAL HISTORY,DISTRICT,DISTRICT OF COLUMBIA,District of Columbia,Washington,"2700 Martin Luther King Jr., Ave., SE.",https://catalog.archives.gov/id/117692494,4/26/79,12/14/90,,,79003101
66000868,,St. John's Church,Listed,Single,FALSE,0.5, POLITICS/GOVERNMENT; ARCHITECTURE,BUILDING,DISTRICT OF COLUMBIA,District of Columbia,Washington,"16th and H Sts., NW",https://catalog.archives.gov/id/117691877,10/15/66,12/19/60, St. John's Church (Episcopal),,66000868
76002131,,St. Luke's Episcopal Church,Listed,Single,FALSE,0.9, BLACK; LITERATURE; EDUCATION; SOCIAL HISTORY,BUILDING,DISTRICT OF COLUMBIA,District of Columbia,Washington,"15th and Church Sts., NW",https://catalog.archives.gov/id/117691879,5/11/76,5/11/76,,,76002131
75002055,,"Terrell, Mary Church, House",Listed,Single,FALSE,0.9, BLACK; EDUCATION; POLITICS/GOVERNMENT; SOCIAL HISTORY,BUILDING,DISTRICT OF COLUMBIA,District of Columbia,Washington,"326 T St., NW",https://catalog.archives.gov/id/117691885,5/15/75,5/15/75,,,75002055
75002055,AD,"Terrell, Mary Church, House (Additional Documentation)",Returned,Add.Doc.,FALSE,0.9, BLACK; EDUCATION; POLITICS/GOVERNMENT; SOCIAL HISTORY,BUILDING,DISTRICT OF COLUMBIA,District of Columbia,Washington,"326 T St., NW",https://catalog.archives.gov/id/117691885,5/15/75,5/15/75,,,75002055
100011366,NL,The Furies Collective,Listed,NHL,FALSE,0.04, SOCIAL HISTORY,building,DISTRICT OF COLUMBIA,District of Columbia,Washington,"219 11th St., SE",,,9/2/24,,,16000211
91002049,,Trades Hall of National Training School for Women and Girls,Listed,Single,FALSE,6, EDUCATION,BUILDING,DISTRICT OF COLUMBIA,District of Columbia,Washington,"601 50th St., NE.",https://catalog.archives.gov/id/117691845,7/17/91,7/17/91, Nannie Helen Burroughs School,,91002049
66000871,,Tudor Place,Listed,Single,FALSE,6, MILITARY; POLITICS/GOVERNMENT; ARCHITECTURE,BUILDING,DISTRICT OF COLUMBIA,District of Columbia,Washington,"1644 31st St., NW",https://catalog.archives.gov/id/117691887,10/15/66,12/19/60,,,66000871
71001007,,U.S. Department of the Treasury,Listed,Single,FALSE,0, ARCHITECTURE,BUILDING,DISTRICT OF COLUMBIA,District of Columbia,Washington,"1500 Pennsylvania Ave., NW",https://catalog.archives.gov/id/117691897,11/11/71,11/11/71, See Also:Lafayette Square Historic District,,71001007
72001435,,U.S. Marine Corps Barracks and Commandant's House,Listed,Single,FALSE,6, MILITARY; ARCHITECTURE; PERFORMING ARTS,DISTRICT,DISTRICT OF COLUMBIA,District of Columbia,Washington,"8th and I Sts., SE",https://catalog.archives.gov/id/117692560,12/27/72,5/11/76, US Marine Barracks;Marine Corps Commandant's House,,72001435
74002176,,U.S. Soldiers' and Airmen's Home,Listed,Single,FALSE,6, MILITARY; POLITICS/GOVERNMENT,DISTRICT,DISTRICT OF COLUMBIA,District of Columbia,Washington,"Rock Creek Church Rd., NW",https://catalog.archives.gov/id/117691901,2/11/74,11/7/73, U.S. Military Asylum;The Old Soldiers' Home,,74002176
76002132,,"Underwood, Oscar W., House",Listed,Single,FALSE,0.9, LAW; POLITICS/GOVERNMENT,BUILDING,DISTRICT OF COLUMBIA,District of Columbia,Washington,"2000 G St., NW",https://catalog.archives.gov/id/117691891,12/8/76,12/8/76," Art Department Building,George Washington University;Washing",,76002132
00001032,,United Mine Workers of America,Listed,Single,FALSE,0.9, SOCIAL HISTORY; ARCHITECTURE; POLITICS/GOVERNMENT,building,DISTRICT OF COLUMBIA,District of Columbia,Washington,900 Fifteenth St. NW,https://catalog.archives.gov/id/117692578,9/13/00,4/5/05, University Club,,00001032
90000332,,USS BARRY (DD-933),DATE RECEIVED/PENDING NOMINATION,Single,FALSE,0.9, ARCHITECTURE,STRUCTURE,DISTRICT OF COLUMBIA,District of Columbia,Washington,Washington Navy Yard,,,5/11/76, BARRY,,90000332
87002594,,USS SEQUOIA (yacht),Listed,Single,FALSE,0.1, POLITICS/GOVERNMENT,STRUCTURE,DISTRICT OF COLUMBIA,District of Columbia,Washington,Hains Point,https://catalog.archives.gov/id/117691867,12/23/87,12/23/87, Presidential Yacht SEQUOIA;AG-23,,87002594
73002123,,Washington Aqueduct,Listed,Single,FALSE,163, MILITARY; ENGINEERING; TRANSPORTATION,STRUCTURE,DISTRICT OF COLUMBIA,District of Columbia,Washington,"5900 MacArthur Blvd., NW",https://catalog.archives.gov/id/117691905,9/8/73,11/7/73, See Also:Cabin John Aqueduct,,73002123
73002124,,Washington Navy Yard,Listed,Single,FALSE,41, INDUSTRY; MILITARY; ARCHITECTURE,DISTRICT,DISTRICT OF COLUMBIA,District of Columbia,Washington,"8th and M Sts., SE",https://catalog.archives.gov/id/117692617,6/19/73,11/7/73,,,73002124
76002133,,"White, David, House",Listed,Single,FALSE,0.9, SCIENCE,BUILDING,DISTRICT OF COLUMBIA,District of Columbia,Washington,"1459 Girard St., NW",https://catalog.archives.gov/id/117691911,1/7/76,1/7/76,,,76002133
66000873,,"Wilson, Woodrow, House",Listed,Single,FALSE,0.9, POLITICS/GOVERNMENT,BUILDING,DISTRICT OF COLUMBIA,District of Columbia,Washington,"2340 S St., NW",https://catalog.archives.gov/id/117691913,10/15/66,7/19/64,,,66000873
76002134,,Windsor Lodge,Listed,Single,FALSE,0.9, POLITICS/GOVERNMENT,BUILDING,DISTRICT OF COLUMBIA,District of Columbia,Washington,"2139--2141 Wyoming Ave., NW",https://catalog.archives.gov/id/117691793,12/8/76,12/8/76," William Edgar Borah Apartment,No. 21;Chancellery Cooperative",,76002134
76002135,,"Woodson, Carter G., House",Listed,Single,FALSE,0.9, BLACK; EDUCATION,BUILDING,DISTRICT OF COLUMBIA,District of Columbia,Washington,"1538 9th St., NW",https://catalog.archives.gov/id/117691915,5/11/76,5/11/76,,,76002135
76002136,,"Woodward, Robert Simpson, House",Listed,Single,FALSE,0.9, SCIENCE,BUILDING,DISTRICT OF COLUMBIA,District of Columbia,Washington,"1513 16th St., NW",https://catalog.archives.gov/id/117691917,1/7/76,1/7/76,,,76002136
74002226,,Nan Madol,Listed,Single,FALSE,1280, PREHISTORIC; HISTORIC - ABORIGINAL; ENGINEERING; POLITICS/GOVERNMENT; ARCHITECTURE,DISTRICT,FEDERATED STATES OF MICRONESIA,Ponape,Temwen Island,E side of Temwen Island,https://catalog.archives.gov/id/131517797,12/19/74,9/16/85,,,74002226
76002267,,"Truk Lagoon Underwater Fleet, Truk Atoll",Listed,Single,FALSE,0, MILITARY,DISTRICT,FEDERATED STATES OF MICRONESIA,Truk,Truk,Truk Lagoon,https://catalog.archives.gov/id/131517814,9/30/76,2/4/85,,,76002267
74000655,,"Bethune, Mary McLeod, Home",Listed,Single,FALSE,0, ETHNIC HERITAGE-BLACK; EDUCATION,building,FLORIDA,Volusia,Daytona Beach,Bethune-Cookman College campus,https://catalog.archives.gov/id/77841935,12/2/74,12/2/74, Mary McLeod Bethune Foundation,,74000655
72000350,,Bok Mountain Lake Sanctuary and Singing Tower,Listed,Single,FALSE,130.4, CONSERVATION; LANDSCAPE ARCHITECTURE; ART; SOCIAL HISTORY; PERFORMING ARTS; ARCHITECTURE,STRUCTURE,FLORIDA,Polk,Lake Wales,3 mi. N of Lake Wales,https://catalog.archives.gov/id/77843776,8/21/72,4/19/93, Bok Tower;Bok Tower Gardens,,72000350
84003872,,Cape Canaveral Air Force Station,Listed,Single,FALSE,132.5, ENGINEERING; TRANSPORTATION; SCIENCE; COMMUNICATIONS,DISTRICT,FLORIDA,Brevard,Cocoa,"Launch Pads 5, 6, 13, 14, 19, 26, 34 and Mission Control Center",https://catalog.archives.gov/id/77841869,4/16/84,4/16/84,,,84003872
70000844,,Cathedral of St. Augustine,Listed,Single,FALSE,1, RELIGION,BUILDING,FLORIDA,St. Johns,St. Augustine,Cathedral St. between Charlotte and St. George Sts.,https://catalog.archives.gov/id/77841929,4/15/70,4/15/70,,,70000844
70000178,,Crystal River Indian Mounds,Listed,Single,FALSE,17.5, PREHISTORIC,SITE,FLORIDA,Citrus,Crystal River,2 mi. NW of Crystal River on U.S. 19-98,https://catalog.archives.gov/id/77841873,9/29/70,6/21/90, Crystal River Historic Memorial;Crystal River Site,,70000178
72000353,,Dade Battlefield Historic Memorial,Listed,Single,FALSE,12, NATIVE AMERICAN; MILITARY; POLITICS/GOVERNMENT,SITE,FLORIDA,Sumter,Bushnell,1 mi. W of Bushnell off U.S. 301,https://catalog.archives.gov/id/77844116,4/14/72,11/7/73, Dade's Massacre;Dade Battlefield,,72000353
15000312,,"Douglas, Marjory Stoneman, House",Listed,Single,FALSE,,,,FLORIDA,Miami-Dade,Miami,3744 Stewart Ave.,,2/27/15,2/27/15,,,15000312
100006234,NL,Dudley Farm,Listed,NHL,FALSE,259.8, AGRICULTURE; ARCHITECTURE,district,FLORIDA,Alachua,Newberry,18730 W. Newberry Rd.,,,1/13/21,,,02001081
88001823,,El Centro Espanol de Tampa,Listed,Single,FALSE,1, HISPANIC,BUILDING,FLORIDA,Hillsborough,Tampa,1526--1536 E. Seventh Ave.,https://catalog.archives.gov/id/77841888,6/3/88,6/3/88,,,88001823
74000632,,El Centro Espanol of West Tampa,Listed,Single,FALSE,0.9, ARCHITECTURE; SOCIAL HISTORY,BUILDING,FLORIDA,Hillsborough,Tampa,2306 N. Howard St.,https://catalog.archives.gov/id/77842627,7/30/74,6/10/88,,,74000632
72000345,,"Flagler, Henry Morrison, House; Whitehall",Listed,Single,FALSE,5.3, ARCHITECTURE; SOCIAL HISTORY,BUILDING,FLORIDA,Palm Beach,Palm Beach,Whitehall Way,https://catalog.archives.gov/id/77843543,12/5/72,2/16/00, Whitehall,,72000345
75000568,,Florida Southern College Architectural District,Listed,Single,FALSE,10, ARCHITECTURE,DISTRICT,FLORIDA,Polk,Lakeland,111 Lake Hollingsworth Dr.,https://catalog.archives.gov/id/77843754,6/11/75,3/2/12,,,75000568
66000263,,Fort Barrancas Historical District,Listed,Single,FALSE,64, MILITARY; ENGINEERING; EXPLORATION/SETTLEMENT; POLITICS/GOVERNMENT; ARCHITECTURE,DISTRICT,FLORIDA,Escambia,Pensacola,U.S. Naval Air Station,https://catalog.archives.gov/id/77842368,10/15/66,10/9/60, Fort San Carlos de Barrancas,Gulf Islands,66000263
72000318,,Fort Gadsden Historic Memorial,Listed,Single,FALSE,3.3, NATIVE AMERICAN; MILITARY; POLITICS/GOVERNMENT,SITE,FLORIDA,Franklin,Sumatra,6 mi. SW of Sumatra,https://catalog.archives.gov/id/77842438,2/23/72,5/15/75, Negro Fort;British Fort,,72000318
04000320,,Fort King Site,Listed,Single,TRUE,36.2, HISTORIC - ABORIGINAL; POLITICS/GOVERNMENT; MILITARY,SITE,FLORIDA,Marion,Ocala,Address Restricted,,2/24/04,2/24/04, Camp King; Cantonment King; 8MR60,,04000320
94001645,,"Fort Mose Site, Second",Listed,Single,TRUE,0.9, HISTORIC - NON-ABORIGINAL; BLACK,SITE,FLORIDA,St. Johns,St. Augustine,Address Restricted,,10/12/94,10/12/94, 8-SJ-40B;Garcia Real de Santa Teresa de Mose,,94001645
66000271,,Fort San Marcos de Apalache,Listed,Single,FALSE,100, HISTORIC - NON-ABORIGINAL; MILITARY; EXPLORATION/SETTLEMENT,SITE,FLORIDA,Wakulla,St. Marks,18 mi. S of Tallahassee,https://catalog.archives.gov/id/77841939,11/13/66,11/13/66,,,66000271
66000268,,Fort Walton Mound,Listed,Single,TRUE,2, PREHISTORIC,SITE,FLORIDA,Okaloosa,Fort Walton Beach,Address Restricted,,10/15/66,7/19/64,,,66000268
71000244,,Fort Zachary Taylor,Listed,Single,FALSE,3.5, MILITARY; ENGINEERING; ARCHITECTURE,STRUCTURE,FLORIDA,Monroe,Key West,U.S. Naval Station,https://catalog.archives.gov/id/77843281,3/11/71,5/31/73,,,71000244
79000665,,Freedom Tower,Listed,Single,FALSE,0.9, HISPANIC; ARCHITECTURE; COMMUNICATIONS; SOCIAL HISTORY,BUILDING,FLORIDA,Miami-Dade,Miami,600 Biscayne Blvd,https://catalog.archives.gov/id/77843179,9/10/79,10/6/08,,,79000665
70000845,,Gonzalez-Alvarez House,Listed,Single,FALSE,2, ARCHITECTURE,BUILDING,FLORIDA,St. Johns,St. Augustine,14 St. Francis St.,https://catalog.archives.gov/id/77841923,4/15/70,4/15/70, The Oldest House,,70000845
91002063,,GOVERNOR STONE (schooner),Listed,Single,FALSE,0.9, ARCHITECTURE; MARITIME HISTORY; TRANSPORTATION; COMMERCE,STRUCTURE,FLORIDA,Walton,Sandestin,Baytown dock,,12/4/91,12/4/91, Two-masted schooner GOVERNOR STONE,,91002063
89001428,,HA. 19 (Japanese Midget Submarine),Listed,Single,FALSE,0.1, MILITARY,STRUCTURE,FLORIDA,Monroe,Key West,NAS Key West,https://catalog.archives.gov/id/40970931,6/30/89,6/30/89," Japanese Midget Submarine ""C""",,89001428
68000023,,"Hemingway, Ernest, House",Listed,Single,FALSE,0.9, LITERATURE,BUILDING,FLORIDA,Monroe,Key West,907 Whitehead St.,https://catalog.archives.gov/id/77841905,11/24/68,11/24/68,,,68000023
75002067,,Hotel Ponce De Leon,Listed,Single,FALSE,9, ARCHITECTURE; SOCIAL HISTORY; COMMERCE; ART,BUILDING,FLORIDA,St. Johns,St. Augustine,"74 King St.,Bounded by King, Valencia, Sevilla, and Cordova Sts.;See Also:St. Augustine Historic District",https://catalog.archives.gov/id/77844041,5/6/75,2/17/06, See Also:St. Augustine Town Plan Historic District; Flagler College,,75002067
91002047,,"Hurston, Zora Neale, House",Listed,Single,FALSE,0.9, BLACK; LITERATURE,BUILDING,FLORIDA,St. Lucie,Fort Pierce,1734 School Ct.,https://catalog.archives.gov/id/77841931,12/4/91,12/4/91,,,91002047
92001879,,INGHAM (USCGC),Listed,Single,FALSE,0.9, MARITIME HISTORY; ARCHITECTURE; MILITARY,STRUCTURE,FLORIDA,Monroe,Key West,East quay at the Truman Waterfront (at the end of Southard St.),https://catalog.archives.gov/id/77841907,4/27/92,4/27/92, U.S. Coast Guard Cutter INGHAM (WPG-35),,92001879
70000846,,Llambias House,Listed,Single,FALSE,1, ARCHITECTURE,BUILDING,FLORIDA,St. Johns,St. Augustine,31 St. Francis St.,https://catalog.archives.gov/id/77841925,4/15/70,4/15/70, Fernandez-Llambias House,,70000846
94001650,,MAPLE LEAF (Shipwreck Site),Listed,Single,TRUE,0.9, HISTORIC - NON-ABORIGINAL; MARITIME HISTORY; MILITARY; TRANSPORTATION,SITE,FLORIDA,Duval,Mandarin,Address Restricted,,10/12/94,10/12/94, 8DU8032,,94001650
80000961,,Mar-A-Lago National Historic Landmark,Listed,Single,FALSE,17, ARCHITECTURE; SOCIAL HISTORY,BUILDING,FLORIDA,Palm Beach,Palm Beach,1100 S. Ocean Blvd.,https://catalog.archives.gov/id/77841914,12/23/80,12/23/80,,,80000961
01001534,,"Miami Circle at Brickell Point Site, The",Listed,Single,FALSE,2.2, PREHISTORIC,SITE,FLORIDA,Miami-Dade,Miami,401 Brickell Ave,https://catalog.archives.gov/id/77843132,2/5/02,1/16/09, Miami Circle; Miami Midden No. 2; 8DA12,,01001534
72000306,,Miami-Biltmore Hotel,Listed,Single,FALSE,20, INDUSTRY; ARCHITECTURE,BUILDING,FLORIDA,Miami-Dade,Coral Gables,1210 Anastasia Ave.,https://catalog.archives.gov/id/77843207,9/27/72,6/19/96,,,72000306
06000979,,Mud Lake Canal,Listed,Single,FALSE,,,SITE,FLORIDA,Monroe,Flamingo,"Cape Sable, Everglades National Park",https://catalog.archives.gov/id/77841903,9/20/06,9/20/06, Bear Lake Canal; Bear Lake Archeological District EVER-192/8MO32,Everglades,06000979
16000857,,Norman Film Manufacturing Company,Listed,Single,FALSE,1, BLACK; ENTERTAINMENT/RECREATION; SOCIAL HISTORY,district,FLORIDA,Duval,Jacksonville,6337 Arlington Road,,10/31/16,10/31/16, Norman Studios; Norman Film Studios,,16000857
66000269,,Okeechobee Battlefield,Listed,Single,FALSE,640, NATIVE AMERICAN; MILITARY,SITE,FLORIDA,Okeechobee,Okeechobee,4 mi. SE of Okeechobee on U.S. 441,https://catalog.archives.gov/id/77841912,10/15/66,7/4/61,,,66000269
66000265,,Pelican Island National Wildlife Refuge,Listed,Single,FALSE,3, CONSERVATION,SITE,FLORIDA,Indian River,Sebastian,E of Sebastian in the Indian River,https://catalog.archives.gov/id/77841890,10/15/66,5/23/63,,,66000265
76000595,,Pensacola Naval Air Station Historic District,Listed,Single,FALSE,82, MILITARY,DISTRICT,FLORIDA,Escambia,Pensacola,Pensacola Naval Air Station,https://catalog.archives.gov/id/77841878,12/8/76,12/8/76, Pensacola Navy Yard,,76000595
66000264,,Plaza Ferdinand VII,Listed,Single,FALSE,2, POLITICS/GOVERNMENT,SITE,FLORIDA,Escambia,Pensacola,Palafox St. between Government and Zaragossa Sts.,https://catalog.archives.gov/id/77841880,10/15/66,10/9/60,,,66000264
72000355,,Ponce De Leon Inlet Lightstation,Listed,Single,FALSE,9, ARCHITECTURE; TRANSPORTATION; MARITIME HISTORY,BUILDING,FLORIDA,Volusia,Ponce de Leon Inlet,"4931 S. Peninsula Dr., U.S. Coast Guard Reservation",https://catalog.archives.gov/id/77844172,9/22/72,8/5/98, Mosquito Inlet Lighthouse,,72000355
70000176,,"Rawlings, Marjorie Kinnan, House and Farm Yard",Listed,Single,FALSE,1, LITERATURE; ARCHITECTURE,BUILDING,FLORIDA,Alachua,Cross Creek,18700 South County Rd. 325,https://catalog.archives.gov/id/77841952,9/29/70,9/20/06,,,70000176
66000270,,Safety Harbor Site,Listed,Single,FALSE,2, PREHISTORIC; HISTORIC - ABORIGINAL,SITE,FLORIDA,Pinellas,Safety Harbor,Phillipe Park,https://catalog.archives.gov/id/77841918,10/15/66,7/19/64,,,66000270
66000266,,San Luis de Apalache,Listed,Single,FALSE,48.1, HISTORIC - ABORIGINAL; HISTORIC - NON-ABORIGINAL,SITE,FLORIDA,Leon,Tallahassee,2 mi. W of Tallahassee,https://catalog.archives.gov/id/77841892,10/15/66,10/9/60, San Luis de Talimali,,66000266
70000847,,St. Augustine Town Plan Historic District,Listed,Single,FALSE,113, COMMERCE; MILITARY; EXPLORATION/SETTLEMENT; POLITICS/GOVERNMENT; ARCHITECTURE; RELIGION,district,FLORIDA,St. Johns,St. Augustine,"Roughly bounded by Grove Ave, the Matanzas River, and South and Washington Sts.",https://catalog.archives.gov/id/77844023,4/15/70,4/15/70, St. Augustine Historic District;See Also:70000845;70000844;7,,70000847
