Ref#,Prefix,Property Name,State,County,City,Street & Number,Status,Request Type,Restricted Address,Acreage of Property,Area of Significance,Category of Property,External Link,Level of Significance - International,Level of Significance - National,Level of Significance - State,Level of Significance - Local,Level of Significance - Not Indicated,Listed Date,NHL Designated Date,Other Names,Park Name,Property ID
08001153,NA,"Woodward Theater, The",OKLAHOMA,Woodward,Woodward,818 Main,Listed,Single,FALSE,0.9,ARCHITECTURE; ENTERTAINMENT/RECREATION,BUILDING,https://catalog.archives.gov/id/86512345,FALSE,FALSE,FALSE,TRUE,FALSE,12/4/08,NA,NA,NA,08001153
09000060,NA,Whiteside Theatre,OREGON,Benton,Corvallis,361 SW Madison Ave.,Listed,Single,FALSE,0.2,ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/77848674,FALSE,FALSE,FALSE,TRUE,FALSE,2/25/09,NA,NA,NA,09000060
91000053,NA,Union Fishermen's Cooperative Packing Company Alderbrook Station,OREGON,Clatsop,Astoria,4900 Ash St.,Listed,Single,FALSE,4.5,INDUSTRY,BUILDING,https://catalog.archives.gov/id/77848992,FALSE,FALSE,FALSE,TRUE,FALSE,2/20/91,NA,NA,NA,91000053
10000281,NA,Egyptian Theatre,OREGON,Coos,Coos Bay,229 S. Broadway,Listed,Single,FALSE,0.9,ARCHITECTURE; ART,BUILDING,https://catalog.archives.gov/id/77849041,FALSE,FALSE,FALSE,TRUE,FALSE,5/24/10,NA,NA,NA,10000281
100009056,SG,Liberty Theatre,OREGON,Coos,North Bend,2100 Sherman Ave.,Listed,Single,FALSE,0.9,ARCHITECTURE; ENTERTAINMENT/RECREATION,building,NA,FALSE,FALSE,FALSE,TRUE,FALSE,6/9/23,NA,Little Theatre on the Bay,NA,100009056
90000842,NA,Valley Theater,OREGON,Hood River,Parkdale,4945 Baseline Rd.,Listed,Single,FALSE,0.1,ENTERTAINMENT/RECREATION,BUILDING,https://catalog.archives.gov/id/77849347,FALSE,FALSE,FALSE,TRUE,FALSE,6/1/90,NA,Old Theater Mercantile,NA,90000842
05000640,NA,Rogue Theatre,OREGON,Josephine,Grants Pass,"143 SE ""H"" St.",Listed,Single,FALSE,0.9,ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/77849618,FALSE,FALSE,FALSE,TRUE,FALSE,6/30/05,NA,NA,NA,05000640
11000295,NA,Klamath County Armory & Auditorium,OREGON,Klamath,Klamath Falls,1451 Main St.,Listed,Single,FALSE,1.1,ARCHITECTURE; ENTERTAINMENT/RECREATION; MILITARY; SOCIAL HISTORY,BUILDING,https://catalog.archives.gov/id/77849704,FALSE,FALSE,FALSE,TRUE,FALSE,5/18/11,NA,Klamath County Museum,NA,11000295
100010118,SG,Alger Theatre,OREGON,Lake,Lakeview,24 South F Street,Listed,Single,FALSE,0.9,ARCHITECTURE; ENTERTAINMENT/RECREATION,building,NA,FALSE,FALSE,FALSE,TRUE,FALSE,3/28/24,NA,"The Alger Community Theater,; The Alger Theater",NA,100010118
91001560,NA,Lane County Farmers' Union Cooperative Wholesalers' Association Building,OREGON,Lane,Eugene,532 Olive St.,Listed,Single,FALSE,0.6,INDUSTRY; COMMERCE; AGRICULTURE,BUILDING,https://catalog.archives.gov/id/77849758,FALSE,FALSE,FALSE,TRUE,FALSE,10/17/91,NA,Farmers' Union Cooperative Building,NA,91001560
82003733,NA,McDonald Theater Building,OREGON,Lane,Eugene,1004-1044 Willamette St.,Listed,Single,FALSE,0.9,COMMERCE; ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/77849805,FALSE,FALSE,FALSE,TRUE,FALSE,8/26/82,NA,NA,NA,82003733
88001523,NA,Pacific Cooperative Poultry Producers Egg-Taking Station,OREGON,Lane,Eugene,506 Olive St.,Listed,Single,FALSE,0.6,COMMERCE; AGRICULTURE,BUILDING,https://catalog.archives.gov/id/77849754,FALSE,FALSE,FALSE,TRUE,FALSE,9/8/88,NA,NA,NA,88001523
100007459,SG,Rex Theater,OREGON,Malheur,Vale,240 A St. West,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION,building,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2/25/22,NA,NA,NA,100007459
84003032,NA,Vale Hotel and Grand Opera House,OREGON,Malheur,Vale,123 S. Main St.,Listed,Single,FALSE,0.9,COMMERCE; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/77850037,FALSE,FALSE,FALSE,TRUE,FALSE,8/1/84,NA,Drexel Hotel,NA,84003032
91001575,NA,Elsinore Theater,OREGON,Marion,Salem,170 High St. SE.,Listed,Multiple,FALSE,0.3,ENTERTAINMENT/RECREATION; PERFORMING ARTS; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/77848192,FALSE,FALSE,TRUE,FALSE,FALSE,6/17/94,NA,NA,NA,91001575
78002302,NA,Reed Opera House and McCornack Block Addition,OREGON,Marion,Salem,"189 and 177 Liberty St., NE",Listed,Single,FALSE,0.9,COMMERCE; POLITICS/GOVERNMENT; ARCHITECTURE; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/77850224,FALSE,FALSE,FALSE,TRUE,FALSE,3/8/78,NA,NA,NA,78002302
80003357,NA,Auditorium and Music Hall,OREGON,Multnomah,Portland,"920, 924, 926, 928 SW 3rd Ave.",Listed,Single,FALSE,0.1,ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/77850604,FALSE,FALSE,FALSE,TRUE,FALSE,2/22/80,NA,NA,NA,80003357
89000099,NA,Bagdad Theatre,OREGON,Multnomah,Portland,3708--26 SE Hawthorne,Listed,Multiple,FALSE,0.9,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/77848336,FALSE,FALSE,FALSE,TRUE,FALSE,3/8/89,NA,NA,NA,89000099
93001566,NA,Frances Building and Echo Theater,OREGON,Multnomah,Portland,3628--3646 SE. Hawthorne Blvd.,Listed,Multiple,FALSE,0.9,ENTERTAINMENT/RECREATION; COMMUNITY PLANNING AND DEVELOPMENT,BUILDING,https://catalog.archives.gov/id/77848382,FALSE,FALSE,FALSE,TRUE,FALSE,1/28/94,NA,NA,NA,93001566
83002172,NA,Hollywood Theatre,OREGON,Multnomah,Portland,4122 NE Sandy Blvd.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/77851031,FALSE,FALSE,FALSE,TRUE,FALSE,9/1/83,NA,NA,NA,83002172
76001585,NA,Paramount Theatre,OREGON,Multnomah,Portland,1037 SW Broadway,Listed,Single,FALSE,0,ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/77851197,FALSE,TRUE,FALSE,FALSE,FALSE,4/22/76,NA,Portland Public Theatre,NA,76001585
80003383,NA,Elgin City Hall and Opera House,OREGON,Union,Elgin,Albany and N. 8th Sts.,Listed,Single,FALSE,0.6,ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/77851378,FALSE,FALSE,FALSE,TRUE,FALSE,10/10/80,NA,Elgin City Hall,NA,80003383
99000948,NA,Liberty Theater,OREGON,Union,Lagrande,1008 and 1010 Adams Ave.,Listed,Single,FALSE,0.1,SOCIAL HISTORY; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/77851374,FALSE,FALSE,FALSE,TRUE,FALSE,8/5/99,NA,Orpheum Theater;Arcade Theater,NA,99000948
12000085,NA,O.K. Theatre,OREGON,Wallowa,Enterprise,208 W. Main St.,Listed,Multiple,FALSE,0.9,COMMERCE; ENTERTAINMENT/RECREATION,BUILDING,https://catalog.archives.gov/id/77848494,FALSE,FALSE,FALSE,TRUE,FALSE,3/7/12,NA,Vista Theatre,NA,12000085
78002326,NA,The Dalles Civic Auditorium,OREGON,Wasco,The Dalles,E. 4th and Federal Sts.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/77851438,FALSE,FALSE,FALSE,TRUE,FALSE,12/12/78,NA,NA,NA,78002326
14000401,NA,99W Drive-in Theatre,OREGON,Yamhill,Newberg,3110 Portland Rd.,Listed,Single,FALSE,4.5,ENTERTAINMENT/RECREATION,SITE,NA,FALSE,FALSE,FALSE,TRUE,FALSE,7/11/14,NA,NA,NA,14000401
100003055,SG,Cameo Theatre,OREGON,Yamhill,Newberg,304 E 1st St.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION; ARCHITECTURE,building,NA,FALSE,FALSE,FALSE,TRUE,FALSE,10/22/18,NA,NA,NA,100003055
10001071,NA,New Granada Theater,PENNSYLVANIA,Allegheny,Pittsburgh,2007-2013 Centre Ave,Listed,Single,FALSE,0.9,BLACK; ENTERTAINMENT/RECREATION,BUILDING,https://catalog.archives.gov/id/71997810,FALSE,FALSE,FALSE,TRUE,FALSE,12/28/10,NA,Pythian Temple,NA,10001071
86000303,NA,Stanley Theater and Clark Building,PENNSYLVANIA,Allegheny,Pittsburgh,207 Seventh St. and 701--717 Liberty Ave.,Listed,Single,FALSE,1,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/71997780,FALSE,FALSE,FALSE,TRUE,FALSE,2/27/86,NA,NA,NA,86000303
73001592,NA,Mishler Theatre,PENNSYLVANIA,Blair,Altoona,1208 12th Ave.,Listed,Single,FALSE,0.9,ARCHITECTURE; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/71994515,FALSE,FALSE,FALSE,TRUE,FALSE,4/11/73,NA,NA,NA,73001592
79002186,NA,Rowland Theater,PENNSYLVANIA,Centre,Philipsburg,Front St.,Listed,Single,FALSE,0.4,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/71997570,FALSE,FALSE,FALSE,TRUE,FALSE,10/18/79,NA,NA,NA,79002186
79002207,NA,Warner Theater,PENNSYLVANIA,Chester,West Chester,120 N. High St.,Listed,Single,FALSE,0,ART; ARCHITECTURE; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/71998640,FALSE,FALSE,TRUE,FALSE,FALSE,11/20/79,NA,NA,NA,79002207
82001532,NA,Colonial Theatre,PENNSYLVANIA,Dauphin,Harrisburg,3rd and Market Sts.,Listed,Single,FALSE,0.3,COMMERCE; ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/71995801,FALSE,FALSE,FALSE,TRUE,FALSE,11/9/82,NA,NA,NA,82001532
86003575,NA,Lansdowne Theatre,PENNSYLVANIA,Delaware,Lansdowne,29 N. Lansdowne Ave.,Listed,Single,FALSE,0.7,ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/71996177,FALSE,FALSE,FALSE,TRUE,FALSE,1/6/87,NA,NA,NA,86003575
82003787,NA,Warner Theater,PENNSYLVANIA,Erie,Erie,811 State St.,Listed,Single,FALSE,0.8,ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/71995501,FALSE,FALSE,FALSE,TRUE,FALSE,4/13/82,NA,NA,NA,82003787
85001001,NA,Jefferson Theater,PENNSYLVANIA,Jefferson,Punxsutawney,230 N. Findley St.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/71997894,FALSE,FALSE,FALSE,TRUE,FALSE,5/9/85,NA,NA,NA,85001001
69000156,NA,Fulton Opera House,PENNSYLVANIA,Lancaster,Lancaster,12-14 N. Prince St.,Listed,Single,FALSE,0.3,PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/71994229,FALSE,TRUE,FALSE,FALSE,FALSE,8/11/69,8/11/69,NA,NA,69000156
100009917,SG,Nineteenth Street Theater,PENNSYLVANIA,Lehigh,Allentown,527 N. Nineteenth Street,Listed,Single,FALSE,0.26,ARCHITECTURE,building,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2/12/24,NA,Civic Theater of Allentown,NA,100009917
80003564,NA,Comerford Theater,PENNSYLVANIA,Luzerne,Wilkes-Barre,71 Public Sq.,Listed,Single,FALSE,0.5,ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/71998722,FALSE,FALSE,TRUE,FALSE,FALSE,12/3/80,NA,Paramount Theatre,NA,80003564
98000899,NA,Embassy Theatre,PENNSYLVANIA,Mifflin,Lewistown,6 S. Main St.,Listed,Single,FALSE,0.1,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/71996260,FALSE,FALSE,FALSE,TRUE,FALSE,7/23/98,NA,NA,NA,98000899
83002263,NA,Keswick Theatre,PENNSYLVANIA,Montgomery,Glenside,291 Keswick Ave.,Listed,Single,FALSE,0.6,COMMERCE; ARCHITECTURE; SOCIAL HISTORY; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/71995687,FALSE,FALSE,FALSE,TRUE,FALSE,6/30/83,NA,NA,NA,83002263
05001491,NA,Seville Theatre,PENNSYLVANIA,Montgomery,Lower Merion Township,822-826 W. Lancaster Ave.,Listed,Single,FALSE,0.9,ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/71996327,FALSE,FALSE,FALSE,TRUE,FALSE,12/28/05,NA,Bryn Mawr Theatre,NA,05001491
82003804,NA,State Theatre,PENNSYLVANIA,Northampton,Easton,454 Northampton St.,Listed,Single,FALSE,0.6,ENTERTAINMENT/RECREATION; ARCHITECTURE; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/71995391,FALSE,FALSE,FALSE,TRUE,FALSE,3/4/82,NA,Neumeyers Vaudeville House,NA,82003804
78002442,NA,Arch Street Opera House,PENNSYLVANIA,Philadelphia,Philadelphia,1003--1005 Arch St.,Listed,Single,FALSE,0.6,ARCHITECTURE; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/71997414,FALSE,TRUE,FALSE,FALSE,FALSE,6/13/78,NA,"Troc, The",NA,78002442
15000735,NA,Friends Housing Cooperative,PENNSYLVANIA,Philadelphia,Philadelphia,"Bounded by Fairmount Ave., 8th, Franklin & Brown Sts.",Listed,Single,FALSE,1.8,SOCIAL HISTORY; ARCHITECTURE,DISTRICT,NA,FALSE,FALSE,TRUE,FALSE,FALSE,10/13/15,NA,NA,NA,15000735
100006793,SG,Leader Theater,PENNSYLVANIA,Philadelphia,Philadelphia,4102-4104 Lancaster Ave.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION,building,NA,FALSE,FALSE,FALSE,TRUE,FALSE,8/9/21,NA,Leader Theatre,NA,100006793
72001163,NA,Metropolitan Opera House,PENNSYLVANIA,Philadelphia,Philadelphia,858 N. Broad St.,Listed,Single,FALSE,0.9,PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/71997530,FALSE,TRUE,FALSE,FALSE,FALSE,2/1/72,NA,The Met;Philadelphia Evangelistic Center,NA,72001163
80003619,NA,Royal Theater,PENNSYLVANIA,Philadelphia,Philadelphia,1524--1534 South St.,Listed,Single,FALSE,0.3,ARCHITECTURE; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/71997178,FALSE,FALSE,FALSE,TRUE,FALSE,2/8/80,NA,NA,NA,80003619
82003817,NA,Uptown Theater and Office Building,PENNSYLVANIA,Philadelphia,Philadelphia,2240-2248 N. Broad St.,Listed,Single,FALSE,0.4,ARCHITECTURE; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/71997410,FALSE,FALSE,FALSE,TRUE,FALSE,7/22/82,NA,Uptown Theater,NA,82003817
66000693,NA,Walnut Street Theatre,PENNSYLVANIA,Philadelphia,Philadelphia,9th and Walnut Sts.,Listed,Single,FALSE,0.9,PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/71994385,FALSE,TRUE,FALSE,FALSE,FALSE,10/15/66,12/29/62,NA,NA,66000693
86000041,NA,Corregimiento Plaza Theater,PUERTO RICO,Arecibo,Arecibo,Llaguerry and Toribio Pagan Sts.,Listed,Single,FALSE,0.2,PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/131518419,FALSE,FALSE,TRUE,FALSE,FALSE,1/6/86,NA,Oliver Theater,NA,86000041
100007054,SG,La Perla Auditorium and Public Library,PUERTO RICO,Ponce,Ponce,Calle Mayor Esq. Cristina,Listed,Single,FALSE,0.52,ARCHITECTURE; SOCIAL HISTORY,building,NA,FALSE,FALSE,TRUE,FALSE,FALSE,9/27/21,NA,El Teatro La Perla; La Perla,NA,100007054
83000181,NA,Leroy Theatre,RHODE ISLAND,Providence,Pawtucket,66 Broad St.,Listed,Single,FALSE,0.4,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/41375552,FALSE,FALSE,TRUE,FALSE,FALSE,8/4/83,NA,NA,NA,83000181
77000027,NA,Loew's State Theatre,RHODE ISLAND,Providence,Providence,220 Weybosset St.,Listed,Single,FALSE,1,ENTERTAINMENT/RECREATION; ARCHITECTURE; SOCIAL HISTORY,BUILDING,https://catalog.archives.gov/id/41375548,FALSE,TRUE,FALSE,FALSE,FALSE,8/19/77,NA,NA,NA,77000027
72000004,NA,Trinity Square Repertory Theatre,RHODE ISLAND,Providence,Providence,201 Washington St.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/41375582,FALSE,FALSE,FALSE,TRUE,FALSE,6/5/72,NA,Majestic Theatre,NA,72000004
93001181,NA,Veterans Memorial Auditorium-Masonic Temple,RHODE ISLAND,Providence,Providence,Jct. of Brownell and Park Sts.,Listed,Single,FALSE,1.3,ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/41375253,FALSE,FALSE,TRUE,FALSE,FALSE,11/16/93,NA,Veterans Memorial Auditorium,NA,93001181
80004597,NA,Theatre-By-the-Sea,RHODE ISLAND,Washington,South Kingstown,Card Ponds Rd.,Listed,Single,FALSE,3.6,PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/41375849,FALSE,FALSE,TRUE,FALSE,FALSE,7/10/80,NA,NA,NA,80004597
70000558,NA,Abbeville Opera House,SOUTH CAROLINA,Abbeville,Abbeville,Court Sq.,Listed,Single,FALSE,0.9,ART; SOCIAL HISTORY,BUILDING,https://catalog.archives.gov/id/118996955,FALSE,FALSE,FALSE,TRUE,FALSE,7/1/70,NA,NA,NA,70000558
73001684,NA,Dock Street Theatre,SOUTH CAROLINA,Charleston,Charleston,135 Church St.,Listed,Single,FALSE,0.5,ARCHITECTURE; SOCIAL HISTORY,BUILDING,https://catalog.archives.gov/id/118997327,FALSE,TRUE,FALSE,FALSE,FALSE,6/19/73,NA,Planters' Hotel,NA,73001684
73001704,NA,Chester City Hall and Opera House,SOUTH CAROLINA,Chester,Chester,Corner of West End and Columbia Sts.,Listed,Single,FALSE,0.3,ARCHITECTURE; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/118997520,FALSE,FALSE,FALSE,TRUE,FALSE,3/30/73,NA,NA,NA,73001704
80003665,NA,Republic Theater,SOUTH CAROLINA,Chester,Great Falls,806 Dearborn St.,Listed,Single,FALSE,0.9,INDUSTRY; ARCHITECTURE; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/118997552,FALSE,FALSE,FALSE,TRUE,FALSE,11/26/80,NA,Falls Theater,NA,80003665
100010415,SG,Darlington Theatre,SOUTH CAROLINA,Darlington,Darlington,108 Pearl Street,Listed,Single,FALSE,0.17,ARCHITECTURE; ENTERTAINMENT/RECREATION,building,NA,FALSE,FALSE,FALSE,TRUE,FALSE,5/30/24,NA,Darlington Cinema,NA,100010415
96000144,NA,Parker High School Auditorium,SOUTH CAROLINA,Greenville,City View,900 Woodside Ave.,Listed,Single,FALSE,0.9,INDUSTRY; ARCHITECTURE; EDUCATION,BUILDING,https://catalog.archives.gov/id/118997867,FALSE,FALSE,FALSE,TRUE,FALSE,2/26/96,6/21/90,Parker Middle School Auditorium,NA,96000144
100010398,SG,State Theatre,SOUTH CAROLINA,Greenwood,Greenwood,110 Main Street,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION,building,NA,FALSE,FALSE,FALSE,TRUE,FALSE,5/23/24,NA,Greenwood Community Theatre,NA,100010398
12000849,NA,Palmetto Theatre,SOUTH CAROLINA,Hampton,Hampton,109 Lee Ave.,Listed,Single,FALSE,0.9,ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/118997975,FALSE,FALSE,FALSE,TRUE,FALSE,10/9/12,NA,Palmetto Theater,NA,12000849
09000914,NA,Ashwood School Gymnasium and Auditorium,SOUTH CAROLINA,Lee,Bishopville,160 Ashwood School Rd.,Listed,Single,FALSE,0.9,ARCHITECTURE; POLITICS/GOVERNMENT; SOCIAL HISTORY,BUILDING,https://catalog.archives.gov/id/118998097,FALSE,FALSE,FALSE,TRUE,FALSE,5/25/11,NA,NA,NA,09000914
69000171,NA,Newberry Opera House,SOUTH CAROLINA,Newberry,Newberry,Boyce and Nance Sts.,Listed,Single,FALSE,0.8,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/118998223,FALSE,FALSE,FALSE,TRUE,FALSE,12/3/69,NA,NA,NA,69000171
98001646,NA,Easley High School Auditorium,SOUTH CAROLINA,Pickens,Easley,112 Russell St.,Listed,Single,FALSE,0.4,EDUCATION; ARCHITECTURE; ENGINEERING,BUILDING,https://catalog.archives.gov/id/118998300,FALSE,FALSE,FALSE,TRUE,FALSE,1/21/99,NA,NA,NA,98001646
03000658,NA,Carver Theatre,SOUTH CAROLINA,Richland,Columbia,1519 Harden St.,Listed,Single,FALSE,0.9,BLACK,BUILDING,https://catalog.archives.gov/id/118998346,FALSE,FALSE,FALSE,TRUE,FALSE,7/17/03,NA,NA,NA,03000658
05001104,NA,Columbia Township Auditorium,SOUTH CAROLINA,Richland,Columbia,1703 Taylor St.,Listed,Multiple,FALSE,0.9,SOCIAL HISTORY; BLACK; ARCHITECTURE; ENTERTAINMENT/RECREATION,BUILDING,https://catalog.archives.gov/id/118996573,FALSE,FALSE,FALSE,TRUE,FALSE,9/28/05,NA,Township Auditorium,NA,05001104
74001873,NA,Town Theatre,SOUTH CAROLINA,Richland,Columbia,1012 Sumter St.,Listed,Single,FALSE,0.3,EDUCATION; ARCHITECTURE; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/118998460,FALSE,FALSE,FALSE,TRUE,FALSE,10/9/74,NA,NA,NA,74001873
100003059,MP,"Washington. Booker T., High School Auditorium",SOUTH CAROLINA,Richland,Columbia,1400 Wheat St.,Listed,Multiple,FALSE,1.05,EDUCATION; ETHNIC HERITAGE-BLACK,building,NA,FALSE,FALSE,FALSE,TRUE,FALSE,10/24/18,NA,NA,NA,100003059
93001406,NA,Saluda Theatre,SOUTH CAROLINA,Saluda,Salude,107 Law Range,Listed,Single,FALSE,0.9,ARCHITECTURE; ENTERTAINMENT/RECREATION,BUILDING,https://catalog.archives.gov/id/118998490,FALSE,FALSE,FALSE,TRUE,FALSE,12/13/93,NA,NA,NA,93001406
96000405,NA,Palmetto Theater,SOUTH CAROLINA,Spartanburg,Spartanburg,172 E. Main St.,Listed,Single,FALSE,0.9,ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/118998582,FALSE,FALSE,FALSE,TRUE,FALSE,4/12/96,NA,NA,NA,96000405
73001733,NA,Sumter Town Hall-Opera House,SOUTH CAROLINA,Sumter,Sumter,N. Main St.,Listed,Single,FALSE,1.3,ENTERTAINMENT/RECREATION; POLITICS/GOVERNMENT; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/118998653,FALSE,FALSE,FALSE,TRUE,FALSE,5/24/73,NA,Opera House;Academy of Music,NA,73001733
13000570,NA,Inland Theater,SOUTH DAKOTA,Bennett,Martin,306 Main,Listed,Single,FALSE,0.9,ARCHITECTURE,BUILDING,NA,FALSE,FALSE,TRUE,FALSE,FALSE,7/30/13,NA,NA,NA,13000570
96001224,NA,Scotland Royal Theater,SOUTH DAKOTA,Bon Homme,Scotland,565 Main St.,Listed,Single,FALSE,0.9,ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/93204382,FALSE,FALSE,FALSE,TRUE,FALSE,10/31/96,NA,NA,NA,96001224
87000224,NA,Coolidge Sylvan Theatre,SOUTH DAKOTA,Brookings,Brookings,Medary Ave.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION,STRUCTURE,https://catalog.archives.gov/id/93204412,FALSE,FALSE,FALSE,TRUE,FALSE,2/26/87,NA,NA,NA,87000224
00000723,NA,Volga Auditorium,SOUTH DAKOTA,Brookings,Volga,212 Kasan Ave.,Listed,Multiple,FALSE,0.9,SOCIAL HISTORY; ECONOMICS; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/93203445,FALSE,FALSE,FALSE,TRUE,FALSE,7/5/00,NA,NA,NA,00000723
88002839,NA,Garden City Opera House,SOUTH DAKOTA,Clark,Garden City,First and Railroad Sts.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION,BUILDING,https://catalog.archives.gov/id/93204591,FALSE,FALSE,FALSE,TRUE,FALSE,12/20/88,NA,NA,NA,88002839
100007416,MP,Mount Vernon City Auditorium,SOUTH DAKOTA,Davison,Mount Vernon,Main St. and East 1st Ave.,Listed,Multiple,FALSE,0.9,ENTERTAINMENT/RECREATION; EDUCATION,building,NA,FALSE,FALSE,FALSE,TRUE,FALSE,1/31/22,NA,Old Gym,NA,100007416
01000097,NA,Roslyn Auditorium,SOUTH DAKOTA,Day,Roslyn,510 Main,Listed,Multiple,FALSE,0.9,SOCIAL HISTORY; ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/93203647,FALSE,FALSE,FALSE,TRUE,FALSE,2/9/01,NA,NA,NA,01000097
84003278,NA,"Slettebak Grocercies, Hardware and Opera House",SOUTH DAKOTA,Douglas,Armour,Address Restricted,Listed,Single,TRUE,0.6,COMMUNITY PLANNING AND DEVELOPMENT; ARCHITECTURE; PERFORMING ARTS,BUILDING,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2/23/84,NA,NA,NA,84003278
88002838,NA,Stevens Opera Block,SOUTH DAKOTA,Douglas,Delmont,Main St.,Listed,Single,FALSE,0.9,COMMERCE; ENTERTAINMENT/RECREATION,BUILDING,https://catalog.archives.gov/id/93204849,FALSE,FALSE,FALSE,TRUE,FALSE,12/20/88,NA,Delmont Opera House;Stevens Hall,NA,88002838
100002809,SG,Hyde County Memorial Auditorium,SOUTH DAKOTA,Hyde,Highmore,200 2nd St SW,Listed,Single,FALSE,0.9,ARCHITECTURE; ENTERTAINMENT/RECREATION,building,NA,FALSE,FALSE,FALSE,TRUE,FALSE,8/24/18,NA,NA,NA,100002809
76001738,NA,Wessington Springs Opera House,SOUTH DAKOTA,Jerauld,Wessington Springs,111 Dakota Ave. N.,Listed,Single,FALSE,0.5,ARCHITECTURE; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/93205078,FALSE,FALSE,FALSE,TRUE,FALSE,7/21/76,NA,NA,NA,76001738
02000020,NA,Dell Rapids Amphitheater,SOUTH DAKOTA,Minnehaha,Dell Rapids,City Park,Listed,Multiple,FALSE,0.9,ARCHITECTURE; SOCIAL HISTORY,STRUCTURE,https://catalog.archives.gov/id/93203983,FALSE,FALSE,FALSE,TRUE,FALSE,2/15/02,NA,NA,NA,02000020
83003016,NA,Orpheum Theatre,SOUTH DAKOTA,Minnehaha,Sioux Falls,315 N. Phillips Ave.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/93205418,FALSE,FALSE,FALSE,TRUE,FALSE,6/23/83,NA,NA,NA,83003016
